method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
AP03_MULTI__baseline,8,1,cam_edge_3,0.40037830544617226
AP03_MULTI__baseline,8,2,cam_edge_3,0.9969844579814204
AP03_MULTI__baseline,8,3,cam_edge_3,0.32877276981908005
AP03_MULTI__baseline,9,0,cam_edge_5,0.8211526740287146
AP03_MULTI__baseline,9,1,cam_edge_5,0.49199893406951833
AP03_MULTI__baseline,9,2,cam_edge_5,0.20714852950692642
AP03_MULTI__baseline,9,3,cam_edge_5,0.13464926071581054
AP03_MULTI__baseline,10,0,cam_edge_5,0.24137993707421276
AP03_MULTI__baseline,10,1,cam_edge_5,0.7660337863558727
AP03_MULTI__baseline,10,2,cam_edge_5,0.3976519393125899
AP03_MULTI__baseline,10,3,cam_edge_5,0.4932614559909139
AP03_MULTI__baseline,11,0,cam_edge_5,0.4145153991906481
AP03_MULTI__baseline,11,1,cam_edge_5,0.30183154660881456
AP03_MULTI__baseline,11,2,cam_edge_5,0.3413795179950356
AP03_MULTI__baseline,11,3,cam_edge_5,0.06094116398399681
AP03_MULTI__baseline,12,0,cam_edge_5,0.2778917339300463
AP03_MULTI__baseline,12,1,cam_edge_5,0.35742689137994615
AP03_MULTI__baseline,12,2,cam_edge_5,1.079923367887217
AP03_MULTI__baseline,12,3,cam_edge_5,0.742562364186499
AP03_MULTI__baseline,13,0,cam_edge_5,0.3152027703595191
AP03_MULTI__baseline,13,1,cam_edge_5,0.7281739327611111
AP03_MULTI__baseline,13,2,cam_edge_5,0.3635801268030155
AP03_MULTI__baseline,13,3,cam_edge_5,1.2464424422667284
AP03_MULTI__baseline,14,0,cam_edge_1,0.6779615574445336
AP03_MULTI__baseline,14,1,cam_edge_1,0.6528974130963794
AP03_MULTI__baseline,14,2,cam_edge_1,0.4430412690551143
AP03_MULTI__baseline,14,3,cam_edge_1,0.35147463477717056
AP03_MULTI__baseline,14,0,cam_edge_3,0.44774485448145457
AP03_MULTI__baseline,14,1,cam_edge_3,0.45545075845185456
AP03_MULTI__baseline,14,2,cam_edge_3,0.8580392552996752
AP03_MULTI__baseline,14,3,cam_edge_3,0.3213695106711677
AP03_MULTI__baseline,16,0,cam_edge_5,0.5005133788045479
AP03_MULTI__baseline,16,1,cam_edge_5,0.669151006153104
AP03_MULTI__baseline,16,2,cam_edge_5,0.5974381166039783
AP03_MULTI__baseline,16,3,cam_edge_5,0.47777432567821354
AP03_MULTI__baseline,19,0,cam_edge_3,0.7568309725240628
AP03_MULTI__baseline,19,1,cam_edge_3,0.22875197079343046
AP03_MULTI__baseline,19,2,cam_edge_3,0.8080367705242436
AP03_MULTI__baseline,19,3,cam_edge_3,1.3338910884521173
AP03_MULTI__baseline,20,0,cam_edge_3,0.6042707877462693
AP03_MULTI__baseline,20,1,cam_edge_3,0.8569335407428339
AP03_MULTI__baseline,20,2,cam_edge_3,0.416873611834202
AP03_MULTI__baseline,20,3,cam_edge_3,1.118853442916864
