method,status,pair,from_camera,to_camera,translation_error_cm,rotation_error_deg,baseline_error_cm,direction_error_deg,gt_baseline_m,est_baseline_m,available_cameras,missing_cameras,source,failure_reason,note,est_pitch_deg,est_roll_deg,est_rvec_x,est_rvec_y,est_rvec_z,est_tx_m,est_ty_m,est_tz_m,est_yaw_deg,gt_pitch_deg,gt_roll_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z,gt_tx_m,gt_ty_m,gt_tz_m,gt_yaw_deg
AP01,OK,cam0-cam1,cam_edge_0,cam_edge_1,12.274170572452615,0.9701668514981948,2.5907954960285196,1.3526565459513828,5.069131069576643,5.095039024536928,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,57.665696940511765,115.90900591413076,0.07239795595487646,1.8581107255857574,0.6750115606833558,-4.663619178171581,-0.9465010091765567,1.8204984653034424,137.5095384228844,57.450670973219815,115.90214977992046,0.059735247464964884,1.862313170365479,0.6890226811483596,-4.590674262084118,-0.9808404021811508,1.913047758273379,138.4497834938831
AP01,OK,cam0-cam3,cam_edge_0,cam_edge_3,12.304961254792577,0.9116039405474589,4.4165060575588555,1.7331296818746749,3.819152918656321,3.7749878580807326,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,50.64339841707128,20.51992140285937,0.05708426607371919,0.9402349722509251,0.4059809933234647,-3.774118797644296,-0.0753443103759156,-0.029729864091645686,34.92030576042346,50.53923196926396,21.20580374270508,0.057800683779278175,0.9425257326838135,0.4222289727329982,-3.81680220975047,-0.1063958311610107,0.0814237977288359,36.24433498574047
AP01,OK,cam0-cam5,cam_edge_0,cam_edge_5,6.807756736899321,1.465047567133447,2.182604935204324,0.6506053593885731,5.6679279645010325,5.689754013853076,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-58.42837191247741,120.9512646207375,0.02370036319645705,-1.8949796085315047,-0.654448895416489,5.265141503912058,-0.6958191324170752,2.041426319244027,-143.42114670339163,-59.18839253897587,121.10918727720495,-0.005927455730751903,-1.890899029153531,-0.659747852386118,5.239989224744797,-0.7565583592593794,2.023744001687466,-144.80607014753681
AP01,OK,cam1-cam3,cam_edge_1,cam_edge_3,9.9117812816249,0.3083434178214181,5.7945072626551575,2.0935118287336505,2.1721826797050396,2.230127752331591,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-52.03846329535195,5.031919054336268,-0.07444988808342734,-0.9114328279694852,-0.27857060513969045,1.5272480293496364,-0.3982096768808595,1.5755672952323072,-19.62669956064106,-52.158716168945,5.145378882018563,-0.07152290562849595,-0.9138098031455153,-0.27444766234862317,1.5443865298310695,-0.3757221990345858,1.4805676849234315,-19.440987313922378
AP01,OK,cam1-cam5,cam_edge_1,cam_edge_5,22.74257220266557,2.3289038724663573,10.053701758216427,1.1825567272314865,9.833844654272022,9.934381671854187,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,44.279605228497026,136.50144201933887,0.0559293211071244,2.1964626131440457,0.6867383443931209,-4.011998883054159,-2.318223128090214,8.78758474740541,158.64332726657895,43.91477015093176,133.3021054862451,0.07074491249427355,2.174340618010422,0.7301083985994897,-3.9715362540357773,-2.490397692472714,8.644612183352152,156.5275178587406
AP01,OK,cam3-cam5,cam_edge_3,cam_edge_5,17.114790687225955,2.2793123969267435,0.8725279775427808,1.0542055270322426,9.285515073252315,9.294240353027742,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-7.604357451000001,142.953341743,-0.11210970752029556,-2.8666270242455267,-0.9640250189519687,2.873429197,-2.949584125,8.332242308,178.071920529,-7.866545909544569,141.70501809791045,-0.15963022206593686,-2.8589394874323952,-0.9996874983186076,2.8983748134908356,-3.1018777282117975,8.2582424386392,176.3434827013253
AP02,OK,cam0-cam1,cam_edge_0,cam_edge_1,6.605426281881865,1.3115751412808303,0.6486172429863934,0.7425255406494926,5.069131069576643,5.075617242006507,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,56.99654322186875,113.65191407213852,0.07310360852596004,1.846588388629228,0.7057925694555797,-4.624057869831984,-0.9549819150869983,1.8622536738198154,136.38392247188833,57.450670973219815,115.90214977992046,0.059735247464964884,1.862313170365479,0.6890226811483596,-4.590674262084118,-0.9808404021811508,1.913047758273379,138.4497834938831
AP02,OK,cam0-cam3,cam_edge_0,cam_edge_3,7.587572562976135,1.2137083555889092,0.2830973874109244,1.137109188651004,3.819152918656321,3.8219838925304304,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,49.55395452810896,22.260804705226995,0.0759846291113293,0.9315220963069147,0.4281584968525707,-3.821447294122521,-0.036294153951799135,0.052765399597138885,36.84477531268389,50.53923196926396,21.20580374270508,0.057800683779278175,0.9425257326838135,0.4222289727329982,-3.81680220975047,-0.1063958311610107,0.0814237977288359,36.24433498574047
AP02,OK,cam0-cam5,cam_edge_0,cam_edge_5,12.584209741409126,1.580353456585512,12.066722990820633,0.3572653363353054,5.6679279645010325,5.788595194409239,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,-57.83466933568737,119.6813561285107,0.00808173392494243,-1.8945060053077984,-0.6880221587237678,5.338580935296661,-0.7955851630059625,2.0915143247010146,-143.9185448604554,-59.18839253897587,121.10918727720495,-0.005927455730751903,-1.890899029153531,-0.659747852386118,5.239989224744797,-0.7565583592593794,2.023744001687466,-144.80607014753681
AP02,OK,cam1-cam3,cam_edge_1,cam_edge_3,1.3825852231996656,0.13006813774915388,1.0113989689302993,0.24807013626383276,2.1721826797050396,2.1822966693943426,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,-52.044431194457324,5.244461176105171,-0.07028443933118515,-0.9120528808557171,-0.27531941178622754,1.5461879283084439,-0.3734209433332334,1.494081136579604,-19.531518824096842,-52.158716168945,5.145378882018563,-0.07152290562849595,-0.9138098031455153,-0.27444766234862317,1.5443865298310695,-0.3757221990345858,1.4805676849234315,-19.440987313922378
