approach,reference_frame,final_variant,registered_images,registered_static_cameras,registered_moving_frames,num_sparse_points3d,corner_observation_count,unique_anchor_images,detected_marker_ids,used_marker_ids,estimated_colmap_to_metric_scale,corner_fit_mean_error_cm,corner_fit_median_error_cm,corner_triangulation_mean_reproj_px,corner_triangulation_median_reproj_px,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg
AP03_targetless_colmap_multi_aruco_scale,aruco_marker_14,colmap_then_multi_aruco_sim3,180,4,176,7696,1056,153,0;1;2;3;4;5;6;7;8;9;10;11;12;13,1;2;4;5;6;7;8;9;10;11;12;13,0.7333749130447448,5.298360871013804,1.4124262647965913,0.8608576033418142,0.614465768702201,6.140250597399389,5.552633638385757,0.6118414284288577,0.5264133395930412
