aggregate_type,chosen_marker_id,translation_error_m,translation_error_cm,rotation_error_deg,estimated_target_in_root_x,estimated_target_in_root_y,estimated_target_in_root_z,estimated_target_in_root_roll,estimated_target_in_root_pitch,estimated_target_in_root_yaw,estimated_target_in_root_roll_deg,estimated_target_in_root_pitch_deg,estimated_target_in_root_yaw_deg,gt_target_in_root_x,gt_target_in_root_y,gt_target_in_root_z,gt_target_in_root_roll,gt_target_in_root_pitch,gt_target_in_root_yaw,gt_target_in_root_roll_deg,gt_target_in_root_pitch_deg,gt_target_in_root_yaw_deg
medoid_lowest_pairwise_disagreement,8,0.661122966,66.112296552,4.857385614,-2.738210452,-0.387987650,0.459132533,0.267062318,0.964687629,0.428886208,15.301543697,55.272529689,24.573369609,-2.139367048,-0.128541651,0.353501444,0.282294560,0.881252739,0.429138402,16.174286863,50.492062643,24.587819285
