camera_id,status,selected_candidate_type,rotation_matrix_max_abs_delta,relative_rotation_angle_deg,translation_x_abs_delta_m,translation_y_abs_delta_m,translation_z_abs_delta_m,translation_norm_delta_m
cam_edge_3,EXACT,root,0.0,0.0,0.0,0.0,0.0,0.0
cam_edge_0,DIFFERENT,relay,0.0025544428181099033,0.15411437591598162,0.017524147800886514,0.007852494502656793,0.01613955055077909,0.025084706855826013
cam_edge_1,EXACT,direct,3.822817062903994e-12,0.0,3.801847725526386e-10,1.1146916722992728e-12,3.311351193246992e-10,5.041747425928917e-10
cam_edge_5,DIFFERENT,relay,0.0020755895776147087,0.1474407698366655,0.04205165372943398,0.03527637969640951,0.061835785605493854,0.08268270029041186
