camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.108124229667462
cam_edge_0,cam_edge_3,3.8468390504981684
cam_edge_0,cam_edge_5,5.724250787126994
cam_edge_1,cam_edge_3,2.1898477255360875
cam_edge_1,cam_edge_5,9.929072647974667
cam_edge_3,cam_edge_5,9.370954131700053
