marker_id,entity_id,corner_idx,x_colmap,y_colmap,z_colmap,target_x_ref14_m,target_y_ref14_m,target_z_ref14_m,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,used_for_sim3,registered_x_ref14_m,registered_y_ref14_m,registered_z_ref14_m,corner_fit_error_cm
0,marker_000,0,-0.013053900038219532,-0.523543396630264,4.051348118806297,-2.5831005588238014,-0.10500000028212902,0.8582901844687094,30,30,0.5312043342680075,0.5073625557947894,1.042319258005084,yes,-2.5830043363708253,-0.10313011382920512,0.8554075582429244,0.3437334441812274
0,marker_000,1,0.20226009301072254,-0.5473866072297318,4.075317595639017,-2.583100559368669,0.06499999971787099,0.858290184503577,30,30,0.6127312818029584,0.5233626194954042,1.5791340879790956,yes,-2.5816368245958268,0.06369544433302543,0.8559871660863966,0.30246120523514136
0,marker_000,2,0.22371471517844607,-0.33449493572529204,4.077064309155614,-2.5168994411761982,0.0649999999621676,0.7017098155230865,30,30,0.5682552183684577,0.5302916948259464,1.2662647049226265,yes,-2.512986524339956,0.06219293774080403,0.7072865675338076,0.7368220916275199
0,marker_000,3,0.008884298511826249,-0.3098825936667434,4.052816807798421,-2.5168994406313305,-0.10500000003783241,0.701709815488219,30,30,0.6028760275455748,0.49256029106013277,1.6383219674181528,yes,-2.513862810498879,-0.10435717279693085,0.706246808980783,0.5497150113879429
1,marker_001,0,-1.032124829157645,-0.6228840760273298,3.2250242979102164,-2.1649999997275664,-0.940000000524711,1.229999999534769,44,44,0.6482457150010034,0.6482054651985315,1.5042391079471604,yes,-2.166797970602307,-0.9397318288861096,1.2311777030364417,0.21660103490096944
1,marker_001,1,-1.2487870707593938,-0.5998156901416236,3.198972082311546,-2.1650000002724337,-1.110000000524711,1.2299999994999014,44,44,0.8011897400479846,0.7868318263794913,2.06080035714648,yes,-2.1671384632027824,-1.1077002166248624,1.2318620553607165,0.3650928884444952
1,marker_001,2,-1.2819189939383937,-0.69038053224915,3.39521021932787,-2.3350000002724336,-1.1099999999798433,1.230000000044769,44,44,0.8987562127110632,0.8936626216081289,2.842133210106995,yes,-2.334506465700726,-1.107279459646124,1.2320097301919306,0.3418176611188245
1,marker_001,3,-1.0655017234429958,-0.7136112299884566,3.422091121177802,-2.3349999997275663,-0.9399999999798434,1.2300000000796367,44,44,0.9010582481025771,0.9087096954543289,1.8964020570061153,yes,-2.3348155153388985,-0.939407130737653,1.2311776361879527,0.13312983255481048
2,marker_002,0,-0.7830093299654262,0.507471936852297,2.193257421545978,-1.066899440631331,-0.9400000002657207,0.7782901842974482,11,11,0.5409218697284333,0.4793999194050258,1.1086410571366614,yes,-1.0711211692576061,-0.9402588236158747,0.7748670260525994,0.5441322862114722
2,marker_002,1,-0.9976226122190269,0.5294844684935908,2.1692760052777573,-1.0668994411761985,-1.1100000002657207,0.7782901842625807,11,11,0.4481619074850055,0.4297521036722521,0.7415727553294126,yes,-1.072976805281403,-1.106402515380454,0.7755316844508144,0.7581924107933629
2,marker_002,2,-1.0004324003259564,0.6764983119007499,2.329223598402555,-1.1331005593686692,-1.110000000021424,0.6217098152820902,11,11,0.7428301231022642,0.8123431456628352,1.1719279741136528,yes,-1.1367094770178092,-1.1063171826317775,0.6219219504881948,0.5160661960391034
2,marker_002,3,-0.7852255442176094,0.6487081257401219,2.355979372082858,-1.1331005588238017,-0.9400000000214241,0.6217098153169578,11,11,0.7598609981908951,0.5954280091839299,1.6296431859919955,yes,-1.1385170378987288,-0.9389878858868663,0.6243314310259043,0.6102088946900917
3,marker_003,0,1.5793700911881294,1.2052851685215868,1.3382880099754126,0.015,0.7099999999005248,0.4850000001456235,15,15,1.0544248695215466,1.0710800146276902,1.6217670155684705,yes,0.015361647987209126,0.7079194147535166,0.4806252169783327,0.48578134568357134
3,marker_003,1,1.6116958795739265,1.293166242002195,1.1417425209120782,0.185,0.7099999999005248,0.4850000001456235,15,15,0.5874728531343769,0.6188519376512237,1.0243438990937146,yes,0.18199713212170454,0.7070870114438796,0.4824650578648024,0.4891691896485377
