image_name,marker_id,corner_idx,u,v,area_px2
moving_frame_0011.png,1,0,650.0,350.0,1113.0
moving_frame_0011.png,1,1,693.0,343.0,1113.0
moving_frame_0011.png,1,2,716.0,363.0,1113.0
moving_frame_0011.png,1,3,669.0,372.0,1113.0
moving_frame_0012.png,1,0,653.0,360.0,1507.5
moving_frame_0012.png,1,1,699.0,351.0,1507.5
moving_frame_0012.png,1,2,728.0,375.0,1507.5
moving_frame_0012.png,1,3,678.0,387.0,1507.5
moving_frame_0013.png,1,0,628.0,365.0,1609.5
moving_frame_0013.png,1,1,674.0,353.0,1609.5
moving_frame_0013.png,1,2,705.0,377.0,1609.5
moving_frame_0013.png,1,3,656.0,392.0,1609.5
moving_frame_0014.png,1,0,604.0,371.0,1780.0
moving_frame_0014.png,1,1,651.0,356.0,1780.0
moving_frame_0014.png,1,2,684.0,379.0,1780.0
moving_frame_0014.png,1,3,636.0,399.0,1780.0
moving_frame_0015.png,1,0,581.0,379.0,1958.0
moving_frame_0015.png,1,1,629.0,360.0,1958.0
moving_frame_0015.png,1,2,665.0,383.0,1958.0
moving_frame_0015.png,1,3,616.0,406.0,1958.0
moving_frame_0016.png,2,0,444.0,377.0,1033.5
moving_frame_0016.png,2,1,475.0,365.0,1033.5
moving_frame_0016.png,2,2,487.0,393.0,1033.5
moving_frame_0016.png,2,3,456.0,406.0,1033.5
moving_frame_0016.png,1,0,560.0,388.0,2198.0
moving_frame_0016.png,1,1,606.0,365.0,2198.0
moving_frame_0016.png,1,2,648.0,387.0,2198.0
moving_frame_0016.png,1,3,602.0,415.0,2198.0
moving_frame_0017.png,2,0,407.0,390.0,1213.0
moving_frame_0017.png,2,1,441.0,375.0,1213.0
moving_frame_0017.png,2,2,455.0,404.0,1213.0
moving_frame_0017.png,2,3,422.0,420.0,1213.0
moving_frame_0017.png,1,0,540.0,398.0,2487.0
moving_frame_0017.png,1,1,586.0,371.0,2487.0
moving_frame_0017.png,1,2,632.0,392.0,2487.0
moving_frame_0017.png,1,3,587.0,425.0,2487.0
moving_frame_0018.png,2,0,368.0,407.0,1422.0
moving_frame_0018.png,2,1,405.0,389.0,1422.0
moving_frame_0018.png,2,2,422.0,418.0,1422.0
moving_frame_0018.png,2,3,387.0,438.0,1422.0
moving_frame_0018.png,1,0,522.0,410.0,2829.5
moving_frame_0018.png,1,1,567.0,378.0,2829.5
moving_frame_0018.png,1,2,618.0,397.0,2829.5
moving_frame_0018.png,1,3,574.0,436.0,2829.5
moving_frame_0019.png,2,0,326.0,427.0,1742.0
moving_frame_0019.png,2,1,367.0,405.0,1742.0
moving_frame_0019.png,2,2,388.0,435.0,1742.0
moving_frame_0019.png,2,3,350.0,459.0,1742.0
moving_frame_0019.png,1,0,505.0,422.0,3223.5
moving_frame_0019.png,1,1,551.0,385.0,3223.5
moving_frame_0019.png,1,2,605.0,403.0,3223.5
moving_frame_0019.png,1,3,564.0,447.0,3223.5
moving_frame_0020.png,2,0,280.0,452.0,2192.0
moving_frame_0020.png,2,1,327.0,425.0,2192.0
moving_frame_0020.png,2,2,352.0,456.0,2192.0
moving_frame_0020.png,2,3,311.0,485.0,2192.0
moving_frame_0020.png,1,0,490.0,436.0,3636.0
moving_frame_0020.png,1,1,535.0,393.0,3636.0
moving_frame_0020.png,1,2,594.0,408.0,3636.0
moving_frame_0020.png,1,3,557.0,457.0,3636.0
moving_frame_0021.png,2,0,231.0,483.0,2835.0
moving_frame_0021.png,2,1,283.0,448.0,2835.0
moving_frame_0021.png,2,2,315.0,480.0,2835.0
