point3d_id,x_ref_aruco_m,y_ref_aruco_m,z_ref_aruco_m,r,g,b,colmap_reprojection_error
19672,-3.5635166992836558,0.7685280237719618,0.8674473236838375,9,9,9,0.42475122955598277
19671,-3.12364303776552,0.696786332184274,1.0225118441001981,231,231,231,1.358127037704586
19667,-3.597601205348555,-0.17319938134432356,0.7472736633237214,0,0,0,0.08513259189922412
19660,-3.1685687726337894,0.26582865527826915,0.825197503764809,59,62,72,0.37910961283454014
19655,-3.8752707611732795,-0.9136047330552914,1.1739899209991904,0,0,0,0.24516696033519006
19654,-3.2087882556601777,-0.19131294117255038,0.802611591784069,118,124,142,0.785616808518979
19653,-2.596024264263998,-1.763540274830807,1.1386599284035661,231,231,231,0.47537439593499914
19634,5.658982485379177,-0.7258843139523626,1.1538759603899602,0,0,0,0.6641141148479358
19607,2.4537260660577447,-1.066418860591004,0.9843187085724607,0,0,0,0.3107744567033438
19606,5.9658500511840025,-0.2753417498720324,1.3490093767306441,0,0,0,0.4289071583215816
19602,0.7226421206973572,-0.46855094961708055,2.2824840247881975,113,84,21,1.6006176990236363
19601,0.7226421206973572,-0.46855094961708055,2.2824840247881975,113,84,21,1.6006176990236363
19598,-0.9550704968500952,-1.68929953878361,2.2581478828975268,231,231,231,0.9594018275512304
19596,-1.4930486522009476,-0.3135476274635496,2.2755516144061008,0,0,0,0.11108818487716493
19589,-2.7314610530712997,-1.6553364657427116,2.301968194730299,231,231,231,2.5526409490295667
19583,-3.1253479025468733,0.33451189608859744,1.292459420484854,231,231,231,0.5763778373853109
19571,-3.228651003894652,-1.2862373006714458,1.267562379127842,112,117,135,0.014997613000926273
19567,-2.106131110770904,-0.9788971394931485,1.1986125493220654,0,0,0,0.35851728382095543
19549,-1.7245605213962067,-0.28996843705012676,2.388505296490881,105,106,109,0.9636649367494552
19548,-3.1710591819922076,0.6760202278620278,0.972058428401848,231,231,231,0.44379950269774926
19544,-3.0795495757237425,0.5867671535427619,1.2794348904409814,2,2,2,0.923383115051206
19542,-0.8965964743081161,0.6069976449231571,1.313467594194143,105,109,115,0.19729471059961798
19539,2.3957179247582516,-0.9875060226694541,1.0532754375585927,130,130,130,0.14938533105416543
19534,-1.4816395727948806,0.5965825654612837,1.1996795701986427,7,19,35,0.2726785350221593
