method,label,from_camera,to_camera,pair,transform_convention,baseline_m,direction_x,direction_y,direction_z,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
ap01,root_cam_edge_3,cam_edge_0,cam_edge_1,cam_edge_0-cam_edge_1,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,4.609832897819114,-0.982073735117076,0.0670213807795278,0.17617977554645975,-4.5271958122267915,0.3089573659747289,0.8121593252444577,93.29304799394103,57.94820222550366,108.01484446218612,0.23917897643404215,1.6210549923694224,0.6367197951278057
ap01,root_cam_edge_3,cam_edge_0,cam_edge_3,cam_edge_0-cam_edge_3,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,3.845616920282428,-0.999897951369823,0.013931776492147229,0.003161083707239664,-3.8452244803435276,0.05357627540779436,0.012156316990989957,20.9918379322346,49.11438455650913,34.19437345775723,0.07974802412763028,0.9164721520115336,0.39755725701240163
ap01,root_cam_edge_3,cam_edge_0,cam_edge_5,cam_edge_0-cam_edge_5,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,5.517865445303231,0.5463225018300809,0.20524675317903732,-0.8120378650676239,3.0145340548398147,1.132523967127291,-4.48071567593445,25.54016461503757,-59.466416516900544,-50.76835388635244,-0.07249109743553213,-1.1089201777877304,-0.5637662707234921
ap01,root_cam_edge_3,cam_edge_1,cam_edge_3,cam_edge_1-cam_edge_3,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,1.0818083065610036,0.40418265208545534,-0.7164840308814904,0.5685833423914028,0.43724815039390175,-0.7750983761259069,0.6150981827712387,-4.077121330432108,-39.92281194762784,-15.900082011493872,-0.16453557546078748,-0.682861447020638,-0.29084399186469445
ap01,root_cam_edge_3,cam_edge_1,cam_edge_5,cam_edge_1-cam_edge_5,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,9.250431185217424,0.39608346783987625,-0.39873592593617446,0.8271200323240633,3.663942862855054,-3.6884792439465333,7.651216940928559,137.37165296017733,-10.39059639943936,176.14370203482278,-0.19265582305809098,-2.7830871580515772,-1.0957011455131969
ap01,root_cam_edge_3,cam_edge_3,cam_edge_5,cam_edge_3-cam_edge_5,T_from_camera_to_camera = inv(T_reference_from_camera) @ T_reference_to_camera,8.2708109655161,0.9077081973142205,-0.2561681820975246,0.332330695256122,7.507482911835306,-2.1187186095085315,2.7486443585019233,119.82119088464732,-47.65906451323793,-157.43632189213875,-0.10915215606680863,-2.033152860088993,-0.9504157083363731
