observer_type,observer_id,frame_id,marker_id,num_corners,mean_reproj_px,median_reproj_px,max_reproj_px
static,cam_edge_0,static,3,4,0.45092877847054536,0.4704308630503861,0.6086023214322579
static,cam_edge_0,static,7,4,0.5452261199093158,0.5002697959407326,0.9419427507652872
static,cam_edge_0,static,4,4,0.4246219207764931,0.42838581794762565,0.7663108791571115
static,cam_edge_1,static,14,4,0.34697216841838474,0.37318032311261645,0.5513150213742349
static,cam_edge_1,static,2,4,0.2408320728680985,0.1728595500398068,0.564776432149546
static,cam_edge_1,static,5,4,0.3162818861484583,0.29028135990873183,0.5706800411156463
static,cam_edge_1,static,7,4,0.44786409993680243,0.5449409349725983,0.6805344705767117
static,cam_edge_1,static,6,4,0.4573854780550246,0.44998257204264935,0.6441116186297018
static,cam_edge_1,static,8,4,0.5653741579986677,0.5509571808133035,0.7679329343842504
static,cam_edge_3,static,1,4,0.3573500510119022,0.35810391819777376,0.37929419117435775
static,cam_edge_3,static,2,4,0.38428974162136864,0.3134080593087275,0.6126281448212206
static,cam_edge_3,static,14,4,0.2178709559887611,0.12738943744600295,0.5219085161883725
static,cam_edge_3,static,19,4,0.29052263790296634,0.25276510091230175,0.49864886976013495
static,cam_edge_3,static,5,4,0.3437502581642565,0.3480480247109447,0.5500336080054108
static,cam_edge_3,static,6,4,0.4357088864158877,0.4860255499001753,0.5342715795587404
static,cam_edge_3,static,7,4,0.3324936722403828,0.26296302325395604,0.5670745394682343
static,cam_edge_3,static,8,4,0.33942097090217166,0.34474067222590177,0.42381181927042816
static,cam_edge_3,static,20,4,0.44497816880910684,0.4348725921928488,0.7507472137204909
static,cam_edge_5,static,13,4,0.5958035949018579,0.6628974394171443,0.7904458212597013
static,cam_edge_5,static,11,4,0.30335738090067726,0.30067897987255293,0.4192924337995959
static,cam_edge_5,static,12,4,0.39122739385165733,0.46617284167342476,0.5505303914072944
static,cam_edge_5,static,9,4,0.3095306450568962,0.3537329045792518,0.5232063000571056
static,cam_edge_5,static,10,4,0.4136166796053099,0.3670138667157105,0.6790307594654422
static,cam_edge_5,static,16,4,0.4738975416699326,0.4754348957104054,0.5745894245852063
static,cam_edge_5,static,0,4,0.46634034532158214,0.40901869047931677,0.7507500413399815
moving,moving_frame_000000,0,13,4,0.6149004629851231,0.713277001166005,0.8722544323855234
moving,moving_frame_000000,0,11,4,0.3322549700530311,0.3704614649232325,0.4454027808652512
moving,moving_frame_000000,0,12,4,0.4788419253882563,0.5411496060951857,0.637232767705943
moving,moving_frame_000000,0,9,4,0.17994137157143353,0.15357893087391183,0.2788958410749949
moving,moving_frame_000000,0,10,4,0.35059014180763093,0.3474897267253944,0.47866822798461767
moving,moving_frame_000000,0,16,4,0.40407393809831227,0.41885277004441046,0.6118078785684102
moving,moving_frame_000000,0,0,4,0.41812280305896576,0.3737398024625155,0.6653378511462117
moving,moving_frame_000008,8,11,4,0.3926310893847548,0.438430216579375,0.4863170966299292
moving,moving_frame_000008,8,9,4,0.2820711110531662,0.2861303969069587,0.510087261798744
moving,moving_frame_000008,8,10,4,0.32342002112512563,0.31454259520675765,0.37368893444366325
moving,moving_frame_000008,8,16,4,0.24436419982570992,0.19166067071191997,0.5472829966255917
moving,moving_frame_000008,8,0,4,0.3428598674372364,0.3553952917251446,0.5088182693806602
moving,moving_frame_000016,16,10,4,0.2433388614711355,0.26241111166621656,0.3374361076690016
moving,moving_frame_000016,16,16,4,0.4633459751429909,0.4649875041992497,0.6285105856774337
