method,status,camera_count,available_cameras,missing_cameras,pair_count_ok,pair_count_total,pair_coverage,mean_pair_t_cm,median_pair_t_cm,max_pair_t_cm,mean_pair_r_deg,median_pair_r_deg,max_pair_r_deg,mean_baseline_error_cm,mean_direction_error_deg,worst_pair,worst_pair_t_cm,worst_pair_r_deg,source,failure_reason,note
AP01,PARTIAL_2_OF_4,2,cam_edge_1;cam_edge_3,cam_edge_0;cam_edge_5,1,6,0.16666666666666666,9.9117812816249,9.9117812816249,9.9117812816249,0.3083434178214181,0.3083434178214181,0.3083434178214181,5.7945072626551575,2.0935118287336505,cam1-cam3,9.9117812816249,0.3083434178214181,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,cam_edge_0: RuntimeError: Missing CSV: results/bus_real_data/01_marker_direct_relay_multimarker_multichain/06_moving_relay_chain_eval/relay_chain_multichain_aggregate.csv; cam_edge_5: RuntimeError: Missing CSV: results/bus_real_data/01_marker_direct_relay_multimarker_multichain/06_moving_relay_chain_eval/relay_chain_multichain_aggregate.csv,Metrics are computed over available pairs only. Partial means are not directly comparable with full six-pair means.
AP02,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,261.7526683011827,271.95792974239794,477.2722454690163,23.274246332565372,23.31744791924735,45.89480626152251,37.60179513130668,22.010017424040182,cam0-cam5,477.2722454690163,45.89480626152251,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,
AP03,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,19.034597886740766,16.994970592957774,30.722128249224163,0.21763967571599596,0.21034244759980897,0.3358157935057946,19.021790093504407,0.06694959885460552,cam1-cam5,30.722128249224163,0.3358157935057946,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,
