camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.128404674779825
cam_edge_0,cam_edge_3,3.8626342096923216
cam_edge_0,cam_edge_5,5.554849771537746
cam_edge_1,cam_edge_3,2.210088247706569
cam_edge_1,cam_edge_5,9.932093590031457
cam_edge_3,cam_edge_5,9.281096025462483
