entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z
marker,0,ba_with_moving,-2.5973557397363973,-0.010032028398654266,0.7614910068144359,65.7030679846148,0.35335379569481945,91.17429826530856,0.8797171215444785,0.9065543445976533,1.394658564350874
marker,1,ba_with_moving,-2.261733972623175,-1.0416577849506317,1.2323285917781153,0.48652099143073513,0.0163045640183848,-89.80685745132543,0.006900299401329229,-0.006431038498682039,-1.5674162869754826
marker,2,ba_with_moving,-1.1109379989402697,-1.036419954502588,0.6982764684308623,67.13138013937231,0.16619907355382998,-89.93093958611992,0.9129815246839219,-0.9079040258756407,-1.3726045623495076
marker,3,ba_with_moving,0.1002250240674138,0.7082136239191132,0.39825753049060025,89.90948982284921,-0.14785186043512824,0.11039870029146386,1.5692176340155035,-0.0005160847837406404,0.003538872303896734
marker,4,ba_with_moving,0.7032250416059324,0.699876888885986,1.6092228107425166,90.37727369207181,-0.06176487363976467,0.114273966846393,1.5773813328147162,0.0007283807807771599,0.002412893974725839
marker,5,ba_with_moving,1.9306464345676049,-1.4847903846352546,0.6920369170557138,67.0381504962421,0.13355786924298188,-89.87054752781141,0.9116737763800972,-0.9064207253718723,-1.371940625568166
marker,6,ba_with_moving,1.9919973620976652,0.006666523901009851,0.9704789129008792,66.92896111392893,0.6297810417681265,-88.45129048004604,0.9250833383109343,-0.8855518162978765,-1.3563132132408158
marker,7,ba_with_moving,1.9844476255749295,0.4435831219305168,0.9739633928293656,67.0549664164115,0.3525288256261202,-89.40084270496848,0.9175793288791082,-0.8996397061096437,-1.3670023973925682
marker,8,ba_with_moving,2.6845248009127607,-1.0227917104971964,1.0084720020956301,67.15054664569725,-0.097474719407052,-90.5482745010132,0.9060118566388958,-0.9170709839578309,-1.3790728837677906
marker,9,ba_with_moving,3.1910507785235995,0.02928548206272044,1.2069689887727153,64.40803505503138,0.018656337902308365,90.35489776445509,0.8719170542595476,0.8777883186906159,1.3931875282464592
marker,10,ba_with_moving,3.200083945546335,-1.4357406664072532,1.2082308939781998,65.32859629222615,0.14764329240317714,90.73117864069829,0.8801786665702698,0.8950741441808074,1.392232991847154
marker,11,ba_with_moving,4.173152557859683,-0.4442846007793362,1.3520304504574059,-1.217450708432888,0.10814375547122436,90.3723549695577,-0.01813751489395352,-0.015278734496204352,1.5772499448220416
marker,12,ba_with_moving,4.2229224336466045,-1.4209160165724724,1.2416529521965003,67.4125158991814,1.6676004996823641,-179.80708374473312,-0.040792802967101964,1.7357607471538552,2.6021858253638634
marker,13,ba_with_moving,4.225268888711498,0.28645786221068326,1.0919313597803366,-1.0417922419868166,0.06187911380066943,90.42529539053407,-0.015094227378220795,-0.013502221153199377,1.5781813411646484
marker,14,ba_with_moving,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
