group,variant,parameter,method,status,camera_count,available_cameras,missing_cameras,pair_count_ok,pair_count_total,pair_coverage,mean_pair_t_cm,median_pair_t_cm,max_pair_t_cm,mean_pair_r_deg,median_pair_r_deg,max_pair_r_deg,mean_baseline_error_cm,mean_direction_error_deg,worst_pair,worst_pair_t_cm,worst_pair_r_deg,source,failure_reason,note
moving_cam/res,moving_res_320x180_low,320x180,AP03,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,19.034597886740766,16.994970592957774,30.722128249224163,0.21763967571599596,0.21034244759980897,0.3358157935057946,19.021790093504407,0.06694959885460552,cam1-cam5,30.722128249224163,0.3358157935057946,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,
moving_cam/res,moving_res_1280x720_baseline,1280x720 baseline,AP01,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,27.502056873359454,27.907335314737217,43.1518719200443,1.918409982275535,2.1417483209061405,2.8254398922128923,9.684752369332875,2.4561402537335733,cam0-cam5,43.1518719200443,2.649552885230264,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,
moving_cam/res,moving_res_1280x720_baseline,1280x720 baseline,AP02,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,5.4695312742205955,5.20417682093533,9.301430523974297,0.33320545691115533,0.318725866723728,0.6272630160965519,4.829586517992664,0.21162984413974958,cam1-cam5,9.301430523974297,0.16615991812500058,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,
moving_cam/res,moving_res_1280x720_baseline,1280x720 baseline,AP03,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,2.9243535262531846,2.694143753561672,4.754442504661829,0.07026461265792011,0.07799877766157368,0.08775058993744946,2.885215194630364,0.04243987566918029,cam1-cam5,4.754442504661829,0.0806000975270912,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,
moving_cam/res,moving_res_2560x1440_upscaled,2560x1440,AP01,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,29.920965749774354,30.7497651660279,47.324861789755495,2.085223037525879,2.3085338057966647,2.9705171549040665,10.77746706986109,2.7010497015222987,cam0-cam5,47.324861789755495,2.9705171549040665,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,
moving_cam/res,moving_res_2560x1440_upscaled,2560x1440,AP02,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,2.4637604064989342,2.3781443157440236,3.24460318192146,0.20256151752031815,0.20209112994018308,0.28087644476608287,0.7846157969523334,0.27816866106019555,cam0-cam5,3.24460318192146,0.28087644476608287,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,
moving_cam/res,moving_res_2560x1440_upscaled,2560x1440,AP03,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,1.0188588419050726,1.0834937698350129,1.7868477930309892,0.04262554120309195,0.039002450093759404,0.07184629186023912,0.9291918390966917,0.04199508826796406,cam1-cam5,1.7868477930309892,0.020505233723902234,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,
world/lighting,ceiling_dark_extreme,dark extreme,AP01,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,18.4588891764521,21.082480248090633,25.41175474171005,2.110913734256677,2.2750990509816145,2.6299697775535726,7.590556470420736,1.7308866197031865,cam3-cam5,25.41175474171005,2.5033902195410196,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,
world/lighting,ceiling_dark_extreme,dark extreme,AP02,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,13.086427580418084,12.714136523579157,23.250669839088705,1.1497197946759947,1.1191440588939745,2.2317604346448094,11.775826323260233,0.5126222158060928,cam1-cam5,23.250669839088705,0.7635964852722887,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,
world/lighting,ceiling_dark_extreme,dark extreme,AP03,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,2.952101303928322,2.7358981147120183,4.731286124615252,0.06800046073941848,0.07088869202312309,0.09283873875322234,2.8624522166675734,0.06342812575582342,cam3-cam5,4.731286124615252,0.08364956473439546,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,
world/lighting,ceiling_low,low,AP01,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,27.37115728299406,27.739895318061507,43.27718942162054,1.9844368691135321,2.2433517333678945,2.8201442446584295,9.79280542330543,2.4740977431354314,cam0-cam5,43.27718942162054,2.6332418044709462,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,
world/lighting,ceiling_low,low,AP02,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,5.350754704126462,5.107066812069995,9.211064898298153,0.2959209310569664,0.2954190536235787,0.5588644265255562,4.83046954902738,0.19103391245398682,cam1-cam5,9.211064898298153,0.1609109264275945,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,
world/lighting,ceiling_low,low,AP03,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,3.210017696437337,3.089622532476841,5.2520677652196595,0.08428362648626053,0.08799737662669127,0.1328893479038598,3.1397016099749138,0.06311015144164688,cam1-cam5,5.2520677652196595,0.0611058805352214,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,
world/lighting,ceiling_normal,normal baseline,AP01,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,24.748006959084467,25.39721327607234,37.77745730349397,1.8431863364757266,2.032020157529674,2.7000205572850033,9.588117491834074,2.244686018245672,cam0-cam5,37.77745730349397,2.343047800145638,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,
world/lighting,ceiling_normal,normal baseline,AP02,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,4.308085510896,4.015841356447446,7.1585623279569965,0.31072403485872435,0.29098094428943533,0.5658753310089766,3.8396353076843632,0.18119240757355146,cam1-cam5,7.1585623279569965,0.071577753566445,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,
world/lighting,ceiling_normal,normal baseline,AP03,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,3.0093658228520948,2.823750324995151,4.994634402871416,0.05593875675130222,0.05252189054599351,0.10173574729199567,2.9708317610818162,0.04598798569365328,cam1-cam5,4.994634402871416,0.021704994655962602,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,
world/lighting,ceiling_bright,bright,AP01,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,24.62663037122449,25.222985627577657,37.63062271986754,1.8120414283497313,1.9869117447409683,2.678677762025758,9.665627138521675,2.2245917491413305,cam0-cam5,37.63062271986754,2.3007573866829243,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,
world/lighting,ceiling_bright,bright,AP02,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,4.29019346502854,3.9969028237111037,7.123347601540981,0.3109515005562667,0.2913638225307486,0.5664146237396016,3.817063598240182,0.181642955153397,cam1-cam5,7.123347601540981,0.0706789287729618,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,
world/lighting,ceiling_bright,bright,AP03,OK_FULL,4,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,6,6,1.0,3.3363158334959624,3.117837210204638,5.525043345621587,0.04954857922480701,0.05190712080209495,0.06909338230545609,3.310044189543008,0.04077631649451629,cam1-cam5,5.525043345621587,0.04699532320146177,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,,
