variant,method,camera,status,alignment,source_file,translation_error_cm,rotation_error_deg,aligned_est_x_m,aligned_est_y_m,aligned_est_z_m,gt_x_m,gt_y_m,gt_z_m
fov_100deg,AP01,cam_edge_0,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,8.603164322112935,1.292010635884188,0.6448077695047973,-1.7104828163481454,2.0275538956926153,0.58780793,-1.734555260428118,2.087328299644237
fov_100deg,AP01,cam_edge_1,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,11.391923586900003,1.0132481601171774,-4.081842806898304,0.4517222285049938,2.160485600823015,-3.97416732,0.47508649956281324,2.131542680097442
fov_100deg,AP01,cam_edge_3,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,4.746595485548054,1.4159156200223302,-3.238568426320298,-1.5484001746243852,2.0978896979240824,-3.22735583,-1.5632142604213257,2.0542108996793798
fov_100deg,AP01,cam_edge_5,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,6.508570297703607,1.8361494636525553,5.920747113713806,0.33289728074223857,2.1259142550528076,5.85885887,0.34841953956133265,2.138761570071462
fov_100deg,AP02,cam_edge_0,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,2.6079610924590093,0.7610628408437109,0.6053440745099828,-1.7533817267400233,2.0915937313820203,0.58780793,-1.734555260428118,2.087328299644237
fov_100deg,AP02,cam_edge_1,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,11.746257425413384,0.4545552165606791,-4.085955402661747,0.46411274669386515,2.165900469217081,-3.97416732,0.47508649956281324,2.131542680097442
fov_100deg,AP02,cam_edge_3,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,5.756788399747551,0.6484288565748988,-3.2515827572076788,-1.6135571155735295,2.040328745626609,-3.22735583,-1.5632142604213257,2.0542108996793798
fov_100deg,AP02,cam_edge_5,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,14.516292325193467,0.5192094172198358,5.977337735359442,0.42856261389439,2.1140205032668105,5.85885887,0.34841953956133265,2.138761570071462
fov_100deg,AP03,cam_edge_0,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,3.212267856349575,0.5996384667340448,0.6148765423380431,-1.7488739329428007,2.077626118363531,0.58780793,-1.734555260428118,2.087328299644237
fov_100deg,AP03,cam_edge_1,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,9.934290143376884,0.29070363540227,-4.071368056916766,0.4565444131448567,2.1403301620681856,-3.97416732,0.47508649956281324,2.131542680097442
fov_100deg,AP03,cam_edge_3,OK,SE3_available_static_cameras_no_scale,results/bus_real_data/03_targetless_colmap_aruco_scale/07_final_results/AP03_MARKER_SIZE_SCALE_ONLY_STATIC_CAMERA_POSES.csv,7.797639902881874,0.45453018528991584,-3.27412234949348,-1.6251034654090852,2.0621442322673023,-3.22735583,-1.5632142604213257,2.0542108996793798
