camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,pose_valid,manual_hfov_fallback,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",5,5,20,0.927753,0.74904408,0.00721338,1.89323896,-0.69126127,1.45364021,-0.68895307,results/beintelli_bus_model/station_anchor_search/orbit_results/F4_front_right_table_or_box/F4_front_right_table_or_box_orbit_056/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/orbit_results/F4_front_right_table_or_box/F4_front_right_table_or_box_orbit_056/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[2, 5]","[2, 5]",2,2,8,0.831717,0.00230171,-0.00487864,0.91080344,-0.96016925,1.18120459,-1.16885278,results/beintelli_bus_model/station_anchor_search/orbit_results/F4_front_right_table_or_box/F4_front_right_table_or_box_orbit_056/debug_images/moving_calib_camera_aruco_board_pose.png
