method,label,anchor_marker_id,parent_frame,child_frame,camera_id,status,estimate_status,quality_status,deployment_eligible,evaluation_status,source,x_m,y_m,z_m,roll_rad,pitch_rad,yaw_rad,qx,qy,qz,qw,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33
ap01,root_cam_edge_1,2,evaluation_anchor_marker_2,cam_edge_0_optical_frame,cam_edge_0,available,available,accepted_legacy_available_aggregate,True,available,method_primary_result,0.8165562399223016,1.8988878625809487,-0.9433041864359835,-1.847370890394716,1.125240205159464,1.6645802977570432,-0.6921005314955464,-0.28255304496390554,0.6635832468357128,0.02859904900833132,-0.04035789739880276,0.35315452559568367,-0.934694132413826,0.8165562399223016,0.4290659247851322,-0.8386917423548883,-0.3354080999230645,1.8988878625809487,-0.9023711388923222,-0.4145817679987976,-0.11767873782958507,-0.9433041864359835,0.0,0.0,0.0,1.0
ap01,root_cam_edge_1,2,evaluation_anchor_marker_2,cam_edge_1_optical_frame,cam_edge_1,available,available,gauge_identity,True,available,method_primary_result,-0.9928656108074962,0.010722160750726406,3.5095269991779805,-2.9769622001680025,-0.28560173343908135,-0.19300945593619723,-0.983007240700818,0.08340419236450082,-0.1490160855580793,0.06734026782495327,0.9416758938819451,-0.14390428377480197,0.3042007034720679,-0.9928656108074962,-0.18404341622163078,-0.9770180580505776,0.10753480919474087,0.010722160750726406,0.28173486086587024,-0.1572490742559047,-0.9465189891484214,3.5095269991779805,0.0,0.0,0.0,1.0
ap01,root_cam_edge_1,2,evaluation_anchor_marker_2,cam_edge_3_optical_frame,cam_edge_3,available,available,accepted_legacy_available_aggregate,True,available,method_primary_result,0.2793436296965772,0.5097806078989833,2.3987962919897834,-3.0487231568019997,0.4677359803762858,0.17539243672620322,-0.968936675998369,-0.07439207493123828,0.23455735659219643,0.02470594181847678,0.8788973313118125,0.1325724987988662,-0.4582183034048277,0.2793436296965772,0.15575234041911623,-0.987710871252574,0.01297856939144829,0.5097806078989833,-0.4508665983047999,-0.08277540318056768,-0.8887449258146863,2.3987962919897834,0.0,0.0,0.0,1.0
ap01,root_cam_edge_1,2,evaluation_anchor_marker_2,cam_edge_5_optical_frame,cam_edge_5,available,available,accepted_legacy_available_aggregate,True,available,method_primary_result,-0.9739202451083512,3.9307555497017277,-5.731979091237376,-0.7818012201906669,-0.32195579707214717,-2.9437417775578716,-0.1846129327490164,0.35962011301462093,-0.914182364807905,0.02936057307657559,-0.9301120436208449,-0.07909921122380542,0.3586570800851815,-0.9739202451083512,-0.18646288373284214,-0.7396226621279324,-0.6466760476906677,3.9307555497017277,0.31642246965329274,-0.6683574137021013,0.6731828787543169,-5.731979091237376,0.0,0.0,0.0,1.0
