marker_id,frame_i,frame_j,frame_gap,metric_translation_m,colmap_translation_units,scale_m_per_colmap_unit,quality,used_for_scale
13,0,3,3,0.12150829740689396,0.18067172691410038,0.6725363147974147,6604.226449781988,True
13,0,4,4,0.17590184930084807,0.23963830159712438,0.7340306125043863,6645.54854771222,True
13,0,5,5,0.2013548784508961,0.2994072280857654,0.6725117484245166,6681.562261178145,True
13,0,6,6,0.28917948763027096,0.4335486501358033,0.6670058539905254,7408.985085691562,True
13,0,7,7,0.38910415106815016,0.5664787480567736,0.6868821688420224,8448.173989093739,True
13,1,4,3,0.12176424232899795,0.18000777032224244,0.6764388121191693,6417.565036678631,True
13,1,5,4,0.1528020118303285,0.2397767150282575,0.6372679340957728,6452.343256523168,True
13,1,6,5,0.24082272151534462,0.3739183616330057,0.6440516065154027,7154.810968851658,True
13,1,7,6,0.3395946352481393,0.5068474262981892,0.6700135339117782,8158.349250920802,True
13,2,6,4,0.20654443577465365,0.3138306500633944,0.6581397825003111,6965.644263095841,True
13,2,7,5,0.3061673044849355,0.44676017424558956,0.6853057235952987,7942.649904156672,True
13,3,6,3,0.16837319067899364,0.2528773909011497,0.66582935737743,6881.459147593627,True
13,3,7,4,0.268159841436319,0.3858072260059261,0.695061739025593,7846.656931458136,True
13,4,7,3,0.21786633189699006,0.32684141767841196,0.6665811617282684,7895.752814013366,True
13,156,159,3,0.4485842029959179,0.6587298470817555,0.680983570098113,3371.340534564849,True
9,0,3,3,0.5992068923769948,0.18067172691410038,3.3165504233093714,4437.933978778864,False
9,0,4,4,0.50722979963597,0.23963830159712438,2.116647448489748,4484.152762785853,False
9,0,5,5,0.21032197813244102,0.2994072280857654,0.7024612581236487,4570.065863857982,True
9,0,6,6,0.5518769643314129,0.4335486501358033,1.2729297257840495,4672.229767466493,False
9,0,7,7,0.513222749637134,0.5664787480567736,0.9059876498415398,4884.064188767384,False
9,0,8,8,0.45289285600388685,0.6999271249876746,0.6470571575746005,5189.906357536714,True
9,0,9,9,0.6127231501955107,0.8329275773694903,0.7356259617799928,5574.934528763544,True
9,0,10,10,0.700220250396408,0.9671752252729743,0.7239848913611066,6073.565015705356,True
9,0,11,11,0.713925438946977,1.1010330560385597,0.648414173426937,6766.948499877918,True
9,1,4,3,0.4439365496692711,0.18000777032224244,2.466207702448368,4335.271617788209,False
9,1,5,4,0.4995705468069919,0.2397767150282575,2.083482321242569,4418.332264554127,False
9,1,6,5,0.24747306947317288,0.3739183616330057,0.6618371678576817,4517.1041608535,True
9,1,7,6,0.41904739631951265,0.5068474262981892,0.826772268293966,4721.905335772838,False
9,1,8,7,0.6054412848106945,0.6402965940601721,0.9455638065658645,5017.593048464572,False
9,1,9,8,0.7420857340933671,0.7732963945242356,0.9596394595243515,5389.837659892921,False
9,1,10,9,0.6526294591811534,0.9075441124037904,0.7191159639089602,5871.9128058921315,True
9,1,11,10,0.7989959271750452,1.0414015854580947,0.7672313335528298,6542.274833725652,True
9,2,5,3,0.32174578663910935,0.17968882727510674,1.7905720211892246,4321.438417934472,False
9,2,6,4,0.5162230939685818,0.3138306500633944,1.6449097430869284,4418.044250570608,False
9,2,7,5,0.3649987257715534,0.44676017424558956,0.8169902932549872,4618.354144064745,False
9,2,8,6,0.4410957058042216,0.5802088685191198,0.7602360627993159,4907.557437259395,True
9,2,9,7,0.668050429576147,0.7132089856446501,0.9366825755459524,5271.63873951924,False
9,2,10,8,0.5760731837608323,0.8474567162156477,0.6797670874959968,5743.14199719979,True
9,2,11,9,0.7129175325249167,0.9813143980839187,0.7264924818355212,6398.80301306424,True
9,3,6,3,0.424892201748362,0.2528773909011497,1.6802300918805877,4424.892710563726,False
9,3,7,4,0.7010304284171466,0.3858072260059261,1.8170484665996862,4625.513106672599,False
9,3,8,5,0.6177715886277402,0.5192560986713717,1.1897242809635584,4915.164697138845,False
9,3,9,6,0.5568834598609185,0.6522569007858159,0.853779330184173,5279.8103659127755,False
9,3,10,7,0.8187125975938708,0.7865040308175991,1.0409515597050276,5752.0445060865095,False
9,3,11,8,0.6970669148927805,0.9203617563770214,0.757383615804252,6408.721869452598,True
9,4,7,3,0.607326310922126,0.32684141767841196,1.858168145383859,4673.685430150386,False
9,4,8,4,0.5199528314415873,0.4602896432362959,1.1296209660200034,4966.353591922347,False
9,4,9,5,0.4865204888956744,0.5932894493332094,0.8200390036304686,5334.79685648854,False
9,4,10,6,0.7306236474517097,0.7275374187562588,1.0042420205695082,5811.949070664677,False
9,4,11,7,0.6237479314768949,0.8613951230529184,0.7241136091718688,6475.46538868057,True
9,5,8,3,0.27542147414909673,0.40052026539959584,0.6876592720578344,5061.505309688018,True
9,5,9,4,0.40262048981052045,0.5335212815025488,0.7546474784972509,5437.0076788616,True
9,5,10,5,0.5805339970428538,0.6677682075265087,0.8693645347286291,5923.301781945606,False
9,5,11,6,0.5146308892807752,0.8016259697622086,0.6419838037849914,6599.530589367701,True
9,6,9,3,0.5726010090219138,0.39938197606448095,1.4337177021966216,5558.55208215233,False
9,6,10,4,0.5010736074633986,0.5336272980905714,0.9389954547984021,6055.717298553492,False
9,6,11,5,0.607710752594776,0.6674851325016715,0.9104483725609487,6747.063212983853,False
9,7,10,3,0.2589744210035892,0.40069715410422835,0.6463096090176508,6330.277719026236,True
9,7,11,4,0.5389081038813172,0.534554754525553,1.0081438792170654,7052.9685948542265,False
9,8,11,3,0.27493598598475355,0.40110637391179105,0.6854440713655073,7494.628476448983,True
11,0,4,4,0.16270282986656406,0.23963830159712438,0.6789516900353314,4121.998908296799,True
11,0,5,5,0.20152845160022276,0.2994072280857654,0.6730914710666063,4454.194652235126,True
11,0,6,6,0.29497715143413317,0.4335486501358033,0.6803784335200572,4625.819386876232,True
11,0,7,7,0.38174212677008124,0.5664787480567736,0.6738860514707646,4863.118855220382,True
11,0,8,8,0.47446053802053206,0.6999271249876746,0.6778713398611135,5194.00940988751,True
11,0,9,9,0.5619706132709308,0.8329275773694903,0.6746932488965223,5590.430439599441,True
11,0,10,10,0.6459826003942594,0.9671752252729743,0.6679064801436969,6086.058453547747,True
11,0,11,11,0.736596159740832,1.1010330560385597,0.6690045822884316,6710.767467287181,True
11,4,7,3,0.21924814690280528,0.32684141767841196,0.6708089460024599,5839.991438349889,True
11,4,8,4,0.31210626189262364,0.4602896432362959,0.6780649238557811,6237.349196573814,True
11,4,9,5,0.3996902585463229,0.5932894493332094,0.6736850941737289,6713.400777549334,True
11,4,10,6,0.4835117603837733,0.7275374187562588,0.6645867936392156,7308.5874148155335,True
11,4,11,7,0.5742796481416915,0.8613951230529184,0.6666855114135718,8058.7840273827915,True
11,5,8,3,0.2733076283074747,0.40052026539959584,0.6823815220305965,6740.022996993408,True
11,5,9,4,0.36090489471992976,0.5335212815025488,0.676458291792069,7254.440019739635,True
11,5,10,5,0.44470359454454295,0.6677682075265087,0.6659550268075459,7897.593304292137,True
11,5,11,6,0.5355288460648993,0.8016259697622086,0.6680532645714516,8708.248962908674,True
11,6,9,3,0.26718250433446195,0.39938197606448095,0.6689898902481389,7533.96110953594,True
11,6,10,4,0.3512088100526829,0.5336272980905714,0.6581537550822091,8201.895756469963,True
11,6,11,5,0.44185242467408886,0.6674851325016715,0.6619659422496311,9043.786817478616,True
11,7,10,3,0.26432101311637646,0.40069715410422835,0.659652833590183,8622.644026051406,True
11,7,11,4,0.355200004515775,0.534554754525553,0.6644782438256203,9507.723176449765,True
11,8,11,3,0.262226023915233,0.40110637391179105,0.6537568110869766,10154.636379506654,True
