image_name,marker_id,corner_idx,u,v,area_px2
moving_frame_0000.png,6,0,316.0,443.0,8694.0
moving_frame_0000.png,6,1,409.0,443.0,8694.0
moving_frame_0000.png,6,2,401.0,535.0,8694.0
moving_frame_0000.png,6,3,305.0,535.0,8694.0
moving_frame_0000.png,7,0,74.0,443.0,8786.0
moving_frame_0000.png,7,1,168.0,443.0,8786.0
moving_frame_0000.png,7,2,152.0,535.0,8786.0
moving_frame_0000.png,7,3,55.0,535.0,8786.0
moving_frame_0001.png,6,0,316.0,443.0,8694.0
moving_frame_0001.png,6,1,409.0,443.0,8694.0
moving_frame_0001.png,6,2,401.0,535.0,8694.0
moving_frame_0001.png,6,3,305.0,535.0,8694.0
moving_frame_0001.png,7,0,74.0,443.0,8786.0
moving_frame_0001.png,7,1,168.0,443.0,8786.0
moving_frame_0001.png,7,2,152.0,535.0,8786.0
moving_frame_0001.png,7,3,55.0,535.0,8786.0
moving_frame_0005.png,7,0,307.0,96.0,1023.0
moving_frame_0005.png,7,1,340.0,96.0,1023.0
moving_frame_0005.png,7,2,341.0,127.0,1023.0
moving_frame_0005.png,7,3,308.0,127.0,1023.0
moving_frame_0005.png,2,0,667.0,320.0,3078.0
moving_frame_0005.png,2,1,723.0,318.0,3078.0
moving_frame_0005.png,2,2,721.0,375.0,3078.0
moving_frame_0005.png,2,3,669.0,377.0,3078.0
moving_frame_0006.png,2,0,632.0,313.0,3520.5
moving_frame_0006.png,2,1,691.0,310.0,3520.5
moving_frame_0006.png,2,2,694.0,370.0,3520.5
moving_frame_0006.png,2,3,636.0,373.0,3520.5
moving_frame_0006.png,1,0,729.0,272.0,3259.5
moving_frame_0006.png,1,1,823.0,267.0,3259.5
moving_frame_0006.png,1,2,856.0,298.0,3259.5
moving_frame_0006.png,1,3,753.0,304.0,3259.5
moving_frame_0006.png,7,0,251.0,78.0,1124.0
moving_frame_0006.png,7,1,285.0,77.0,1124.0
moving_frame_0006.png,7,2,287.0,110.0,1124.0
moving_frame_0006.png,7,3,253.0,111.0,1124.0
moving_frame_0006.png,6,0,340.0,76.0,1073.5
moving_frame_0006.png,6,1,373.0,75.0,1073.5
moving_frame_0006.png,6,2,375.0,108.0,1073.5
moving_frame_0006.png,6,3,342.0,108.0,1073.5
moving_frame_0007.png,2,0,598.0,309.0,3869.0
moving_frame_0007.png,2,1,660.0,304.0,3869.0
moving_frame_0007.png,2,2,665.0,366.0,3869.0
moving_frame_0007.png,2,3,603.0,371.0,3869.0
moving_frame_0007.png,1,0,707.0,274.0,4043.5
moving_frame_0007.png,1,1,807.0,267.0,4043.5
moving_frame_0007.png,1,2,844.0,303.0,4043.5
moving_frame_0007.png,1,3,736.0,311.0,4043.5
moving_frame_0007.png,7,0,193.0,60.0,1246.5
moving_frame_0007.png,7,1,229.0,59.0,1246.5
moving_frame_0007.png,7,2,232.0,93.0,1246.5
moving_frame_0007.png,7,3,196.0,95.0,1246.5
moving_frame_0007.png,6,0,287.0,58.0,1177.0
moving_frame_0007.png,6,1,322.0,57.0,1177.0
moving_frame_0007.png,6,2,325.0,90.0,1177.0
moving_frame_0007.png,6,3,290.0,92.0,1177.0
moving_frame_0008.png,2,0,566.0,306.0,4231.0
moving_frame_0008.png,2,1,630.0,300.0,4231.0
moving_frame_0008.png,2,2,636.0,365.0,4231.0
moving_frame_0008.png,2,3,572.0,372.0,4231.0
moving_frame_0008.png,1,0,689.0,280.0,5052.0
moving_frame_0008.png,1,1,795.0,271.0,5052.0
moving_frame_0008.png,1,2,839.0,312.0,5052.0
moving_frame_0008.png,1,3,723.0,323.0,5052.0
moving_frame_0008.png,5,0,549.0,87.0,1059.0
moving_frame_0008.png,5,1,581.0,86.0,1059.0
moving_frame_0008.png,5,2,584.0,119.0,1059.0
moving_frame_0008.png,5,3,552.0,120.0,1059.0
moving_frame_0008.png,7,0,133.0,43.0,1389.5
moving_frame_0008.png,7,1,171.0,42.0,1389.5
moving_frame_0008.png,7,2,175.0,78.0,1389.5
moving_frame_0008.png,7,3,136.0,79.0,1389.5
moving_frame_0008.png,6,0,232.0,40.0,1301.0
moving_frame_0008.png,6,1,269.0,39.0,1301.0
moving_frame_0008.png,6,2,272.0,74.0,1301.0
moving_frame_0008.png,6,3,236.0,76.0,1301.0
moving_frame_0009.png,2,0,535.0,306.0,4620.0
moving_frame_0009.png,2,1,602.0,298.0,4620.0
moving_frame_0009.png,2,2,610.0,366.0,4620.0
moving_frame_0009.png,2,3,543.0,374.0,4620.0
moving_frame_0009.png,1,0,675.0,291.0,6290.5
moving_frame_0009.png,1,1,790.0,279.0,6290.5
moving_frame_0009.png,1,2,840.0,325.0,6290.5
moving_frame_0009.png,1,3,716.0,340.0,6290.5
moving_frame_0009.png,5,0,507.0,70.0,1164.0
moving_frame_0009.png,5,1,541.0,68.0,1164.0
moving_frame_0009.png,5,2,545.0,102.0,1164.0
moving_frame_0009.png,5,3,511.0,104.0,1164.0
moving_frame_0009.png,7,0,69.0,27.0,1568.0
moving_frame_0009.png,7,1,110.0,25.0,1568.0
moving_frame_0009.png,7,2,115.0,63.0,1568.0
moving_frame_0009.png,7,3,74.0,65.0,1568.0
moving_frame_0009.png,6,0,175.0,23.0,1451.0
moving_frame_0009.png,6,1,214.0,21.0,1451.0
moving_frame_0009.png,6,2,218.0,58.0,1451.0
moving_frame_0009.png,6,3,179.0,60.0,1451.0
moving_frame_0010.png,2,0,505.0,308.0,5140.5
moving_frame_0010.png,2,1,576.0,298.0,5140.5
moving_frame_0010.png,2,2,585.0,369.0,5140.5
moving_frame_0010.png,2,3,515.0,380.0,5140.5
moving_frame_0010.png,1,0,668.0,307.0,8102.0
moving_frame_0010.png,1,1,790.0,291.0,8102.0
moving_frame_0010.png,1,2,850.0,345.0,8102.0
moving_frame_0010.png,1,3,718.0,365.0,8102.0
moving_frame_0010.png,5,0,466.0,52.0,1219.5
moving_frame_0010.png,5,1,500.0,50.0,1219.5
moving_frame_0010.png,5,2,505.0,85.0,1219.5
moving_frame_0010.png,5,3,471.0,88.0,1219.5
moving_frame_0010.png,6,0,115.0,6.0,1634.5
moving_frame_0010.png,6,1,156.0,4.0,1634.5
moving_frame_0010.png,6,2,162.0,43.0,1634.5
moving_frame_0010.png,6,3,121.0,46.0,1634.5
moving_frame_0011.png,1,0,669.0,329.0,10539.0
moving_frame_0011.png,1,1,798.0,308.0,10539.0
moving_frame_0011.png,1,2,871.0,371.0,10539.0
moving_frame_0011.png,1,3,729.0,398.0,10539.0
moving_frame_0011.png,2,0,478.0,312.0,5650.5
moving_frame_0011.png,2,1,552.0,301.0,5650.5
moving_frame_0011.png,2,2,563.0,375.0,5650.5
moving_frame_0011.png,2,3,490.0,388.0,5650.5
moving_frame_0011.png,5,0,424.0,36.0,1326.5
moving_frame_0011.png,5,1,460.0,33.0,1326.5
moving_frame_0011.png,5,2,465.0,70.0,1326.5
moving_frame_0011.png,5,3,429.0,72.0,1326.5
moving_frame_0012.png,1,0,679.0,360.0,13879.0
moving_frame_0012.png,1,1,817.0,332.0,13879.0
moving_frame_0012.png,1,2,905.0,406.0,13879.0
moving_frame_0012.png,1,3,754.0,442.0,13879.0
moving_frame_0012.png,2,0,453.0,320.0,6247.5
