camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,4.949932766137164
cam_edge_0,cam_edge_3,3.742826061624864
cam_edge_0,cam_edge_5,5.559709572012623
cam_edge_1,cam_edge_3,2.1193928911981836
cam_edge_1,cam_edge_5,9.648696565341087
cam_edge_3,cam_edge_5,9.114758069348406
