marker_id,corner_idx,status,x_colmap,y_colmap,z_colmap,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,note
0,0,OK,0.7439592267594487,2.996387819397182,-1.0388628607885155,31,31,1.3571245089560744,1.32544986496276,3.0970878455012727,
0,1,OK,0.49053310319374344,3.015218774568312,-1.045517819887682,31,31,1.4583968693897946,1.3140021188846054,4.638475428167311,
0,2,OK,0.47988065952492714,2.946394295059396,-0.8047803921450511,31,31,1.2264395505759047,1.3270657915183641,3.169996475622872,
0,3,OK,0.7332058148584778,2.926090512005434,-0.7979464682056298,31,31,1.377184416572271,1.2977172706207245,2.613557190030101,
2,0,OK,-0.5150596085917712,0.6986713513068784,2.2929571177639554,43,43,1.01632163118225,0.9472899331871836,3.1611327326665095,
2,1,OK,-0.7695733852917522,0.7212244762006155,2.280681825011483,43,43,1.2501875034570704,1.326617854719684,2.707311741502378,
2,2,OK,-0.756436889142122,0.931148234330816,2.425096968893349,43,42,1.1879639798991013,1.1786965961673075,2.817753686155262,
2,3,OK,-0.5011322977032833,0.9152426063241268,2.428433480910814,43,43,1.0462895263409944,0.7497302392596522,2.984135855012711,
3,0,OK,1.2461422014063415,2.4665590766794296,-0.7708539246696401,47,47,1.0982081310801888,0.9314771380056238,2.8874387936505883,
3,1,OK,0.9944739065890578,2.4742920716520773,-0.7812636652819253,47,47,1.0261020589595675,0.9044672424646024,3.285533673912512,
3,2,OK,0.9918402391620679,2.6703688099623166,-0.6249831893021628,47,47,1.2024010744440392,1.0460303736541987,3.317548349475778,
3,3,OK,1.2449146561327624,2.6632144643598945,-0.6134400588330726,47,47,1.05456664172631,0.8292775115048607,3.2180883338188275,
4,0,OK,-0.7897573409949271,-0.4472277691831406,3.715149114057364,96,79,1.8274535289190568,1.4423286129883586,4.689764987696811,
4,1,OK,-1.0457851743794877,-0.4258412960150583,3.7087217788927296,96,80,1.3596976154534173,1.197354164287806,4.972535233185859,
4,2,OK,-1.0583504936884818,-0.5080585051070433,3.9500556985534114,96,86,1.7924560947366937,1.4215612451283766,4.950093997331553,
4,3,OK,-0.8022196549064752,-0.5288928910208254,3.955266136040316,96,82,1.6342191141701825,1.251066549096038,4.827804044522929,
5,0,OK,0.8641781318087479,0.05823006868375356,3.2673948822219763,59,57,1.5128839179829165,1.5174671868131497,3.831980501587626,
5,1,OK,1.1161879668191843,0.036989767605054916,3.2592709237155635,59,59,1.652302124471434,1.3791284808677207,4.627147080454909,
5,2,OK,1.1332217790037658,0.2737860208064877,3.33392294291428,59,57,1.257318528920536,1.1201372584049951,3.2275960494304274,
5,3,OK,0.881476802532362,0.2952326263122707,3.338668285567326,59,59,1.9890668470031942,1.7428933552766934,4.713998626658041,
6,0,OK,-1.7972192418608481,-0.11003579565394106,-0.13785652967347736,10,10,1.94662019916594,2.04554469922503,2.794876828045118,
6,1,OK,-1.8315410044958773,-0.20458836057253618,0.09728385909703566,10,10,2.2370709817547367,2.0791379998092445,3.5372962932820813,
6,2,OK,-1.799223275483718,0.03491370802177679,0.1938861468470949,10,10,0.8032605168571549,0.7938725267476323,1.8719520884340999,
6,3,OK,-1.7968083353633721,0.13043750459522224,-0.04495922837548138,10,10,1.4833452158211382,1.4226051123740373,4.941966431437385,
7,0,OK,0.9934588903983218,2.1836405116434716,-3.7611359502069686,15,15,2.309106139491898,2.40892755418275,4.414109674044623,
