scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
dist_1_2m,distance,aruco,true,valid,aruco/gray,aruco/gray,48,48,0.715240,1.524,8.825,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_1_2m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_1_2m_camera_2_aruco_gray.png
dist_1_4m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.888776,18.878,13.144,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_1_4m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_1_4m_camera_2_aruco_gray.png
dist_1_6m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.888776,18.878,13.144,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_1_6m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_1_6m_camera_2_aruco_gray.png
dist_1_8m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,60,2.340087,164.009,13.938,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_1_8m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_1_8m_camera_2_aruco_gray.png
dist_2_0m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.888776,18.878,13.144,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_0m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_0m_camera_2_aruco_gray.png
dist_2_2m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,48,40,2.774033,207.403,14.919,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_2m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_2m_camera_2_aruco_gray.png
dist_2_4m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.888776,18.878,13.144,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_4m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_4m_camera_2_aruco_gray.png
dist_2_6m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,12,2.937334,223.733,4.643,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_6m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_6m_camera_2_aruco_gray.png
dist_2_8m,distance,aruco,true,pose_outlier,aruco/gray,aruco/gray,64,64,0.888776,18.878,13.144,,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_8m_camera_1_aruco_gray.png,results/aruco/target_aruco_6x4_marker0_15_sep0_06/res320x240/distance/debug_images/dist_2_8m_camera_2_aruco_gray.png
