camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.103836602822992
cam_edge_0,cam_edge_3,3.8381554115883865
cam_edge_0,cam_edge_5,5.498763329454711
cam_edge_1,cam_edge_3,2.210088247388691
cam_edge_1,cam_edge_5,9.850388618558977
cam_edge_3,cam_edge_5,9.200723526997997
