camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/live_results/G2_floor_mid_yaw_0/G2_floor_mid_yaw_0_cand_03/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/live_results/G2_floor_mid_yaw_0/G2_floor_mid_yaw_0_cand_03/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",6,6,24,0.984230,-0.00207257,-0.00563054,2.00958783,-1.95413730,1.00706538,1.70518002,results/beintelli_bus_model/station_anchor_search/live_results/G2_floor_mid_yaw_0/G2_floor_mid_yaw_0_cand_03/debug_images/moving_calib_camera_aruco_board_pose.png
