initialized_type,initialized_id,from_type,from_id,observed_marker_id,observer_id,frame_id,edge_quality,path_bottleneck,pnp_reprojection_rmse_px,area_px2,distance_m
observer,moving_frame_000062,marker,14,14,moving_frame_000062,62,36.94721645728383,36.94721645728383,0.07156515978440425,4105.5,2.2810156632131204
observer,moving_frame_000059,marker,14,14,moving_frame_000059,59,33.17631554670533,33.17631554670533,0.18003486871850236,4910.0,2.3006249448794653
observer,moving_frame_000064,marker,14,14,moving_frame_000064,64,32.02137721230532,32.02137721230532,0.1369099596900239,3890.0,2.2707289863320863
observer,moving_frame_000067,marker,14,14,moving_frame_000067,67,31.379494868705407,31.379494868705407,0.16012670710930038,5558.0,2.120864115847762
observer,moving_frame_000065,marker,14,14,moving_frame_000065,65,30.907409163729668,30.907409163729668,0.1993383543932655,4396.0,2.2241577710712646
observer,moving_frame_000061,marker,14,14,moving_frame_000061,61,29.677513184122855,29.677513184122855,0.20760815771819116,4294.0,2.292465847360293
observer,moving_frame_000063,marker,14,14,moving_frame_000063,63,29.241858566326236,29.241858566326236,0.19712401144565742,3984.0,2.2685733091170657
observer,moving_frame_000259,marker,14,14,moving_frame_000259,259,28.019557474420093,28.019557474420093,0.13290738646801564,3218.5,2.488589910266065
observer,moving_frame_000060,marker,14,14,moving_frame_000060,60,25.52277818697172,25.52277818697172,0.32065605856698337,4551.0,2.2966352749623375
observer,moving_frame_000314,marker,14,14,moving_frame_000314,314,24.996255454172697,24.996255454172697,0.23896596840147039,3549.0,2.4105635248007506
observer,moving_frame_000313,marker,14,14,moving_frame_000313,313,24.390070669677502,24.390070669677502,0.273543207942394,3729.0,2.382931344861149
observer,moving_frame_000316,marker,14,14,moving_frame_000316,316,24.242580174758675,24.242580174758675,0.2594716411657966,3621.5,2.4489348732443124
observer,moving_frame_000256,marker,14,14,moving_frame_000256,256,23.452546978455135,23.452546978455135,0.201890830871852,2982.0,2.598169749602283
observer,moving_frame_000257,marker,14,14,moving_frame_000257,257,21.488012858329075,21.488012858329075,0.25572002003076394,2950.5,2.5699923784246868
marker,19,observer,moving_frame_000059,19,moving_frame_000059,59,82.26332931466372,33.17631554670533,0.19460343137865,17827.0,1.2935126159851391
observer,moving_frame_000056,marker,19,19,moving_frame_000056,56,98.24252812076219,33.17631554670533,0.028398774210425328,14002.5,1.2970607587087586
observer,moving_frame_000058,marker,19,19,moving_frame_000058,58,95.4873221332477,33.17631554670533,0.08136489192965542,16073.0,1.2891885946532604
observer,moving_frame_000050,marker,19,19,moving_frame_000050,50,87.66009362079782,33.17631554670533,0.11896033075736431,15691.0,1.3025307987655264
observer,moving_frame_000057,marker,19,19,moving_frame_000057,57,80.15281267020622,33.17631554670533,0.15709120242252264,14881.5,1.2922269925293002
observer,moving_frame_000052,marker,19,19,moving_frame_000052,52,77.85727985453887,33.17631554670533,0.1503348643456057,13772.5,1.2975293723233778
observer,moving_frame_000055,marker,19,19,moving_frame_000055,55,76.48876242285773,33.17631554670533,0.1530046944511895,13430.0,1.2988423544258478
observer,moving_frame_000049,marker,19,19,moving_frame_000049,49,69.86700509337192,33.17631554670533,0.2879724057117209,17413.5,1.2963300294454339
observer,moving_frame_000051,marker,19,19,moving_frame_000051,51,65.95760763745629,33.17631554670533,0.26422490049916947,14461.5,1.3013262548678295
observer,moving_frame_000054,marker,19,19,moving_frame_000054,54,64.85003034891517,33.17631554670533,0.24612983820490214,13217.0,1.303344855005427
observer,moving_frame_000053,marker,19,19,moving_frame_000053,53,47.760663605876495,33.17631554670533,0.45760995722281467,13316.5,1.2932547523847633
observer,moving_frame_000289,marker,19,19,moving_frame_000289,289,42.207355967620856,33.17631554670533,0.07437932460103572,5109.0,2.1524300163954515
observer,moving_frame_000292,marker,19,19,moving_frame_000292,292,42.157496511302774,33.17631554670533,0.1578040241109562,6862.0,2.1486262116035126
observer,moving_frame_000324,marker,19,19,moving_frame_000324,324,38.446932053614354,33.17631554670533,0.08986796017953502,4953.0,2.3749223027616058
