marker_id,segment,corner_a,corner_b,length_colmap_units,length_metric_m,scale_m_per_colmap_unit,used_for_scale,scale_abs_dev_from_median
0,side_01,0,1,0.24362312544211978,0.17,0.6977991095528769,yes,0.012752339642841615
0,side_12,1,2,0.2463272255964319,0.17,0.6901388979167007,yes,0.005092128006665364
0,side_23,2,3,0.24457156426334034,0.17,0.6950930722958208,yes,0.010046302385785522
0,side_30,3,0,0.24614622012451945,0.17,0.6906463967393085,yes,0.005599626829273174
0,diag_02,0,2,0.3465944289044348,0.2404163056034262,0.6936531160162279,yes,0.008606346106192597
0,diag_13,1,3,0.3468408601651469,0.2404163056034262,0.6931602738182373,yes,0.00811350390820198
1,side_01,0,1,0.25199913373945504,0.17,0.6746054935877878,yes,0.010441276322247561
1,side_12,1,2,0.25118473643307276,0.17,0.6767927160466451,yes,0.008254053863390176
1,side_23,2,3,0.25273905231379296,0.17,0.6726305192793605,yes,0.012416250630674863
1,side_30,3,0,0.2517708065984615,0.17,0.6752172831186332,yes,0.009829486791402164
1,diag_02,0,2,0.3573486942266473,0.2404163056034262,0.672777904292391,yes,0.012268865617644287
1,diag_13,1,3,0.35519556865303087,0.2404163056034262,0.6768561514298462,yes,0.008190618480189094
2,side_01,0,1,0.24858856810984903,0.17,0.683860892287205,yes,0.0011858776228302892
2,side_12,1,2,0.24839117001611694,0.17,0.6844043610284919,yes,0.0006424088815434326
2,side_23,2,3,0.24790278298303917,0.17,0.6857526888337956,yes,0.0007059189237602626
2,side_30,3,0,0.24875440955481723,0.17,0.683404970807312,yes,0.0016417991027233292
2,diag_02,0,2,0.350656069064297,0.2404163056034262,0.6856185499511288,yes,0.0005717800410934837
2,diag_13,1,3,0.3519423066824471,0.2404163056034262,0.6831128313890114,yes,0.0019339385210239701
3,side_01,0,1,0.24630468233402825,0.17,0.6902020635135674,yes,0.005155293603532063
3,side_12,1,2,0.24671901448455724,0.17,0.6890429598835834,yes,0.003996189973548114
3,side_23,2,3,0.24632664443639263,0.17,0.690140526165849,yes,0.005093756255813653
3,side_30,3,0,0.24560940138439669,0.17,0.6921559152124538,yes,0.0071091453024184625
3,diag_02,0,2,0.35108196694173827,0.2404163056034262,0.6847868254176753,yes,0.00025994449235999806
3,diag_13,1,3,0.34536543498027217,0.2404163056034262,0.6961215027704182,yes,0.011074732860382852
4,side_01,0,1,0.25035705405751923,0.17,0.6790301980504321,yes,0.006016571859603248
4,side_12,1,2,0.24734144084647533,0.17,0.6873090066032198,yes,0.002262236693184483
4,side_23,2,3,0.24957359664795864,0.17,0.6811617986969877,yes,0.00388497121304765
4,side_30,3,0,0.24702974616314477,0.17,0.6881762323786208,yes,0.0031294624685854755
4,diag_02,0,2,0.35177418184752784,0.2404163056034262,0.683439314223554,yes,0.0016074556864813516
4,diag_13,1,3,0.3513137041643361,0.2404163056034262,0.6843351191645095,yes,0.0007116507455258159
5,side_01,0,1,0.2439580052057695,0.17,0.6968412446913204,yes,0.011794474781285036
