marker_id,segment,corner_a,corner_b,length_colmap_units,length_metric_m,scale_m_per_colmap_unit,used_for_scale,scale_abs_dev_from_median
10,side_30,3,0,0.24665359846214555,0.17,0.6892257038207787,yes,8.122355325879127e-06
10,diag_02,0,2,0.35215676619529535,0.2404163056034262,0.6826968233519577,yes,0.006537002824146931
10,diag_13,1,3,0.34687303835046635,0.2404163056034262,0.6930959717904607,yes,0.0038621456143560495
11,side_01,0,1,0.24991008676761586,0.17,0.6802446519818869,yes,0.008989174194217742
11,side_12,1,2,0.2519782910097219,0.17,0.6746612945058866,yes,0.014572531670217992
11,side_23,2,3,0.249400696349889,0.17,0.6816340230321721,yes,0.007599803143932493
11,side_30,3,0,0.2518188050369039,0.17,0.6750885819471926,yes,0.014145244228912057
11,diag_02,0,2,0.3564073211541258,0.2404163056034262,0.6745549020286816,yes,0.014678924147423
11,diag_13,1,3,0.3528951454481544,0.2404163056034262,0.6812683844038511,yes,0.007965441772253556
12,side_01,0,1,0.24984923944340445,0.17,0.6804103161519057,yes,0.0088235100241989
12,side_12,1,2,0.24751470081582105,0.17,0.6868278911905893,yes,0.0024059349855153345
12,side_23,2,3,0.2495120708307342,0.17,0.6813297626603638,yes,0.0079040635157408
12,side_30,3,0,0.2473160540508396,0.17,0.6873795583244019,yes,0.001854267851702729
12,diag_02,0,2,0.35173508276153426,0.2404163056034262,0.6835152857539126,yes,0.005718540422191998
12,diag_13,1,3,0.35127160259801654,0.2404163056034262,0.6844171399717459,yes,0.004816686204358711
13,side_01,0,1,0.24808965610504086,0.17,0.68523614675826,yes,0.0039976794178446795
13,side_12,1,2,0.25189510723561476,0.17,0.6748840891180445,yes,0.014349737058060086
13,side_23,2,3,0.24859197082335036,0.17,0.6838515316361611,yes,0.005382294539943544
13,side_30,3,0,0.2505224798753686,0.17,0.6785818186239121,yes,0.010652007552192533
13,diag_02,0,2,0.3535263787894021,0.2404163056034262,0.6800519565942877,yes,0.009181869581816882
13,diag_13,1,3,0.3529532831322082,0.2404163056034262,0.6811561673825591,yes,0.008077658793545495
14,side_01,0,1,0.2470553578859308,0.17,0.6881048905585427,yes,0.001128935617561888
14,side_12,1,2,0.24558791515842598,0.17,0.6922164711986538,yes,0.0029826450225491907
14,side_23,2,3,0.24786794157382575,0.17,0.6858490812510608,yes,0.0033847449250438144
14,side_30,3,0,0.24477352344287118,0.17,0.6945195608122098,yes,0.005285734636105155
14,diag_02,0,2,0.3480958310318394,0.2404163056034262,0.6906612609831456,yes,0.0014274348070409948
14,diag_13,1,3,0.34861131500761433,0.2404163056034262,0.6896399951853974,yes,0.00040616900929280053
