marker_id,segment,corner_a,corner_b,length_colmap_units,length_metric_m,scale_m_per_colmap_unit,used_for_scale,scale_abs_dev_from_median
0,side_01,0,1,0.24202251900822827,0.17,0.7024139765862877,yes,0.013180150410183056
0,side_12,1,2,0.244672025697746,0.17,0.6948076696353036,yes,0.005573843459198979
0,side_23,2,3,0.24297533818772143,0.17,0.6996594850653481,yes,0.010425658889243516
0,side_30,3,0,0.24449618856783534,0.17,0.695307362441086,yes,0.006073536264981416
0,diag_02,0,2,0.3443052798610733,0.2404163056034262,0.6982649400567829,yes,0.009031113880678232
0,diag_13,1,3,0.34453189540769363,0.2404163056034262,0.6978056569158431,yes,0.00857183073973844
1,side_01,0,1,0.24951841750364942,0.17,0.6813124325682838,yes,0.007921393607820848
1,side_12,1,2,0.24892439510966735,0.17,0.6829382870453656,yes,0.006295539130738992
1,side_23,2,3,0.25029039779793055,0.17,0.6792110344450681,yes,0.010022791731036484
1,side_30,3,0,0.24917701491993263,0.17,0.6822459128287801,yes,0.006987913347324515
1,diag_02,0,2,0.3537773435838477,0.2404163056034262,0.6795695370651847,yes,0.009664289110919877
1,diag_13,1,3,0.35184893692687663,0.2404163056034262,0.6832941082706496,yes,0.005939717905455
2,side_01,0,1,0.2468262185811655,0.17,0.6887436876731059,yes,0.0004901385029987271
2,side_12,1,2,0.24664778509523316,0.17,0.6892419485314304,yes,8.122355325768105e-06
2,side_23,2,3,0.24613991137435942,0.17,0.6906640985233938,yes,0.0014302723472892076
2,side_30,3,0,0.24702547976891662,0.17,0.688188117918155,yes,0.0010457082579495847
2,diag_02,0,2,0.34813286626230283,0.2404163056034262,0.6905877867396842,yes,0.0013539605635796148
2,diag_13,1,3,0.3495172214036867,0.2404163056034262,0.6878525316660986,yes,0.0013812945100060148
3,side_01,0,1,0.24476930629586174,0.17,0.6945315267369132,yes,0.0052977005608085825
3,side_12,1,2,0.24520561681904296,0.17,0.6932957009930844,yes,0.004061874816979727
3,side_23,2,3,0.2447952663552271,0.17,0.6944578730264733,yes,0.005224046850368702
3,side_30,3,0,0.2441033477687527,0.17,0.6964263356234127,yes,0.007192509447308093
3,diag_02,0,2,0.34897182465953913,0.2404163056034262,0.6889275540739688,yes,0.00030627210213585165
3,diag_13,1,3,0.3431711310507569,0.2404163056034262,0.7005726410240123,yes,0.011338814847907663
4,side_01,0,1,0.24877663658407734,0.17,0.6833439117686049,yes,0.005889914407499752
4,side_12,1,2,0.24581149777524952,0.17,0.6915868522774898,yes,0.002353026101385214
4,side_23,2,3,0.24799865153665335,0.17,0.6854875982052451,yes,0.0037462279708595503
4,side_30,3,0,0.24549801312987335,0.17,0.6924699627204992,yes,0.0032361365443945855
4,diag_02,0,2,0.34953164116235547,0.2404163056034262,0.6878241546428531,yes,0.0014096715332515553
4,diag_13,1,3,0.34915988701228773,0.2404163056034262,0.688556488148266,yes,0.0006773380278386476
5,side_01,0,1,0.24233962856545052,0.17,0.701494844265996,yes,0.012261018089891329
5,side_12,1,2,0.2441625702707447,0.17,0.6962574149325673,yes,0.007023588756462695
5,side_23,2,3,0.2423189013349093,0.17,0.701554848026662,yes,0.01232102185055739
5,side_30,3,0,0.24532747782264977,0.17,0.692951321673372,yes,0.003717495497267409
5,diag_02,0,2,0.34274523815133395,0.2404163056034262,0.7014431678180574,yes,0.012209341641952753
5,diag_13,1,3,0.3460781179652813,0.2404163056034262,0.6946879710769371,yes,0.005454144900832514
6,side_01,0,1,0.24451177681696185,0.17,0.695263034824125,yes,0.006029208648020368
6,side_12,1,2,0.24656829513151016,0.17,0.6894641499197148,yes,0.0002303237436102057
6,side_23,2,3,0.2444561231419225,0.17,0.6954213206649934,yes,0.006187494488888778
6,side_30,3,0,0.24654578267193195,0.17,0.6895271059096226,yes,0.00029327973351800374
6,diag_02,0,2,0.3479488281907358,0.2404163056034262,0.6909530543716523,yes,0.0017192281955477062
6,diag_13,1,3,0.3464706769847252,0.2404163056034262,0.6939008740818358,yes,0.0046670479057311365
7,side_01,0,1,0.24611352432358438,0.17,0.6907381480445908,yes,0.001504321868486147
7,side_12,1,2,0.24486292321866027,0.17,0.6942659908057686,yes,0.005032164629663938
7,side_23,2,3,0.2468983519350254,0.17,0.68854246562463,yes,0.0006913605514746735
7,side_30,3,0,0.24397048506510174,0.17,0.696805599065136,yes,0.007571772889031325
7,diag_02,0,2,0.3472225569307816,0.2404163056034262,0.6923982926931586,yes,0.003164466517053932
7,diag_13,1,3,0.3470449347338328,0.2404163056034262,0.6927526713156446,yes,0.003518845139539928
8,side_01,0,1,0.2428798738863003,0.17,0.6999344872831347,yes,0.010700661107030052
8,side_12,1,2,0.2437788651441678,0.17,0.6973533160861345,yes,0.008119489910029865
8,side_23,2,3,0.2408987502613624,0.17,0.7056906680319388,yes,0.01645684185583418
8,side_30,3,0,0.24519920447317098,0.17,0.6933138317689809,yes,0.004080005592876246
8,diag_02,0,2,0.34240372200419505,0.2404163056034262,0.702142792713219,yes,0.012908966537114375
8,diag_13,1,3,0.34536079386291346,0.2404163056034262,0.6961308575716801,yes,0.006897031395575515
9,side_01,0,1,0.24686747096646725,0.17,0.6886285962847314,yes,0.0006052298913732379
9,side_12,1,2,0.2479100566277527,0.17,0.6857325689504484,yes,0.003501257225656196
9,side_23,2,3,0.24532849630076334,0.17,0.692948444894826,yes,0.003714618718721363
9,side_30,3,0,0.24800152315237706,0.17,0.6854796609275203,yes,0.003754165248584296
9,diag_02,0,2,0.3494076440116922,0.2404163056034262,0.6880682484307102,yes,0.001165577745394386
9,diag_13,1,3,0.34921114154738764,0.2404163056034262,0.6884554271038398,yes,0.000778399072264846
10,side_01,0,1,0.2483028757203019,0.17,0.6846477291366319,yes,0.00458609703947277
10,side_12,1,2,0.24667064527400065,0.17,0.689178073098908,yes,5.57530771966297e-05
10,side_23,2,3,0.24698597675783618,0.17,0.6882981869318068,yes,0.0009356392442978478
