camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/live_results/G1_floor_mid_yaw_pi/G1_floor_mid_yaw_pi_cand_02/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/station_anchor_search/live_results/G1_floor_mid_yaw_pi/G1_floor_mid_yaw_pi_cand_02/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",6,6,24,0.991253,-0.00213447,-0.00529203,2.01344683,-1.96577840,0.99881007,1.68987129,results/beintelli_bus_model/station_anchor_search/live_results/G1_floor_mid_yaw_pi/G1_floor_mid_yaw_pi_cand_02/debug_images/moving_calib_camera_aruco_board_pose.png
