station_name,group,target_static_camera,candidate_name,board_pose,moving_pose,radius,angle_deg,reason
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_038,4.27 0.93 1.55 0 0.3 1.57079633,4.612020 -0.009693 1.850000 0.000000 0.291457 1.919862,1.0,-70,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_039,4.27 0.93 1.55 0 0.3 1.57079633,5.036044 0.287212 1.550000 0.000000 0.000000 2.443461,1.0,-40,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_040,4.27 0.93 1.55 0 0.3 1.57079633,5.036044 0.287212 1.700000 0.000000 0.148890 2.443461,1.0,-40,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_041,4.27 0.93 1.55 0 0.3 1.57079633,5.036044 0.287212 1.850000 0.000000 0.291457 2.443461,1.0,-40,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_042,4.27 0.93 1.55 0 0.3 1.57079633,5.254808 0.756352 1.550000 0.000000 0.000000 2.967060,1.0,-10,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_043,4.27 0.93 1.55 0 0.3 1.57079633,5.254808 0.756352 1.700000 0.000000 0.148890 2.967060,1.0,-10,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_044,4.27 0.93 1.55 0 0.3 1.57079633,5.254808 0.756352 1.850000 0.000000 0.291457 2.967060,1.0,-10,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_045,4.27 0.93 1.55 0 0.3 1.57079633,5.209693 1.272020 1.550000 0.000000 0.000000 -2.792527,1.0,20,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_046,4.27 0.93 1.55 0 0.3 1.57079633,5.209693 1.272020 1.700000 0.000000 0.148890 -2.792527,1.0,20,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_047,4.27 0.93 1.55 0 0.3 1.57079633,5.209693 1.272020 1.850000 0.000000 0.291457 -2.792527,1.0,20,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_048,4.27 0.93 1.55 0 0.3 1.57079633,4.912788 1.696044 1.550000 0.000000 0.000000 -2.268928,1.0,50,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_049,4.27 0.93 1.55 0 0.3 1.57079633,4.912788 1.696044 1.700000 0.000000 0.148890 -2.268928,1.0,50,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_050,4.27 0.93 1.55 0 0.3 1.57079633,4.912788 1.696044 1.850000 0.000000 0.291457 -2.268928,1.0,50,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_051,4.27 0.93 1.55 0 0.3 1.57079633,4.443648 1.914808 1.550000 0.000000 0.000000 -1.745329,1.0,80,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_052,4.27 0.93 1.55 0 0.3 1.57079633,4.443648 1.914808 1.700000 0.000000 0.148890 -1.745329,1.0,80,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_053,4.27 0.93 1.55 0 0.3 1.57079633,4.443648 1.914808 1.850000 0.000000 0.291457 -1.745329,1.0,80,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_054,4.27 0.93 1.55 0 0.3 1.57079633,3.142369 0.519576 1.550000 0.000000 0.000000 0.349066,1.2,-160,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_055,4.27 0.93 1.55 0 0.3 1.57079633,3.142369 0.519576 1.700000 0.000000 0.124355 0.349066,1.2,-160,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_056,4.27 0.93 1.55 0 0.3 1.57079633,3.142369 0.519576 1.850000 0.000000 0.244979 0.349066,1.2,-160,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_057,4.27 0.93 1.55 0 0.3 1.57079633,3.498655 0.010747 1.550000 0.000000 0.000000 0.872665,1.2,-130,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_058,4.27 0.93 1.55 0 0.3 1.57079633,3.498655 0.010747 1.700000 0.000000 0.124355 0.872665,1.2,-130,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_059,4.27 0.93 1.55 0 0.3 1.57079633,3.498655 0.010747 1.850000 0.000000 0.244979 0.872665,1.2,-130,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_060,4.27 0.93 1.55 0 0.3 1.57079633,4.061622 -0.251769 1.550000 0.000000 0.000000 1.396263,1.2,-100,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_061,4.27 0.93 1.55 0 0.3 1.57079633,4.061622 -0.251769 1.700000 0.000000 0.124355 1.396263,1.2,-100,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_062,4.27 0.93 1.55 0 0.3 1.57079633,4.061622 -0.251769 1.850000 0.000000 0.244979 1.396263,1.2,-100,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_063,4.27 0.93 1.55 0 0.3 1.57079633,4.680424 -0.197631 1.550000 0.000000 0.000000 1.919862,1.2,-70,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_064,4.27 0.93 1.55 0 0.3 1.57079633,4.680424 -0.197631 1.700000 0.000000 0.124355 1.919862,1.2,-70,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_065,4.27 0.93 1.55 0 0.3 1.57079633,4.680424 -0.197631 1.850000 0.000000 0.244979 1.919862,1.2,-70,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_066,4.27 0.93 1.55 0 0.3 1.57079633,5.189253 0.158655 1.550000 0.000000 0.000000 2.443461,1.2,-40,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_067,4.27 0.93 1.55 0 0.3 1.57079633,5.189253 0.158655 1.700000 0.000000 0.124355 2.443461,1.2,-40,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_068,4.27 0.93 1.55 0 0.3 1.57079633,5.189253 0.158655 1.850000 0.000000 0.244979 2.443461,1.2,-40,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_069,4.27 0.93 1.55 0 0.3 1.57079633,5.451769 0.721622 1.550000 0.000000 0.000000 2.967060,1.2,-10,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_070,4.27 0.93 1.55 0 0.3 1.57079633,5.451769 0.721622 1.700000 0.000000 0.124355 2.967060,1.2,-10,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_071,4.27 0.93 1.55 0 0.3 1.57079633,5.451769 0.721622 1.850000 0.000000 0.244979 2.967060,1.2,-10,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_072,4.27 0.93 1.55 0 0.3 1.57079633,5.397631 1.340424 1.550000 0.000000 0.000000 -2.792527,1.2,20,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_073,4.27 0.93 1.55 0 0.3 1.57079633,5.397631 1.340424 1.700000 0.000000 0.124355 -2.792527,1.2,20,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_074,4.27 0.93 1.55 0 0.3 1.57079633,5.397631 1.340424 1.850000 0.000000 0.244979 -2.792527,1.2,20,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_075,4.27 0.93 1.55 0 0.3 1.57079633,5.041345 1.849253 1.550000 0.000000 0.000000 -2.268928,1.2,50,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_076,4.27 0.93 1.55 0 0.3 1.57079633,5.041345 1.849253 1.700000 0.000000 0.124355 -2.268928,1.2,50,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_077,4.27 0.93 1.55 0 0.3 1.57079633,5.041345 1.849253 1.850000 0.000000 0.244979 -2.268928,1.2,50,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_078,4.27 0.93 1.55 0 0.3 1.57079633,4.478378 2.111769 1.550000 0.000000 0.000000 -1.745329,1.2,80,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_079,4.27 0.93 1.55 0 0.3 1.57079633,4.478378 2.111769 1.700000 0.000000 0.124355 -1.745329,1.2,80,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_080,4.27 0.93 1.55 0 0.3 1.57079633,4.478378 2.111769 1.850000 0.000000 0.244979 -1.745329,1.2,80,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_081,4.27 0.93 1.55 0 0.3 1.57079633,2.860461 0.416970 1.550000 0.000000 0.000000 0.349066,1.5,-160,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_082,4.27 0.93 1.55 0 0.3 1.57079633,2.860461 0.416970 1.700000 0.000000 0.099669 0.349066,1.5,-160,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_083,4.27 0.93 1.55 0 0.3 1.57079633,2.860461 0.416970 1.850000 0.000000 0.197396 0.349066,1.5,-160,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_084,4.27 0.93 1.55 0 0.3 1.57079633,3.305819 -0.219067 1.550000 0.000000 0.000000 0.872665,1.5,-130,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_085,4.27 0.93 1.55 0 0.3 1.57079633,3.305819 -0.219067 1.700000 0.000000 0.099669 0.872665,1.5,-130,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_086,4.27 0.93 1.55 0 0.3 1.57079633,3.305819 -0.219067 1.850000 0.000000 0.197396 0.872665,1.5,-130,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_087,4.27 0.93 1.55 0 0.3 1.57079633,4.009528 -0.547212 1.550000 0.000000 0.000000 1.396263,1.5,-100,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_088,4.27 0.93 1.55 0 0.3 1.57079633,4.009528 -0.547212 1.700000 0.000000 0.099669 1.396263,1.5,-100,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_089,4.27 0.93 1.55 0 0.3 1.57079633,4.009528 -0.547212 1.850000 0.000000 0.197396 1.396263,1.5,-100,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_090,4.27 0.93 1.55 0 0.3 1.57079633,4.783030 -0.479539 1.550000 0.000000 0.000000 1.919862,1.5,-70,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_091,4.27 0.93 1.55 0 0.3 1.57079633,4.783030 -0.479539 1.700000 0.000000 0.099669 1.919862,1.5,-70,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_092,4.27 0.93 1.55 0 0.3 1.57079633,4.783030 -0.479539 1.850000 0.000000 0.197396 1.919862,1.5,-70,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_093,4.27 0.93 1.55 0 0.3 1.57079633,5.419067 -0.034181 1.550000 0.000000 0.000000 2.443461,1.5,-40,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_094,4.27 0.93 1.55 0 0.3 1.57079633,5.419067 -0.034181 1.700000 0.000000 0.099669 2.443461,1.5,-40,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_095,4.27 0.93 1.55 0 0.3 1.57079633,5.419067 -0.034181 1.850000 0.000000 0.197396 2.443461,1.5,-40,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_096,4.27 0.93 1.55 0 0.3 1.57079633,5.747212 0.669528 1.550000 0.000000 0.000000 2.967060,1.5,-10,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_097,4.27 0.93 1.55 0 0.3 1.57079633,5.747212 0.669528 1.700000 0.000000 0.099669 2.967060,1.5,-10,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_098,4.27 0.93 1.55 0 0.3 1.57079633,5.747212 0.669528 1.850000 0.000000 0.197396 2.967060,1.5,-10,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_099,4.27 0.93 1.55 0 0.3 1.57079633,5.679539 1.443030 1.550000 0.000000 0.000000 -2.792527,1.5,20,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_100,4.27 0.93 1.55 0 0.3 1.57079633,5.679539 1.443030 1.700000 0.000000 0.099669 -2.792527,1.5,20,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_101,4.27 0.93 1.55 0 0.3 1.57079633,5.679539 1.443030 1.850000 0.000000 0.197396 -2.792527,1.5,20,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_102,4.27 0.93 1.55 0 0.3 1.57079633,5.234181 2.079067 1.550000 0.000000 0.000000 -2.268928,1.5,50,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_103,4.27 0.93 1.55 0 0.3 1.57079633,5.234181 2.079067 1.700000 0.000000 0.099669 -2.268928,1.5,50,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_104,4.27 0.93 1.55 0 0.3 1.57079633,5.234181 2.079067 1.850000 0.000000 0.197396 -2.268928,1.5,50,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_105,4.27 0.93 1.55 0 0.3 1.57079633,4.530472 2.407212 1.550000 0.000000 0.000000 -1.745329,1.5,80,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_106,4.27 0.93 1.55 0 0.3 1.57079633,4.530472 2.407212 1.700000 0.000000 0.099669 -1.745329,1.5,80,orbit_look_at_board
R3_rear_right_seat_angled,rear,rear_static_camera,R3_rear_right_seat_angled_orbit_107,4.27 0.93 1.55 0 0.3 1.57079633,4.530472 2.407212 1.850000 0.000000 0.197396 -1.745329,1.5,80,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_000,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-1.802215 -0.510586 1.800000 0.000000 0.251690 -2.792527,0.7,20,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_001,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-1.802215 -0.510586 2.000000 0.000000 0.497343 -2.792527,0.7,20,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_002,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-1.802215 -0.510586 2.200000 0.000000 0.691921 -2.792527,0.7,20,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_003,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-1.802215 -0.510586 2.350000 0.000000 0.806374 -2.792527,0.7,20,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_004,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.010049 -0.213769 1.800000 0.000000 0.251690 -2.268928,0.7,50,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_005,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.010049 -0.213769 2.000000 0.000000 0.497343 -2.268928,0.7,50,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_006,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.010049 -0.213769 2.200000 0.000000 0.691921 -2.268928,0.7,50,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_007,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.010049 -0.213769 2.350000 0.000000 0.806374 -2.268928,0.7,50,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_008,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.338446 -0.060635 1.800000 0.000000 0.251690 -1.745329,0.7,80,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_009,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.338446 -0.060635 2.000000 0.000000 0.497343 -1.745329,0.7,80,orbit_look_at_board
F4_front_right_table_or_box,front,front_static_camera,F4_front_right_table_or_box_orbit_010,-2.46 -0.75 1.62 1.57079633 1.57079633 0,-2.338446 -0.060635 2.200000 0.000000 0.691921 -1.745329,0.7,80,orbit_look_at_board
