approach,entity_type,entity_id,marker_id,translation_error_cm,rotation_error_deg,dX_cm,dY_cm,dZ_cm,est_ref14_x_m,est_ref14_y_m,est_ref14_z_m,gt_ref14_x_m,gt_ref14_y_m,gt_ref14_z_m,note
AP03_targetless_colmap_single_ref14_scale,camera,cam_edge_0,14,7.734166959663353,0.9221589704280234,1.803388998904476,-1.0460008617619199,7.447886201854326,0.6058418199890447,-1.7450152690457372,2.16180716166278,0.58780793,-1.734555260428118,2.087328299644237,variant=res_640x360; single Ref14 metric registration; min_area_px2=500; GT evaluation-only
AP03_targetless_colmap_single_ref14_scale,camera,cam_edge_1,14,11.6670080662287,0.8893885957287139,-10.68218524460689,2.7989520946729463,3.7650846987915543,-4.080989172446069,0.5030760205095427,2.1691935270853575,-3.97416732,0.47508649956281324,2.131542680097442,variant=res_640x360; single Ref14 metric registration; min_area_px2=500; GT evaluation-only
AP03_targetless_colmap_single_ref14_scale,camera,cam_edge_3,14,8.894560367928534,0.9003871392847327,-6.689280139332521,-2.39961619543525,5.348698670785312,-3.2942486313933252,-1.5872104223756782,2.107697886387233,-3.22735583,-1.5632142604213257,2.0542108996793798,variant=res_640x360; single Ref14 metric registration; min_area_px2=500; GT evaluation-only
AP03_targetless_colmap_single_ref14_scale,camera,cam_edge_5,14,135.26066317678695,8.735600649040258,-107.61739792590576,-78.58885065582601,-23.18911855327248,4.782684890740942,-0.4374689669969275,1.9068703845387374,5.85885887,0.34841953956133265,2.138761570071462,variant=res_640x360; single Ref14 metric registration; min_area_px2=500; GT evaluation-only
