frame_id,selected,selection_reasons,marker_ids,marker_count,selection_score,score_area,score_reprojection,score_border,score_distance,tie_breaker
moving_frame_000000,True,legacy_quality_valid_graph,"0,9,10,11,12,13,16,17",8,145.27873661305355,,,,,legacy input order
moving_frame_000001,True,legacy_quality_valid_graph,"0,9,10,12,13,16",6,137.09011457019227,,,,,legacy input order
moving_frame_000002,True,legacy_quality_valid_graph,"0,9,10,12,13,16",6,98.1338970288098,,,,,legacy input order
moving_frame_000003,True,legacy_quality_valid_graph,"0,9,10,13,16",5,106.18237605494575,,,,,legacy input order
moving_frame_000004,True,legacy_quality_valid_graph,"0,9,10,11,13,16",6,155.13670906140416,,,,,legacy input order
moving_frame_000005,True,legacy_quality_valid_graph,"9,11,13,16",4,125.15779365619775,,,,,legacy input order
moving_frame_000006,True,legacy_quality_valid_graph,"0,9,10,11,13,16",6,170.09672504396562,,,,,legacy input order
moving_frame_000007,True,legacy_quality_valid_graph,"0,9,10,11,13,16",6,203.95840659453646,,,,,legacy input order
moving_frame_000008,True,legacy_quality_valid_graph,"0,9,10,11,16",5,126.68807812040482,,,,,legacy input order
moving_frame_000009,True,legacy_quality_valid_graph,"0,9,10,11,16,17",6,140.13186675128065,,,,,legacy input order
moving_frame_000010,True,legacy_quality_valid_graph,"0,9,10,11,16,17",6,144.04243640567353,,,,,legacy input order
moving_frame_000011,True,legacy_quality_valid_graph,"0,9,10,11,12,16,17",7,182.94790115182167,,,,,legacy input order
moving_frame_000012,True,legacy_quality_valid_graph,"10,12,16,17",4,108.52534246835954,,,,,legacy input order
moving_frame_000013,True,legacy_quality_valid_graph,"10,12,16,17",4,123.0096065255271,,,,,legacy input order
moving_frame_000014,True,legacy_quality_valid_graph,"10,12,17",3,93.44341179278439,,,,,legacy input order
moving_frame_000015,True,legacy_quality_valid_graph,"10,12,16,17",4,118.70123624688163,,,,,legacy input order
moving_frame_000016,True,legacy_quality_valid_graph,"10,16,17",3,52.532220508051886,,,,,legacy input order
moving_frame_000017,True,legacy_quality_valid_graph,"0,10,16,17",4,62.01311543178843,,,,,legacy input order
moving_frame_000018,True,legacy_quality_valid_graph,"0,10,16,17",4,73.07603032803559,,,,,legacy input order
moving_frame_000019,True,legacy_quality_valid_graph,"0,10,16,17",4,67.64607539335367,,,,,legacy input order
moving_frame_000020,True,legacy_quality_valid_graph,"0,10,16,17",4,81.01476310561505,,,,,legacy input order
moving_frame_000021,True,legacy_quality_valid_graph,"0,4,10,16,17",5,72.1997328861903,,,,,legacy input order
moving_frame_000022,True,legacy_quality_valid_graph,"0,16,17",3,38.02566050693228,,,,,legacy input order
moving_frame_000023,True,legacy_quality_valid_graph,"0,4,16,17",4,50.55867674178958,,,,,legacy input order
moving_frame_000024,True,legacy_quality_valid_graph,"0,4,16,17",4,50.34383563883999,,,,,legacy input order
moving_frame_000025,True,legacy_quality_valid_graph,"0,4,16",3,27.309369358393248,,,,,legacy input order
moving_frame_000026,True,legacy_quality_valid_graph,"0,4,16",3,31.119013911995967,,,,,legacy input order
moving_frame_000027,True,legacy_quality_valid_graph,"0,4,14,16,18",5,51.150865766137116,,,,,legacy input order
moving_frame_000028,True,legacy_quality_valid_graph,"0,4,14,16",4,49.140388451262,,,,,legacy input order
moving_frame_000029,True,legacy_quality_valid_graph,"0,4,14,16",4,44.56960715851396,,,,,legacy input order
moving_frame_000030,True,legacy_quality_valid_graph,"0,4,14,16",4,47.327041295454684,,,,,legacy input order
moving_frame_000031,True,legacy_quality_valid_graph,"0,16",2,27.726878581192008,,,,,legacy input order
moving_frame_000032,True,legacy_quality_valid_graph,"0,4",2,32.95185435392737,,,,,legacy input order
moving_frame_000033,True,legacy_quality_valid_graph,"0,3,4",3,43.751352057514694,,,,,legacy input order
moving_frame_000034,True,legacy_quality_valid_graph,"0,4",2,43.86799218779233,,,,,legacy input order
moving_frame_000035,True,legacy_quality_valid_graph,0,1,9.970308232629945,,,,,legacy input order
moving_frame_000036,True,legacy_quality_valid_graph,4,1,34.48601371990786,,,,,legacy input order
moving_frame_000037,True,legacy_quality_valid_graph,4,1,44.1511167850944,,,,,legacy input order
moving_frame_000038,True,legacy_quality_valid_graph,4,1,36.44891903531164,,,,,legacy input order
moving_frame_000039,True,legacy_quality_valid_graph,"0,4",2,48.945602740155465,,,,,legacy input order
moving_frame_000040,True,legacy_quality_valid_graph,"0,3,4,19",4,81.25584107903792,,,,,legacy input order
moving_frame_000041,True,legacy_quality_valid_graph,"0,3,4",3,90.09377014925624,,,,,legacy input order
moving_frame_000042,True,legacy_quality_valid_graph,"0,3,4,19",4,103.83142409345746,,,,,legacy input order
moving_frame_000043,True,legacy_quality_valid_graph,"0,19",2,29.05934301277302,,,,,legacy input order
moving_frame_000044,True,legacy_quality_valid_graph,"0,3,14,19",4,66.04177264094484,,,,,legacy input order
moving_frame_000045,True,legacy_quality_valid_graph,"0,3,14",3,66.61478268103811,,,,,legacy input order
moving_frame_000046,True,legacy_quality_valid_graph,"3,14",2,53.16969979962269,,,,,legacy input order
moving_frame_000047,True,legacy_quality_valid_graph,"3,14",2,43.9625934990258,,,,,legacy input order
moving_frame_000048,True,legacy_quality_valid_graph,"3,14",2,47.266577215420085,,,,,legacy input order
moving_frame_000049,True,legacy_quality_valid_graph,"3,14",2,49.80528042929863,,,,,legacy input order
moving_frame_000050,True,legacy_quality_valid_graph,14,1,29.35440935546069,,,,,legacy input order
moving_frame_000051,True,legacy_quality_valid_graph,"3,14,16",3,67.41549846374,,,,,legacy input order
moving_frame_000052,True,legacy_quality_valid_graph,"3,14,16",3,82.45303930107289,,,,,legacy input order
moving_frame_000053,True,legacy_quality_valid_graph,"3,14,16",3,80.07067557144565,,,,,legacy input order
moving_frame_000054,True,legacy_quality_valid_graph,"0,16,19",3,54.99148237859149,,,,,legacy input order
moving_frame_000055,True,legacy_quality_valid_graph,"0,16,19",3,63.18895049704699,,,,,legacy input order
moving_frame_000056,True,legacy_quality_valid_graph,"0,16,19",3,70.47224654625506,,,,,legacy input order
moving_frame_000057,True,legacy_quality_valid_graph,"0,16,19",3,62.77074186303405,,,,,legacy input order
moving_frame_000058,True,legacy_quality_valid_graph,"0,16,18",3,86.39580048335577,,,,,legacy input order
moving_frame_000059,True,legacy_quality_valid_graph,"0,16,18",3,85.57752362287073,,,,,legacy input order
moving_frame_000060,True,legacy_quality_valid_graph,"0,16,18",3,79.04339191054264,,,,,legacy input order
moving_frame_000061,True,legacy_quality_valid_graph,"0,16,18",3,90.70485550786589,,,,,legacy input order
moving_frame_000062,True,legacy_quality_valid_graph,"0,16,18",3,95.13290368477885,,,,,legacy input order
moving_frame_000063,True,legacy_quality_valid_graph,"0,16",2,56.762111386661836,,,,,legacy input order
moving_frame_000064,True,legacy_quality_valid_graph,"0,16",2,61.289213623467376,,,,,legacy input order
