mode,root_camera,target_camera,root_marker,target_marker,root_frame,target_frame,quality,translation_deviation_m,rotation_deviation_deg,inlier,pose_support,x_m,y_m,z_m
relay,cam_edge_3,cam_edge_0,1,3,93,51,0.6624911585132606,0.11614694262036328,2.9303793239383515,True,True,2.1291428174746603,-1.2306085063230179,3.106492792948716
relay,cam_edge_3,cam_edge_0,1,3,93,52,0.6655716164561271,0.07259790525465361,2.8380180983812817,True,True,2.104559048386134,-1.2281425881960728,3.068771085719028
relay,cam_edge_3,cam_edge_0,1,3,93,120,0.6713975268502469,0.044324070589003985,2.015409016283283,True,True,2.0851686628828094,-1.198967072958551,3.053382830468581
relay,cam_edge_3,cam_edge_0,1,3,93,121,0.6619987357162843,0.06322050472299984,2.50330045130911,True,True,2.088027167567466,-1.2007176785757694,3.0742692730727974
relay,cam_edge_3,cam_edge_0,1,3,94,45,0.6690093644699817,0.10680345066449526,2.4991565562474647,True,True,2.114388126972554,-1.2601849035603694,3.089727835803877
relay,cam_edge_3,cam_edge_0,1,3,94,46,0.6767070051893411,0.05963667247898847,2.841800806972478,True,True,2.0892880148231345,-1.2411231265836717,3.0530778870053936
relay,cam_edge_3,cam_edge_0,1,3,94,47,0.6693935158193611,0.07972619504373406,2.947885166519805,True,True,2.0950568573153867,-1.238856732980437,3.0799721140945056
relay,cam_edge_3,cam_edge_0,1,3,94,48,0.6699056636667208,0.08687755812260135,3.2161723803837377,True,True,2.0931972839424393,-1.2500859032959835,3.0832531781352372
relay,cam_edge_3,cam_edge_0,1,3,94,51,0.6615239221645347,0.11496213163591076,3.084581155084774,True,True,2.119863750879535,-1.2455860296008063,3.1061176016015177
relay,cam_edge_3,cam_edge_0,1,3,94,52,0.664599882642258,0.07343948271340682,3.0529524451842542,True,True,2.0953337163657437,-1.2429180090726275,3.06837467213993
relay,cam_edge_3,cam_edge_0,1,3,94,120,0.6704172872137337,0.040029831063961144,2.1193775709907747,True,True,2.076035306257756,-1.2136370184607888,3.053071368735482
relay,cam_edge_3,cam_edge_0,1,3,94,121,0.66103221830429,0.06017543718503546,2.639938639978488,True,True,2.0788631424180717,-1.215472744569476,3.0739546780044353
relay,cam_edge_3,cam_edge_0,1,3,96,45,0.6766136763927566,0.10893164548596004,3.0392800411191825,True,True,2.1401693912439237,-1.2443975819930073,3.07749152853492
relay,cam_edge_3,cam_edge_0,1,3,96,46,0.6843988125407425,0.06491669558701663,3.4491723665152043,True,True,2.115033684354037,-1.225181562453002,3.0409466718442975
relay,cam_edge_3,cam_edge_0,1,3,96,47,0.6770021942081996,0.08197342857561034,3.531587529355135,True,True,2.120549640562707,-1.223250151506235,3.067919981119294
relay,cam_edge_3,cam_edge_0,1,3,96,48,0.6775201633970662,0.08597576168118673,3.720962283491068,True,True,2.118858797275867,-1.2345610280620356,3.0710058814519523
relay,cam_edge_3,cam_edge_0,1,3,96,51,0.669043150617341,0.11832600347509499,3.6677589111383844,True,True,2.1452618010507036,-1.2299728519499538,3.0941567175978824
relay,cam_edge_3,cam_edge_0,1,3,96,52,0.6721540740779117,0.07700937280619481,3.6360048899530573,True,True,2.1209884209736227,-1.227118633242583,3.056261782496564
relay,cam_edge_3,cam_edge_0,1,3,96,120,0.6780376023261129,0.04924213145758089,2.7651188399651696,True,True,2.101307749746839,-1.1979306162133099,3.0412708858937134
relay,cam_edge_3,cam_edge_0,1,3,96,121,0.6685458577926879,0.06340717945116667,3.2428183035094333,True,True,2.1040017445232335,-1.2000538285531959,3.062144637718025
relay,cam_edge_3,cam_edge_0,1,3,97,45,0.6754582066122412,0.11112677047487135,2.9383601476168963,True,True,2.1320547542557486,-1.2448463504996419,3.0906318191886806
relay,cam_edge_3,cam_edge_0,1,3,97,46,0.6832300478921657,0.06431713211800745,3.2869474072862994,True,True,2.1070943318824744,-1.225692562990579,3.053934469729085
relay,cam_edge_3,cam_edge_0,1,3,97,47,0.6758460609462759,0.0851232312510363,3.407348381767021,True,True,2.1126111806147767,-1.2236111733271948,3.080896437971776
relay,cam_edge_3,cam_edge_0,1,3,97,48,0.6763631455864467,0.08961946710562775,3.631871897275993,True,True,2.110827597292167,-1.2348855183900969,3.084062766173058
relay,cam_edge_3,cam_edge_0,1,3,97,51,0.6679006092094868,0.12174302040951779,3.5670225819906873,True,True,2.137254272852684,-1.2303432961879355,3.107195647941456
relay,cam_edge_3,cam_edge_0,1,3,97,52,0.6710062200697162,0.07844934664887501,3.5029461771629378,True,True,2.1130250391569785,-1.2275670340199287,3.069266684680875
relay,cam_edge_3,cam_edge_0,1,3,97,120,0.6768797008723354,0.050479644888088857,2.6238034310342577,True,True,2.0935882452712344,-1.1983303303239103,3.054054112924935
relay,cam_edge_3,cam_edge_0,1,3,97,121,0.6674041656239948,0.06810420075379514,3.1288414418550703,True,True,2.0962538311041836,-1.2003245866064023,3.074944224168425
relay,cam_edge_3,cam_edge_0,1,3,98,45,0.6721266346508742,0.11644946828575667,4.170867534825741,True,True,2.1477121162890747,-1.2458876260267204,3.079772829270718
relay,cam_edge_3,cam_edge_0,1,3,98,46,0.6798601427693345,0.07310365192044715,4.607601433794088,True,True,2.12308239524054,-1.2261458689723388,3.0431637376699774
relay,cam_edge_3,cam_edge_0,1,3,98,47,0.6725125759655516,0.08959380071840153,4.681567832583402,True,True,2.12821625758348,-1.2246095733070352,3.0702376880182065
relay,cam_edge_3,cam_edge_0,1,3,98,48,0.6730271101819182,0.09324949693105226,4.86002850253871,True,True,2.1264890383740527,-1.2359653509345228,3.0731326299212425
relay,cam_edge_3,cam_edge_0,1,3,98,51,0.6646063136915117,0.12576267466842792,4.785237963779058,True,True,2.152560131565182,-1.2317077612282237,3.0967186896247525
relay,cam_edge_3,cam_edge_0,1,3,98,52,0.6676966067038512,0.08492558538895496,4.790048606504816,True,True,2.128821772018085,-1.2283057987907946,3.0585311708690632
relay,cam_edge_3,cam_edge_0,1,3,98,120,0.6735411176549443,0.05736536819502929,3.8606941484756634,True,True,2.109336462775821,-1.198908261334272,3.043695280123274
relay,cam_edge_3,cam_edge_0,1,3,98,121,0.6641123187216611,0.07072520551252233,4.354411875255022,True,True,2.111737154115949,-1.2013374912031458,3.0645714549896628
relay,cam_edge_3,cam_edge_0,1,3,109,45,0.6671272437053167,0.14082576775166825,2.2693145704160584,True,True,2.1328912107760547,-1.2225801638395075,3.1364794405878333
relay,cam_edge_3,cam_edge_0,1,3,109,46,0.6748032286897848,0.09483100586372582,2.1801179882190187,True,True,2.1076095472602048,-1.2043564873241173,3.099529192652425
relay,cam_edge_3,cam_edge_0,1,3,109,47,0.6675103143235886,0.12108373566061398,2.485014377850106,True,True,2.113384609688357,-1.201576983042905,3.1263739043157606
relay,cam_edge_3,cam_edge_0,1,3,109,48,0.6680210213479205,0.12371126727648293,2.7301774027592534,True,True,2.1116160551286836,-1.2127615055649477,3.1298518823300228
relay,cam_edge_3,cam_edge_0,1,3,109,51,0.6596628601580038,0.15615806241452387,2.84208438460528,True,True,2.1382669652846102,-1.2076556720478682,3.152606895724477
relay,cam_edge_3,cam_edge_0,1,3,109,52,0.6627301670511977,0.11111458405102176,2.4890419095594245,True,True,2.113682872213025,-1.205837341263149,3.1148486424262383
relay,cam_edge_3,cam_edge_0,1,3,109,120,0.6685312055469174,0.09207264005750768,2.173924328458256,True,True,2.0941418120375745,-1.1769791528633873,3.0990578834673226
relay,cam_edge_3,cam_edge_0,1,3,109,121,0.6591725396058181,0.11140840708701602,2.5084400285149613,True,True,2.097002711111009,-1.178428711990188,3.119967048647884
relay,cam_edge_3,cam_edge_0,1,4,86,37,0.737200932349876,0.1290327699504303,3.7209037105751093,True,True,2.04747051391969,-1.1199229925124432,2.9212628873103856
relay,cam_edge_3,cam_edge_0,1,4,86,128,0.7291097994664063,0.19530376308461067,4.097907211645751,True,True,2.0055349203910136,-1.0931977898017429,2.86654762357885
relay,cam_edge_3,cam_edge_0,1,4,86,129,0.736265033777307,0.2206349664581823,4.350794984173896,True,True,1.9857616620936325,-1.0960466962533408,2.840254266366435
relay,cam_edge_3,cam_edge_0,1,4,86,130,0.7355908543799455,0.20408112255495084,4.029110029495626,True,True,1.9869433635231442,-1.1118041800338152,2.850980493465965
relay,cam_edge_3,cam_edge_0,1,4,86,131,0.7352767167092412,0.19045169403551637,3.713440989770203,True,True,1.9976891759072335,-1.1201578044960883,2.8586061224991677
relay,cam_edge_3,cam_edge_0,1,4,86,132,0.7365685375248043,0.17916968612455217,3.435070552371623,True,True,2.008003961465079,-1.1248376083680025,2.8658683546953467
relay,cam_edge_3,cam_edge_0,1,4,86,133,0.7439240941128248,0.19618970628686977,4.038028326149591,True,True,2.0084712641426545,-1.0937645680558339,2.8640367361324177
relay,cam_edge_3,cam_edge_0,1,4,86,134,0.7396842118264959,0.2054989818053108,3.969097255986784,True,True,1.9898156941883367,-1.1171350585811277,2.8453181084055195
relay,cam_edge_3,cam_edge_0,1,4,90,37,0.7427522573520942,0.1225258080415993,3.1033790344696612,True,True,2.0356152554924645,-1.0982737268613763,2.960599858995005
relay,cam_edge_3,cam_edge_0,1,4,90,128,0.734600196021167,0.18517396409067308,3.4366965079811753,True,True,1.9942907320212488,-1.0721322927207688,2.905142670726116
relay,cam_edge_3,cam_edge_0,1,4,90,129,0.7418093112068519,0.20749330806736666,3.6089379791122944,True,True,1.9748407236177308,-1.0752602881476023,2.878640756401347
relay,cam_edge_3,cam_edge_0,1,4,90,130,0.7411300550539136,0.1901678456334346,3.2735480054386423,True,True,1.9759230155467895,-1.0909169376422432,2.8895239834932243
relay,cam_edge_3,cam_edge_0,1,4,90,131,0.7408135518404801,0.17541064905417214,2.9702036951864215,True,True,1.9865920402685362,-1.099179208466155,2.8973542156687015
relay,cam_edge_3,cam_edge_0,1,4,90,132,0.7421151004207233,0.16347957533077562,2.7180107310297617,True,True,1.996827506211214,-1.103771992838114,2.904782334576211
relay,cam_edge_3,cam_edge_0,1,4,90,133,0.74952604636516,0.18529657547339393,3.3714895187603546,True,True,1.9972581431224679,-1.07271607038304,2.9026725324742855
relay,cam_edge_3,cam_edge_0,1,4,90,134,0.7452542366035529,0.18967673099530366,3.1991842823621495,True,True,1.9788733377242054,-1.0962934670238673,2.883945481457091
relay,cam_edge_3,cam_edge_0,1,4,93,37,0.7274746336834973,0.12686702576286094,3.1732879407058863,True,True,2.0501927328905283,-1.098027741803284,2.949117479045305
relay,cam_edge_3,cam_edge_0,1,4,93,128,0.7194902515806094,0.1881730348981664,3.5552843350750267,True,True,2.008408561956773,-1.071910588641783,2.8939942723183796
relay,cam_edge_3,cam_edge_0,1,4,93,129,0.7265510829371975,0.21021588629833923,3.826520632348342,True,True,1.9887331013185778,-1.0750502945915685,2.8676606979239248
relay,cam_edge_3,cam_edge_0,1,4,93,130,0.725885798360618,0.19254862331139883,3.5047880388765056,True,True,1.989901952396738,-1.0906995301085298,2.8785456359597092
relay,cam_edge_3,cam_edge_0,1,4,93,131,0.7255758052815352,0.17837720254085776,3.1722970216321484,True,True,2.0006340092012316,-1.09896019094344,2.886290968936312
relay,cam_edge_3,cam_edge_0,1,4,93,132,0.7268505823922897,0.1670680333994725,2.886735781184619,True,True,2.010930467969578,-1.1035514921148795,2.8936352369216203
relay,cam_edge_3,cam_edge_0,1,4,93,133,0.7341090930636637,0.18868127558434744,3.505110689146464,True,True,2.0113546787219403,-1.0724972572278668,2.8914994528936786
relay,cam_edge_3,cam_edge_0,1,4,93,134,0.7299251498837812,0.19262010930435142,3.439208675068696,True,True,1.9928028165095482,-1.0960811748105552,2.8729461679662895
relay,cam_edge_3,cam_edge_0,1,4,94,37,0.7264125215338743,0.11620128640524784,3.3048538738040727,True,True,2.0414417279903354,-1.1122221293341874,2.949140466851528
relay,cam_edge_3,cam_edge_0,1,4,94,128,0.7184397966199055,0.18124521661061943,3.671005420519132,True,True,1.9997920629782266,-1.085795276125176,2.8940630905197677
relay,cam_edge_3,cam_edge_0,1,4,94,129,0.7254903191706288,0.20517047482014755,3.9096012599035825,True,True,1.9801420413245288,-1.0887875857720204,2.867693384849222
relay,cam_edge_3,cam_edge_0,1,4,94,130,0.7248260059087852,0.18816275166175445,3.585973470810041,True,True,1.9812582806194592,-1.104480234170684,2.8785211942871225
relay,cam_edge_3,cam_edge_0,1,4,94,131,0.7245164654192504,0.1737497366718745,3.2705652208811142,True,True,1.9919600078876871,-1.1127964698268182,2.8862490013234616
relay,cam_edge_3,cam_edge_0,1,4,94,132,0.7257893813568522,0.1619392456236587,2.995769991725986,True,True,2.002235764533003,-1.1174407998834566,2.8935889199569607
relay,cam_edge_3,cam_edge_0,1,4,94,133,0.7330372946107834,0.1816767383163095,3.6095213145894736,True,True,2.0027398522592734,-1.086379956309084,2.8915697803860594
relay,cam_edge_3,cam_edge_0,1,4,94,134,0.728859459983253,0.18851928766578252,3.5240736849857073,True,True,1.9841528092458371,-1.1098481322942413,2.8729052769199104
relay,cam_edge_3,cam_edge_0,1,4,96,37,0.7346693078984855,0.13493682637442328,4.414687624023165,True,True,2.065786994354514,-1.0954630570016939,2.9386940707457967
relay,cam_edge_3,cam_edge_0,1,4,96,128,0.7266059608044096,0.19386754545032536,4.726129823071643,True,True,2.0241229528808455,-1.0688712870854427,2.8837070179920494
relay,cam_edge_3,cam_edge_0,1,4,96,129,0.7337366232986698,0.21535925759421456,4.814506249681702,True,True,2.004736746248229,-1.0717753027336707,2.857132964280263
relay,cam_edge_3,cam_edge_0,1,4,96,130,0.7330647591032732,0.19748732742292327,4.467277165156364,True,True,2.006038759368808,-1.0876189319354004,2.8677174263215317
relay,cam_edge_3,cam_edge_0,1,4,96,131,0.732751700213907,0.18408677555973735,4.192908064269272,True,True,2.0168213765183376,-1.095873583609733,2.8753986786116785
relay,cam_edge_3,cam_edge_0,1,4,96,132,0.7340390847828242,0.17356964466506608,3.9751929559718358,True,True,2.027117620451394,-1.1004584138201547,2.882747289001931
relay,cam_edge_3,cam_edge_0,1,4,96,133,0.7413693816267306,0.19476909070907264,4.661244242552219,True,True,2.0271000386226463,-1.0693649871580206,2.881228887908687
relay,cam_edge_3,cam_edge_0,1,4,96,134,0.7371440595358599,0.1981326563301078,4.374675098313867,True,True,2.0090700594306794,-1.092845111772589,2.86204033037788
relay,cam_edge_3,cam_edge_0,1,4,97,37,0.7334146950912562,0.12720004908447427,3.85004999159316,True,True,2.058949384775873,-1.0963224119154398,2.950720373585499
relay,cam_edge_3,cam_edge_0,1,4,97,128,0.7253651179729023,0.18647881345248804,4.162796783089503,True,True,2.017530503974273,-1.0697931884382212,2.8955183159736624
relay,cam_edge_3,cam_edge_0,1,4,97,129,0.7324836032598214,0.2078251035035996,4.268807738415146,True,True,1.9981358058334278,-1.07273254382332,2.8689543456546347
relay,cam_edge_3,cam_edge_0,1,4,97,130,0.7318128864234,0.1899351926081391,3.9248534554069874,True,True,1.999304430456825,-1.088509404677068,2.879653487640895
relay,cam_edge_3,cam_edge_0,1,4,97,131,0.7315003621523822,0.1760619593662048,3.6467196538238396,True,True,2.010016057791036,-1.0967950188014537,2.8874004471759345
relay,cam_edge_3,cam_edge_0,1,4,97,132,0.7327855482230763,0.16513133462702415,3.420502753724944,True,True,2.0202710760628886,-1.1014095077254482,2.8947880363679133
relay,cam_edge_3,cam_edge_0,1,4,97,133,0.7401033269391634,0.1871243563799177,4.092649723754561,True,True,2.020504845896613,-1.070328706046325,2.8930455808470907
relay,cam_edge_3,cam_edge_0,1,4,97,134,0.7358852205345245,0.19011104077416735,3.8408785123565043,True,True,2.0022965714307226,-1.0938006309842019,2.874016008535108
relay,cam_edge_3,cam_edge_0,1,4,98,37,0.7297972635310187,0.13421712638416583,5.186294878365228,True,True,2.0752025492594646,-1.0949559741923318,2.942146642976661
relay,cam_edge_3,cam_edge_0,1,4,98,128,0.7217873894544901,0.19099808166889914,5.422932285258555,True,True,2.034301650620638,-1.0675744743764384,2.886974543976256
relay,cam_edge_3,cam_edge_0,1,4,98,129,0.728870764136849,0.21182061182160317,5.355522508725219,True,True,2.015293888962339,-1.0700948152646892,2.8600897615945273
relay,cam_edge_3,cam_edge_0,1,4,98,130,0.7282033554864624,0.1938198592328503,5.008914816169993,True,True,2.016456283134711,-1.0860920409937371,2.8704572236712855
relay,cam_edge_3,cam_edge_0,1,4,98,131,0.7278923726832786,0.18074575296301185,4.806674185434324,True,True,2.0271345987515907,-1.0944544914344558,2.8781675246910634
relay,cam_edge_3,cam_edge_0,1,4,98,132,0.7291712198127378,0.1706158036251553,4.650543203526005,True,True,2.0373290187022595,-1.0991428194049442,2.8855923994082344
relay,cam_edge_3,cam_edge_0,1,4,98,133,0.7364529049464962,0.1920237361299506,5.333072310007454,True,True,2.0373136884763428,-1.068030416057136,2.8845316659348126
relay,cam_edge_3,cam_edge_0,1,4,98,134,0.7322556035670834,0.19457783695783545,4.9143175861565345,True,True,2.0195705553354983,-1.0912328247495606,2.8647471619251723
relay,cam_edge_3,cam_edge_0,1,4,109,37,0.7243689087489102,0.12864454743885972,2.632237995927724,True,True,2.0586610539693426,-1.0776634273606307,2.9934130528551157
relay,cam_edge_3,cam_edge_0,1,4,109,128,0.7164186134628487,0.17637139184362505,3.0420193343571933,True,True,2.0167560697332263,-1.0525263947760346,2.9379270867127336
relay,cam_edge_3,cam_edge_0,1,4,109,129,0.7234493008130514,0.19228927315006422,3.3916097606502618,True,True,1.9971064210433824,-1.056131112982778,2.9116338184073243
relay,cam_edge_3,cam_edge_0,1,4,109,130,0.7227868564604499,0.17388213583192821,3.0835876360597405,True,True,1.9983553512176861,-1.0716235875661035,2.922732019426221
relay,cam_edge_3,cam_edge_0,1,4,109,131,0.7224781867996566,0.15982989009748536,2.7112664131865523,True,True,2.009128870303478,-1.0797200166304028,2.9305923544392853
relay,cam_edge_3,cam_edge_0,1,4,109,132,0.7237475216490928,0.14937545088174167,2.406897430754363,True,True,2.0194473035122664,-1.084155296601815,2.9380013766113473
relay,cam_edge_3,cam_edge_0,1,4,109,133,0.7309750443842058,0.17634716829455868,3.0262920969175973,True,True,2.019706109815934,-1.0531313384689502,2.935441284100983
relay,cam_edge_3,cam_edge_0,1,4,109,134,0.7268089632383475,0.1719808557936918,3.0078370993376042,True,True,2.001286817145117,-1.0770656790383808,2.9172074106588197
relay,cam_edge_3,cam_edge_0,1,7,86,127,0.6760315370795458,0.16036732292444467,3.7048791794385973,True,True,2.1727419216775594,-1.3156777606791714,3.0160534825838123
relay,cam_edge_3,cam_edge_0,1,7,86,131,0.6767455812840081,0.13126911925268475,1.2957599867585072,True,True,2.0576823726077866,-1.3102122808830954,2.941938152915171
relay,cam_edge_3,cam_edge_0,1,7,86,133,0.6827964065140353,0.10593098519311608,2.1457619756764514,True,True,2.0850547148070113,-1.304047308503375,2.9980270753331917
relay,cam_edge_3,cam_edge_0,1,7,86,134,0.6782803370760859,0.12503227568974606,2.590918672356589,True,True,2.0927935343269035,-1.319274676999131,2.985965141933678
relay,cam_edge_3,cam_edge_0,1,7,86,135,0.6792817005578938,0.15119258207437558,3.2096684821490173,True,True,2.1606130067201343,-1.3147189783081976,3.019938333841985
relay,cam_edge_3,cam_edge_0,1,7,86,136,0.6853259212080202,0.10360098975490765,2.61685379283489,True,True,2.090336203355095,-1.296064467716422,2.984648688507592
relay,cam_edge_3,cam_edge_0,1,7,86,137,0.6934585509650318,0.1358222359662686,2.770513441807325,True,True,2.1187858223847815,-1.3203504031381685,2.984837131482746
relay,cam_edge_3,cam_edge_0,1,7,86,138,0.6925327572181162,0.11772555499697103,2.503211605746985,True,True,2.1079339440855382,-1.3071012928854948,2.992688532585635
relay,cam_edge_3,cam_edge_0,1,7,90,127,0.6811222397759126,0.14135731720900818,4.317566879359118,True,True,2.1601063215412086,-1.2929055104415026,3.058674091637451
relay,cam_edge_3,cam_edge_0,1,7,90,131,0.6818416609288714,0.09254459812947409,1.808675062559363,True,True,2.045936862650782,-1.2883458358709723,2.9831347150321994
relay,cam_edge_3,cam_edge_0,1,7,90,133,0.6879380505307131,0.08187830310365354,2.505742665159086,True,True,2.0726205820083425,-1.281615101203207,3.0394897995588677
relay,cam_edge_3,cam_edge_0,1,7,90,134,0.683387973852563,0.09627710491493958,2.9812596791628643,True,True,2.08053272811149,-1.2969363086933798,3.0276614073905783
relay,cam_edge_3,cam_edge_0,1,7,90,135,0.684396877875747,0.133344088233314,3.843268056150118,True,True,2.147929747316288,-1.2919355863025725,3.062403997572883
relay,cam_edge_3,cam_edge_0,1,7,90,136,0.6904866131633914,0.07317510355691516,2.8967184239049226,True,True,2.0780475956427438,-1.2737440215778306,3.026103435940925
relay,cam_edge_3,cam_edge_0,1,7,90,137,0.6986804838506878,0.10631542297641815,3.295249280270965,True,True,2.106538693030478,-1.2979703398214535,3.02685567725843
relay,cam_edge_3,cam_edge_0,1,7,90,138,0.697747718623205,0.09059982705893375,2.9582227691163996,True,True,2.095568122290348,-1.2846719100567086,3.0344546921824507
relay,cam_edge_3,cam_edge_0,1,7,93,127,0.6671122799964496,0.14989199559797253,3.8812839037134697,True,True,2.1754398554463683,-1.2926358897240329,3.0462716805410537
relay,cam_edge_3,cam_edge_0,1,7,93,131,0.6678169034217337,0.09659739502806164,1.4960203439251554,True,True,2.060634892913612,-1.288087489508352,2.9717010024781416
relay,cam_edge_3,cam_edge_0,1,7,93,133,0.6737878967758331,0.08360181842024318,2.1734142193851738,True,True,2.087798585170239,-1.2813263282865683,3.0278226537532893
relay,cam_edge_3,cam_edge_0,1,7,93,134,0.6693314103338134,0.10028079140375855,2.6615592911391524,True,True,2.0956043507979842,-1.296659004330239,3.015938572614813
relay,cam_edge_3,cam_edge_0,1,7,93,135,0.6703195622746827,0.14075840667533188,3.4060449228375687,True,True,2.1632957462666815,-1.2916587032497069,3.0501041249051237
relay,cam_edge_3,cam_edge_0,1,7,93,136,0.676284038186748,0.0782029394246162,2.573783631812366,True,True,2.0931146701808467,-1.2734669082375119,3.0143850252786937
relay,cam_edge_3,cam_edge_0,1,7,93,137,0.6843093696720284,0.11355485615934195,2.9147926586915083,True,True,2.121602153269245,-1.2977034037128907,3.0149128390323683
relay,cam_edge_3,cam_edge_0,1,7,93,138,0.6833957904328418,0.09644481234734034,2.5816386240036984,True,True,2.110701417732344,-1.2843953908975942,3.022595120207254
relay,cam_edge_3,cam_edge_0,1,7,94,127,0.6661382968155388,0.15227790072229036,3.983313406747156,True,True,2.1660822808213758,-1.3075031302154945,3.045722945069402
relay,cam_edge_3,cam_edge_0,1,7,94,131,0.6668418914914119,0.10975511777615576,1.5626320085098862,True,True,2.0513829899931277,-1.3023903247022535,2.9710263233471794
relay,cam_edge_3,cam_edge_0,1,7,94,133,0.6728041672019083,0.09477559156526436,2.320835447098877,True,True,2.0784926981493412,-1.295906515137112,3.0272067750820737
relay,cam_edge_3,cam_edge_0,1,7,94,134,0.668354187225098,0.11117315467490184,2.7958787109992094,True,True,2.0862752902507307,-1.3112140833196695,3.015275223099155
relay,cam_edge_3,cam_edge_0,1,7,94,135,0.6693408964652414,0.14395645506046717,3.49804606070476,True,True,2.1539358207939827,-1.306510026937061,3.049543830524209
relay,cam_edge_3,cam_edge_0,1,7,94,136,0.6752966642491617,0.0882756510861227,2.7486187797716064,True,True,2.083845222412198,-1.2880102177522652,3.013805279867197
relay,cam_edge_3,cam_edge_0,1,7,94,137,0.6833102787594706,0.12148019309371548,3.028151342757706,True,True,2.112271687717861,-1.312319382876884,3.014278095019569
relay,cam_edge_3,cam_edge_0,1,7,94,138,0.6823980333449491,0.1047452661944753,2.717950372837819,True,True,2.10139439729822,-1.299013054643369,3.0219964411154807
relay,cam_edge_3,cam_edge_0,1,7,96,127,0.673709974674943,0.16098877314773702,4.1741329444206,True,True,2.1930209728413574,-1.2901055204274803,3.0331606678258733
relay,cam_edge_3,cam_edge_0,1,7,96,131,0.6744215667775587,0.10440052044279599,1.5294499981104468,True,True,2.0788444965051234,-1.2857604590651641,2.9576192481501025
relay,cam_edge_3,cam_edge_0,1,7,96,133,0.6804516128462594,0.0896886381407039,2.3208257765985825,True,True,2.1053929381709953,-1.2797182270171767,3.01411607015737
