marker_id,corner_idx,status,x_colmap,y_colmap,z_colmap,obs_count,inlier_count,mean_reproj_px,median_reproj_px,max_reproj_px,note
0,0,OK,-6.456658172661696,3.7450053880682717,61.93677039198346,17,17,0.8565586389231443,0.7133404268307216,2.460177678573816,
0,1,OK,-4.603433349055002,3.6491312333071955,61.894123639900954,17,17,0.8975039871508939,0.7831544170951392,2.528984660178095,
0,2,OK,-4.436829925406119,4.142828642082929,60.12272233153308,17,17,0.8577711323750001,0.6847747918639205,2.1948461900982577,
0,3,OK,-6.280297870443586,4.2233114857413225,60.03834845141296,17,17,0.8416825934769827,0.6933820331623042,2.1025844712133317,
2,0,OK,3.21644815109215,2.0394052053612324,32.94956572394125,18,18,0.9822031284025488,0.9322778151057057,2.181299247486418,
2,1,OK,5.066159528445927,1.9344054276829399,33.1568308538916,18,18,0.6834821400843466,0.6129418838679479,1.612801412740768,
2,2,OK,5.173054069499282,3.805602046729104,33.16242919481609,18,18,0.5363822005275115,0.48061035556649523,1.0055243837275483,
2,3,OK,3.313063096872844,3.912305646415385,33.05157682981237,18,18,0.8998557938049697,0.7550880528907272,3.0679503739888236,
3,0,OK,-10.172013510706591,1.9740791163407345,58.03956673427889,15,13,0.7383045572760333,0.7901554478867874,1.2486342592161015,
3,1,OK,-8.316077505035208,1.7681902006346146,58.06291520237158,15,15,1.1177969128926233,0.7471660622579097,4.208105207217306,
3,2,OK,-8.133679401410465,3.5992483815402747,58.0238923737277,15,15,0.9019085375404623,0.8655240945024072,1.8572014781890458,
3,3,OK,-9.980023344333146,3.8005801187342865,57.92529589130726,15,15,0.7902031424306085,0.4985978278536062,2.7360693909435625,
4,0,OK,5.427619073682461,0.515360827156605,19.84715775275561,17,14,1.2990471058406807,0.9299330346235275,3.7527735790377745,
4,1,OK,7.307120161246242,0.4319149678454266,20.052172439018666,17,15,2.3583357257313575,1.7184646070490526,4.6967893823599445,
4,2,OK,7.4627173117659105,0.8666068546836145,18.122787174298953,17,12,2.2476417559661894,2.505163831859722,3.701089725975399,
4,3,OK,5.608023446693893,0.9550590841718914,18.002692086230095,17,14,1.6369473406014936,1.3718410939494516,3.96998305082911,
20,0,OK,5.443775508485259,-5.2399566565937254,57.21288149220707,16,16,0.7143984499241319,0.7155002918900699,1.1928779764086406,
20,1,OK,7.26462972258618,-5.138963033147412,57.31051949587094,16,16,0.6705082065890438,0.5772579178357122,1.867182062748305,
20,2,OK,7.15642420325699,-3.3555136739920997,57.96164153070916,16,16,0.7313804499872718,0.5442572088842028,2.852715666515123,
20,3,OK,5.328959618472245,-3.4538850764767,57.90194828151921,16,16,0.7754366029874931,0.7162195502638915,2.5832373777034463,
