scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
far_2_4m_yaw_20deg,mixed,checkerboard,false,failure,checkerboard_not_found,checkerboard_not_found,0,0,,,,camera_1:checkerboard_not_found;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/far_2_4m_yaw_20deg_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/far_2_4m_yaw_20deg_camera_2_checkerboard_not_found.png
far_2_4m_yaw_30deg,mixed,checkerboard,false,failure,checkerboard_not_found,checkerboard_not_found,0,0,,,,camera_1:checkerboard_not_found;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/far_2_4m_yaw_30deg_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/far_2_4m_yaw_30deg_camera_2_checkerboard_not_found.png
close_1_4m_yaw_10deg,mixed,checkerboard,false,failure,checkerboard_not_found,checkerboard_not_found,0,0,,,,camera_1:checkerboard_not_found;camera_2:checkerboard_not_found,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/close_1_4m_yaw_10deg_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/close_1_4m_yaw_10deg_camera_2_checkerboard_not_found.png
shift_left_0_2m_yaw_20deg,shift,checkerboard,true,valid,SB,SB,54,54,0.701810,0.181,0.062,,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_1_SB.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/shift_left_0_2m_yaw_20deg_camera_2_SB.png
shift_right_0_2m_yaw_20deg,shift,checkerboard,false,failure,checkerboard_not_found,SB,0,54,,,,camera_1:checkerboard_not_found;camera_2:SB,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_1_checkerboard_not_found.png,results/checkerboard/target_9x6_square0_12/res640x480/mixed/debug_images/shift_right_0_2m_yaw_20deg_camera_2_SB.png
