method,label,anchor_marker_id,camera,translation_error_cm,rotation_error_deg,delta_x_m,delta_y_m,delta_z_m,estimated_qx,estimated_qy,estimated_qz,estimated_qw,gt_qx,gt_qy,gt_qz,gt_qw,evaluation,estimated_x_m,estimated_y_m,estimated_z_m,estimated_roll_deg,estimated_pitch_deg,estimated_yaw_deg,estimated_rvec_x,estimated_rvec_y,estimated_rvec_z,gt_x_m,gt_y_m,gt_z_m,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z
ap01,baseline,14,cam_edge_3,6.0289517740468135,0.7751361510586573,-0.05558206170672575,0.0073060793526917855,0.022182911673180428,-0.7040667230996552,0.4134558185106018,-0.2812097736017901,0.5042473587380224,-0.7020524674459091,0.41596444725875176,-0.27634339225981064,0.5076713908860458,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-3.282937891706726,-1.5559081872312668,2.076393806662917,-109.47434582092436,1.2025617638796828,-59.995974836974014,-1.6995683302096494,0.9980537242094115,-0.678820926594737,-3.22735583,-1.5632142665839586,2.0542108949897364,-109.39044877010727,1.9674296879878441,-59.89995245366187,-1.6921873357007629,1.002617044155977,-0.6660823946504665
ap02,baseline,14,cam_edge_0,145.51740988058975,23.890183210653408,-0.46804407053756103,0.7577107755648261,1.1508000636353546,-0.9241250514996683,-0.05315441489257825,-0.042233363956945685,0.37601042583556543,-0.832710978683664,-0.0012210187857360443,-0.01487217722225805,0.5535067781314782,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.11976385946243898,-0.976844491125277,3.2381283580759255,-135.94632355402084,-6.778482331824919,3.8388394581024943,-2.3642473920704616,-0.13598829139289334,-0.10804827813241823,0.58780793,-1.7345552666901032,2.087328294440571,-112.76486161592356,-1.4967437151065959,-0.8270999151459641,-1.968138710582115,-0.002885916482515835,-0.03515086080410998
ap02,baseline,14,cam_edge_1,68.59430543232806,13.7746985082982,-0.591562353591383,-0.12841829592434056,-0.3226152458574503,-0.4712536035698607,0.5827575963318467,-0.5595339365132231,0.35388613836934296,-0.429334020960103,0.6756699764120603,-0.5012700320805006,0.32843680725456104,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-4.565729673591383,0.3466681972438446,1.8089274356652507,-97.13429128831874,-6.598151224762832,-107.90293673676102,-1.2184052642133492,1.5066938857387038,-1.446650144612985,-3.97416732,0.4750864931681852,2.131542681522701,-106.36411383299566,0.7680856895512889,-114.55965647714748,-1.1237817078863135,1.7685660185089578,-1.3120742015830142
ap02,baseline,14,cam_edge_3,23.93986556035403,15.66832267645349,-0.19378173508175323,-0.13896869526033773,-0.021167361458790612,-0.7540523239640236,0.30266135978742165,-0.32646979060460235,0.4829271889619299,-0.7020524674459091,0.41596444725875176,-0.27634339225981064,0.5076713908860458,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-3.4211375650817533,-1.7021829618442963,2.033043533530946,-109.0871562451986,-11.53835133537871,-51.969749181000836,-1.8372974529611545,0.7374540569332169,-0.7954648446587312,-3.22735583,-1.5632142665839586,2.0542108949897364,-109.39044877010727,1.9674296879878441,-59.89995245366187,-1.6921873357007629,1.002617044155977,-0.6660823946504665
ap02,baseline,14,cam_edge_5,78.92623969077158,8.259410189879517,-0.025405149845806108,0.7530936917335859,-0.2348182297116297,-0.4378089954187207,-0.6648085104311029,0.5522548935376151,0.24772456590452677,-0.46183688025109443,-0.671792637927141,0.5005689618723925,0.2912594411805825,direct_anchor_relative_posthoc_gt_no_fit_no_scale,5.833453720154194,1.1015132248786337,1.903943341405091,-105.6957570590378,8.86956220766198,119.99268076043337,-1.193421632085076,-1.8121986205055702,1.5053892068670105,5.85885887,0.3484195331450478,2.1387615711167207,-109.27065195603686,4.073178943414948,113.87681918646423,-1.2313021595012166,-1.791064683632414,1.334565666123626
ap03_multi,baseline,14,cam_edge_0,1.1716876295672243,0.08029831026029148,-0.0001364088907840344,-0.01170599189981858,0.0004861444065120679,-0.8323743150334942,-0.0009234089289038457,-0.015066151404212903,0.5540082653447842,-0.832710978683664,-0.0012210187857360443,-0.01487217722225805,0.5535067781314782,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.5876715211092159,-1.7462612585899218,2.087814438847083,-112.69510273745512,-1.4958480153251235,-0.868721400293754,-1.9669267970057869,-0.002182044464913961,-0.035601791633251285,0.58780793,-1.7345552666901032,2.087328294440571,-112.76486161592356,-1.4967437151065959,-0.8270999151459641,-1.968138710582115,-0.002885916482515835,-0.03515086080410998
ap03_multi,baseline,14,cam_edge_1,1.7359020459932923,0.05430428703752075,-0.016347459783587315,0.0006226849256911193,0.005805894714484783,-0.429406836130964,0.6759413213842078,-0.5008983071817321,0.3283503997132358,-0.429334020960103,0.6756699764120603,-0.5012700320805006,0.32843680725456104,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-3.990514779783587,0.4757091780938763,2.1373485762371858,-106.4154646182522,0.7857154338268347,-114.55903768972654,-1.1240197302190145,1.7693509226630946,-1.3111565367204758,-3.97416732,0.4750864931681852,2.131542681522701,-106.36411383299566,0.7680856895512889,-114.55965647714748,-1.1237817078863135,1.7685660185089578,-1.3120742015830142
ap03_multi,baseline,14,cam_edge_3,1.7452209044971887,0.09817274218772176,-0.010414061381699202,-0.013541495873587328,0.003571388468539549,-0.7021095259626668,0.4159785809604691,-0.27555770693500875,0.5080078580920904,-0.7020524674459091,0.41596444725875176,-0.27634339225981064,0.5076713908860458,direct_anchor_relative_posthoc_gt_no_fit_no_scale,-3.2377698913816992,-1.576755762457546,2.057782283458276,-109.40258363475407,2.045744648681885,-59.842432716547435,-1.6920778306574615,1.0025047501050235,-0.6640916690771785,-3.22735583,-1.5632142665839586,2.0542108949897364,-109.39044877010727,1.9674296879878441,-59.89995245366187,-1.6921873357007629,1.002617044155977,-0.6660823946504665
ap03_multi,baseline,14,cam_edge_5,3.1699876255057124,0.1548740614092813,0.03110325520564583,0.004948473893384209,0.003603092605650726,-0.46102035071306396,-0.6726181635938382,0.4999912605057019,0.2916398149258356,-0.46183688025109443,-0.671792637927141,0.5005689618723925,0.2912594411805825,direct_anchor_relative_posthoc_gt_no_fit_no_scale,5.8899621252056455,0.353368007038432,2.1423646637223714,-109.31071812287044,3.938623367408963,113.9394672053505,-1.228890830569155,-1.7929236582208607,1.3327712636759295,5.85885887,0.3484195331450478,2.1387615711167207,-109.27065195603686,4.073178943414948,113.87681918646423,-1.2313021595012166,-1.791064683632414,1.334565666123626
ap03_single,baseline,14,cam_edge_0,4.537053740812005,0.08029831027844701,0.007634727576564138,-0.03479786220608161,0.028094579288891808,-0.8323743150334943,-0.0009234089289036097,-0.015066151404212113,0.554008265344784,-0.832710978683664,-0.0012210187857360443,-0.01487217722225805,0.5535067781314782,direct_anchor_relative_posthoc_gt_no_fit_no_scale,0.5954426575765641,-1.7693531288961848,2.1154228737294627,-112.69510273745512,-1.4958480153250413,-0.8687214002937254,-1.966926797005787,-0.0021820444649134027,-0.03560179163324942,0.58780793,-1.7345552666901032,2.087328294440571,-112.76486161592356,-1.4967437151065959,-0.8270999151459641,-1.968138710582115,-0.002885916482515835,-0.03515086080410998
