method,label,camera,alignment,translation_error_cm,rotation_error_deg,aligned_estimated_x_m,aligned_estimated_y_m,aligned_estimated_z_m,aligned_estimated_roll_deg,aligned_estimated_pitch_deg,aligned_estimated_yaw_deg,aligned_estimated_rvec_x,aligned_estimated_rvec_y,aligned_estimated_rvec_z,gt_x_m,gt_y_m,gt_z_m,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z
ap02,baseline,cam_edge_0,best_fit_SE3_all_static_cameras_no_scale,81.98104281587845,10.93662227426049,0.4281655260474423,-1.5456010286137545,2.868929047313241,-123.36668685954209,-2.192281907898209,-3.1050003219638795,-2.1532561659806375,0.03615020340169841,-0.07262445859431879,0.58780793,-1.7345552666901032,2.087328294440571,-112.76486161592356,-1.4967437151065959,-0.8270999151459641,-1.968138710582115,-0.002885916482515835,-0.03515086080410998
ap02,baseline,cam_edge_1,best_fit_SE3_all_static_cameras_no_scale,20.31193470245927,2.8977467718429657,-4.168567874163223,0.4925829730081267,2.187754485175841,-105.90841520416863,3.4762705485643393,-113.61784599966747,-1.0917049183708356,1.7553347461949387,-1.2710508808767151,-3.97416732,0.4750864931681852,2.131542681522701,-106.36411383299566,0.7680856895512889,-114.55965647714748,-1.1237817078863135,1.7685660185089578,-1.3120742015830142
ap02,baseline,cam_edge_3,best_fit_SE3_all_static_cameras_no_scale,20.87783091793429,4.020921408783359,-3.2461179969079996,-1.65314289280729,1.8667296808313947,-105.73210853574665,1.388499392215555,-58.22382872344163,-1.652671873292598,0.940284496897984,-0.6803366561251468,-3.22735583,-1.5632142665839586,2.0542108949897364,-109.39044877010727,1.9674296879878441,-59.89995245366187,-1.6921873357007629,1.002617044155977,-0.6660823946504665
ap02,baseline,cam_edge_5,best_fit_SE3_all_static_cameras_no_scale,75.86118335235567,8.708319191501856,6.23166399502378,0.23189744145208907,1.4884302287492521,-107.23024112078745,-4.3925142849248955,113.97702279127219,-1.086497595039588,-1.7804718528910386,1.2447364706791257,5.85885887,0.3484195331450478,2.1387615711167207,-109.27065195603686,4.073178943414948,113.87681918646423,-1.2313021595012166,-1.791064683632414,1.334565666123626
ap03_multi,baseline,cam_edge_0,best_fit_SE3_all_static_cameras_no_scale,0.7344536825566955,0.067082792020461,0.5862123797494385,-1.741652963678591,2.0863187707708857,-112.77170318107757,-1.523782230652244,-0.8879298047644305,-1.9682649461247845,-0.0021478087606706677,-0.03631071022795958,0.58780793,-1.7345552666901032,2.087328294440571,-112.76486161592356,-1.4967437151065959,-0.8270999151459641,-1.968138710582115,-0.002885916482515835,-0.03515086080410998
ap03_multi,baseline,cam_edge_1,best_fit_SE3_all_static_cameras_no_scale,1.8403679056570248,0.04609932815289362,-3.991172345243641,0.482076550628282,2.1307280552372694,-106.35911200909254,0.7268188149291885,-114.57952058156889,-1.1240857323736062,1.7686701092486488,-1.3129100036765218,-3.97416732,0.4750864931681852,2.131542681522701,-106.36411383299566,0.7680856895512889,-114.55965647714748,-1.1237817078863135,1.7685660185089578,-1.3120742015830142
ap03_multi,baseline,cam_edge_3,best_fit_SE3_all_static_cameras_no_scale,1.4009277822631605,0.04598502258619443,-3.239151484737285,-1.570771959853566,2.054271449700299,-109.41812223595487,1.9657276352259998,-59.86420324902451,-1.692871920389496,1.0022709937801615,-0.6655098878284071,-3.22735583,-1.5632142665839586,2.0542108949897364,-109.39044877010727,1.9674296879878441,-59.89995245366187,-1.6921873357007629,1.002617044155977,-0.6660823946504665
ap03_multi,baseline,cam_edge_5,best_fit_SE3_all_static_cameras_no_scale,3.1397426763610716,0.07683083449988504,5.8892551002314875,0.35608486594304645,2.140525166361275,-109.30393023398089,4.019851571993109,113.91871156257547,-1.2302869808480408,-1.7923178756403646,1.333794866598671,5.85885887,0.3484195331450478,2.1387615711167207,-109.27065195603686,4.073178943414948,113.87681918646423,-1.2313021595012166,-1.791064683632414,1.334565666123626
ap03_single,baseline,cam_edge_0,best_fit_SE3_all_static_cameras_no_scale,2.36246015678676,0.06708279199872876,0.5964597017870725,-1.7565042244659739,2.0860987023383055,-112.77170318107757,-1.523782230652246,-0.8879298047644186,-1.9682649461247845,-0.002147808760670475,-0.03631071022795926,0.58780793,-1.7345552666901032,2.087328294440571,-112.76486161592356,-1.4967437151065959,-0.8270999151459641,-1.968138710582115,-0.002885916482515835,-0.03515086080410998
ap03_single,baseline,cam_edge_1,best_fit_SE3_all_static_cameras_no_scale,7.065365060842741,0.04609932813708147,-4.041454553877019,0.4966310120877818,2.1310952376712176,-106.35911200909254,0.726818814929187,-114.57952058156891,-1.1240857323736062,1.7686701092486488,-1.312910003676521,-3.97416732,0.4750864931681852,2.131542681522701,-106.36411383299566,0.7680856895512889,-114.55965647714748,-1.1237817078863135,1.7685660185089578,-1.3120742015830142
