frame_index,time_s,sharpness,center_x,center_y,area_fraction,angle_deg,top_bottom_log_ratio,left_right_log_ratio,selected_for_calibration,view_reprojection_rmse_px
0,0.0,29.736437772839015,1035.4494730631511,2168.7092895507812,0.06893618780544425,-92.2977491014913,0.026775923907715275,0.08014675916275549,False,
1,0.03333333333333333,46.53826991278252,1042.2773183186848,2169.7944157918296,0.06872375161025968,-92.29551225339097,0.025977709636106964,0.07990838680003344,True,0.5470102429389954
2,0.06666666666666667,28.54439617105889,1048.437136332194,2173.996856689453,0.06816530800237407,-92.3058317845282,0.028038826817838557,0.07862549246806436,False,
3,0.1,29.142822108381097,1052.81303024292,2183.015032450358,0.06762336969467728,-92.24619861792483,0.02760198937963041,0.0806967838016804,False,
4,0.13333333333333333,41.19805654761452,1055.1280403137207,2193.9640630086265,0.06739050040002136,-92.11595036648349,0.02791252198502095,0.0860316766106483,False,
5,0.16666666666666666,47.8474437722539,1055.5962041219075,2203.5542221069336,0.06745554940061364,-92.04102698260232,0.028415215153420492,0.08719972166221313,False,
6,0.2,50.33373836427534,1054.0206921895344,2210.5790685017905,0.06754456851996009,-91.96538127915314,0.029347623303612298,0.0889421853694738,False,
7,0.23333333333333334,45.83189354256253,1052.6767667134602,2216.3044611612954,0.06763075189811557,-91.89865293647694,0.030329655790358564,0.08960262807077604,False,
8,0.26666666666666666,49.079949829931564,1051.1659876505535,2221.3168818155923,0.06778887790727665,-91.82415307372757,0.03099475962338948,0.09091156906328926,False,
9,0.3,50.41068087149067,1048.7667172749836,2226.1126302083335,0.06783352036567342,-91.77938485019098,0.03027947380833159,0.09150821139781935,False,
10,0.3333333333333333,46.91712373794225,1046.1619300842285,2231.192049662272,0.06788861304186462,-91.71142838774041,0.031280442259594365,0.09419080567699845,False,
11,0.36666666666666664,45.31042926345951,1044.0009740193684,2236.622029622396,0.06785992552826675,-91.64249699379495,0.03198268844373268,0.09392806287738009,False,
12,0.4,48.89161680339148,1041.9934374491374,2241.7883580525718,0.06787242988778068,-91.54236531602118,0.03321631799691454,0.09746433274953605,False,
13,0.43333333333333335,39.81323883861715,1039.1760126749675,2246.6363245646157,0.06780460725199337,-91.49622740867623,0.03298270529526884,0.09859827905623594,False,
14,0.4666666666666667,37.3164875014144,1036.0878041585286,2251.0325826009116,0.06788049658894585,-91.38575718236108,0.034250977279784774,0.10209310399139714,False,
15,0.5,24.205319722091954,1031.3137181599934,2253.5459264119468,0.0679626335216129,-91.3169542950495,0.034330101763967315,0.10301176927395057,False,
16,0.5333333333333333,43.93260075853625,1025.4079271952312,2254.4834747314453,0.06800200381728684,-91.3190578701482,0.03509163354941307,0.10378700117718467,False,
17,0.5666666666666667,35.41408152727752,1020.1913998921713,2255.774215698242,0.06790880878699637,-91.24024147583752,0.03696617519201146,0.10637690664411843,False,
18,0.6,34.46363608818494,1015.5514284769694,2258.5209477742515,0.06784799934162745,-91.20537349555096,0.03759345256283025,0.10840296959473456,False,
19,0.6333333333333333,34.768428347027125,1010.7352930704752,2262.1903813680015,0.06771382306983098,-91.18580677096574,0.03801035273869775,0.10997634842401492,False,
20,0.6666666666666666,42.903059604820776,1006.9454078674316,2266.2444458007812,0.06758038286551046,-91.13024243232219,0.03920986887141109,0.11348962836235514,False,
21,0.7,25.899291517542554,1003.9521522521973,2271.3140818277993,0.06718452428777025,-91.13959303688307,0.041119325220658864,0.11495430251844418,False,
22,0.7333333333333333,37.21693404228713,1001.1559880574545,2277.77273050944,0.06673256994113161,-91.14501485449254,0.04117504005373833,0.11747241533427988,False,
23,0.7666666666666667,36.443370955307856,998.9366200764974,2284.5398864746094,0.06630985010781942,-91.08580038478804,0.04196293398106865,0.11962987914916096,False,
24,0.8,42.25092985906237,996.5792363484701,2290.142018636068,0.06595049846251685,-91.0760925252436,0.04296714994307293,0.12199610131387165,False,
25,0.8333333333333334,33.99082174494363,993.9788576761881,2294.5174560546875,0.06561152616582362,-91.07750423236604,0.044074552996834306,0.12462701302010563,False,
26,0.8666666666666667,38.0560645569732,991.628651936849,2298.1025110880532,0.06527450573732854,-91.10810900415206,0.0436485320027529,0.12562750211601004,False,
27,0.9,33.30572726598388,989.802895863851,2300.897905985514,0.06497385958652883,-91.11468166195341,0.045955839841400364,0.12950875081542554,False,
28,0.9333333333333333,35.53357980157328,988.1748822530111,2303.2606048583984,0.06457943175352458,-91.2424969230846,0.04570996583478421,0.1288744405760921,False,
29,0.9666666666666667,38.478475477739956,987.7516708374023,2305.4746754964194,0.06436984945027363,-91.23848151414244,0.04779139428916637,0.13035067372477915,True,0.5873483419418335
30,1.0,34.98871283678896,988.882984161377,2307.038055419922,0.06422839578265632,-91.2883636287642,0.0483421514868559,0.1342546652371448,False,
31,1.0333333333333334,42.0289414097808,990.2611172993978,2307.9348347981772,0.0642165336304413,-91.34790208733523,0.04948848618911368,0.13611583288019846,False,
32,1.0666666666666667,46.56477124100869,991.8356920878092,2308.419881184896,0.06445273904927973,-91.46351270735205,0.04885349586958619,0.13793666764417473,False,
33,1.1,40.87196196728758,993.8961079915365,2308.4519017537436,0.06473529031016594,-91.53743863561918,0.05012338612479459,0.14204127556706053,False,
34,1.1333333333333333,41.66001859102369,996.7176322937012,2307.900889078776,0.0652220089935432,-91.68506043820628,0.05216327610672573,0.14223298682495975,False,
35,1.1666666666666667,44.519359453361034,1000.2223205566406,2306.3980407714844,0.06567606736970773,-91.80935359991632,0.05301305234922546,0.143490777577416,False,
36,1.2,43.87613587148868,1003.4986699422201,2305.002586364746,0.06620389536249234,-91.91659409031287,0.05318830738249848,0.14756832601077136,False,
37,1.2333333333333334,31.83511838818988,1007.2255083719889,2302.7271143595376,0.06673256052113882,-92.07684445703336,0.0550073425780725,0.14907451195604143,False,
38,1.2666666666666666,31.65446491826128,1011.8678919474283,2300.354507446289,0.0675161642119848,-92.25765050570855,0.056386710773945796,0.1522148596065363,False,
39,1.3,33.127092710685965,1016.0896835327148,2298.1143366495767,0.06842697825810184,-92.41192422560084,0.05855254518442109,0.1545935594638728,False,
41,1.3666666666666667,19.884018166928765,1024.1963729858398,2292.7038447062173,0.07591915236363687,-92.69020284077773,-0.015470984972551689,0.24556467699966064,False,
42,1.4,27.59424268490329,1027.2621587117512,2287.2568689982095,0.07128642556344049,-92.86062368902861,0.06186311261294567,0.16269613402449876,False,
43,1.4333333333333333,28.272167921895583,1031.125129699707,2282.3121337890625,0.07220347243732249,-93.01891248937314,0.06410094207501858,0.16548372126178046,False,
44,1.4666666666666666,17.62879779327776,1035.1277186075847,2276.167391459147,0.07322713108195594,-93.19453520782301,0.0648187333716433,0.17168046474184614,False,
45,1.5,25.187651607136157,1040.69966506958,2268.7089869181314,0.07390376493310068,-93.42464876518906,0.06628665185453564,0.1700283143029536,False,
46,1.5333333333333334,27.398952950105798,1047.2308298746746,2261.191286722819,0.07459802887375976,-93.61203748135118,0.06576392792874708,0.17593855813481848,True,0.7059897780418396
86,2.8666666666666667,16.540779928502516,1167.6951090494792,1900.8400268554688,0.09034845227873715,-99.70721309649892,0.10224864942072727,0.2683778274209785,True,1.338348150253296
90,3.0,22.06986444475997,1159.7427838643391,1864.9316889444988,0.09360773274393046,-99.58861343222979,0.10133844011819379,0.2808465572868543,False,
91,3.033333333333333,17.962141124535254,1155.2934557596843,1858.4201558430989,0.09458688729721343,-99.5254006928478,0.10122464212159439,0.2839238644311596,False,
92,3.066666666666667,18.828092727090766,1150.6352259318035,1851.0321426391602,0.09565605929920339,-99.42644176611176,0.10241865112658982,0.2864726038710228,False,
93,3.1,31.08481743431719,1146.921578725179,1842.1684672037761,0.09649280851084903,-99.35976379498169,0.10169218116711318,0.2891440700338906,False,
94,3.1333333333333333,28.764346636386577,1143.8379300435383,1833.8467102050781,0.09694701780572045,-99.31095834365536,0.10152435826888191,0.29297926666073504,False,
95,3.1666666666666665,22.49041778344202,1141.7575937906902,1825.20738474528,0.09759932864734933,-99.2805860192636,0.10170752975793626,0.29518911906838285,False,
96,3.2,18.00052323385639,1142.9672190348308,1815.449951171875,0.09859961386753212,-99.27094433129149,0.09997119526188866,0.29962889940023635,False,
97,3.2333333333333334,34.940932456394265,1147.4463704427083,1806.021743774414,0.09955652219437643,-99.31961092813822,0.09878748564346426,0.3020929070666846,False,
98,3.2666666666666666,29.992543626562753,1153.8808428446453,1799.3373209635417,0.10026436394689679,-99.3906834961297,0.09823036985939852,0.3047109426935927,False,
99,3.3,31.158217352458898,1161.0011571248372,1794.8182169596355,0.10135105456277134,-99.45166042158174,0.09602608724800024,0.3088544347687415,False,
100,3.3333333333333335,28.09654908660793,1166.1554336547852,1791.8392740885417,0.10285561975299509,-99.43939844435508,0.09399198757389172,0.31490931100654435,False,
101,3.3666666666666667,31.50863574419753,1166.8235969543457,1791.055669148763,0.10444426461841273,-99.34790531159435,0.09361004328805195,0.3192440597594107,False,
102,3.4,21.41974595236511,1166.8040949503581,1790.0632960001628,0.1066666394158214,-99.1342702380814,0.09397382829731299,0.3236278393003536,False,
103,3.433333333333333,29.698865987906256,1168.3703333536785,1788.416956583659,0.10887556728226942,-98.89306110345203,0.0894140772720004,0.3320724686216615,False,
104,3.466666666666667,17.569740845340373,1170.5192540486653,1786.6399815877278,0.1110752062707849,-98.66180375762004,0.0882582613877452,0.33745100636664355,False,
105,3.5,27.18142178775702,1174.7046953837078,1783.932960510254,0.11285777078119551,-98.38758904015592,0.0861660742408215,0.34137042366815024,False,
106,3.533333333333333,24.44073239293689,1179.7105458577473,1781.7541071573894,0.11413879869420428,-98.23308437417667,0.08037691557144083,0.3487213340863239,False,
107,3.566666666666667,20.03935552597416,1185.5154406229656,1779.268719991048,0.11543250619106132,-98.09168195028711,0.07578475526814597,0.35480125025370296,False,
108,3.6,25.934277552105303,1189.5832138061523,1777.1243693033855,0.11612281252929492,-97.89972087325425,0.07523937525100284,0.3558411475715973,True,1.385394811630249
109,3.6333333333333333,19.557519846591923,1190.706076304118,1776.424296061198,0.11622950155340395,-97.76627846600239,0.07484949730786775,0.35255263077589893,False,
110,3.6666666666666665,19.601081099888276,1188.4054539998372,1778.0069173177083,0.11612019508838403,-97.5357989790968,0.07118464769584067,0.3570206708974979,False,
111,3.7,22.860151019498048,1181.791997273763,1782.1041615804036,0.11582016440679312,-97.19474474214155,0.06827113086427627,0.3594559488185305,False,
112,3.7333333333333334,23.00055470423459,1172.9567133585613,1788.1235478719075,0.11528663707376881,-96.85584001733241,0.06723298048281696,0.3617413054051242,False,
113,3.7666666666666666,30.243530375401967,1163.9068018595378,1794.6198094685872,0.11472433756057725,-96.44088799150668,0.0660135641905959,0.3627787867761805,False,
114,3.8,24.988668113122095,1155.7186317443848,1800.8811874389648,0.11402328611227813,-96.03551451070362,0.06279802149488635,0.36467953523377056,False,
115,3.8333333333333335,32.97426131180624,1145.8507092793782,1806.6098149617512,0.1133719173923816,-95.57656446691159,0.06097150245900177,0.3644274064788475,False,
116,3.8666666666666667,36.322596665157704,1136.175380706787,1810.9213790893555,0.11290573558003,-95.07782029217388,0.057140503712405206,0.36847339671007007,False,
119,3.966666666666667,26.084938896894073,1101.7792409261067,1821.3357187906902,0.11103183831269425,-93.6804819924875,0.05320117380781357,0.3674334664295509,False,
120,4.0,32.51919299225612,1089.6918512980144,1825.5706024169922,0.11003007775312272,-93.22921052821988,0.051838334030650725,0.36655941830634414,False,
121,4.033333333333333,26.786688153106674,1077.3627700805664,1830.2581939697266,0.10901700696381554,-92.7550787314683,0.04987477158561011,0.36696881015830024,False,
122,4.066666666666666,29.107130902714815,1063.9223556518555,1835.693374633789,0.10819162338773934,-92.23832818535841,0.052212382168385835,0.3689580609433115,False,
123,4.1,33.38517192744187,1050.9316012064617,1841.4192555745442,0.10741401916734761,-91.75686302707165,0.05058565312214378,0.36637683928639014,False,
124,4.133333333333334,31.92705566376336,1038.8728434244792,1847.1198196411133,0.10688585401600892,-91.25183324012212,0.04617494622117064,0.3653040866356889,True,1.1550722122192383
125,4.166666666666667,32.751309939024175,1026.1683654785156,1852.9703369140625,0.10628727213415308,-90.71782247039661,0.04585336683688155,0.36735770517923594,False,
127,4.233333333333333,36.25661371401982,1003.1305236816406,1864.0266036987305,0.10552383703655918,-89.77289406613963,0.04189567983987879,0.36363590392134154,False,
128,4.266666666666667,36.32583155749715,992.6956787109375,1871.6630477905273,0.11182625655513231,-89.30556708142323,-0.061714100279605805,0.3901107241509113,False,
129,4.3,33.510873932551014,981.8067436218262,1878.0935719807942,0.11118960121310302,-88.85283588865744,-0.06413045113961159,0.38888493045536715,False,
130,4.333333333333333,28.902789125135183,970.4383125305176,1883.6123504638672,0.10381588861627268,-88.48380684951333,0.03646262231307893,0.3607691660039631,False,
131,4.366666666666666,26.209563021248936,958.0188229878744,1892.6031443277996,0.1027622523307317,-88.04254949331784,0.03542752124599654,0.355804009344365,False,
132,4.4,19.683602886018363,943.6658604939779,1902.4556376139324,0.10164182920705862,-87.58782822522979,0.03490686306731372,0.35409912438484625,False,
133,4.433333333333334,17.418644716445296,930.1349538167318,1912.0789489746094,0.10020254039706798,-87.23866915488387,0.033012997135910306,0.350380550673512,False,
134,4.466666666666667,18.250326318951085,917.9527486165365,1921.3581949869792,0.09886574359258332,-86.83646045578921,0.032808649152854905,0.347295266949746,False,
135,4.5,23.5986475404972,907.4584814707438,1930.3273289998372,0.09709514117194402,-86.497988513654,0.03080595690408773,0.344765312361361,False,
136,4.533333333333333,17.316382850899686,898.2585875193278,1939.5538686116536,0.0952608008344773,-86.19521220529495,0.028976699243479346,0.34101001936765,True,0.9435449838638306
137,4.566666666666666,14.958009705610003,890.3408749898275,1949.066800435384,0.09320087798150263,-85.97197103817334,0.027289956612935776,0.33587291072891323,False,
138,4.6,18.09721112867519,884.7083683013916,1958.1444727579753,0.09102314122471566,-85.82007135851617,0.024919679043836213,0.3304789750861381,False,
139,4.633333333333334,18.586392276839273,881.0096791585287,1966.6662877400715,0.08881342046793707,-85.69127606224403,0.023628760080166924,0.32417228149694705,False,
140,4.666666666666667,25.73536084767744,877.2019519805908,1974.9374898274739,0.0867576736603751,-85.54604136740691,0.021130549509551302,0.32023597848211277,False,
141,4.7,31.894686186804176,872.3306814829508,1983.1135533650715,0.08490367220041663,-85.37871173225136,0.018738096285292046,0.31533702973868283,False,
142,4.733333333333333,40.92754167421545,869.4238243103027,1990.2020467122395,0.08299924854332791,-85.21074156026246,0.01609474205242747,0.31036834790083,False,
143,4.766666666666667,30.791613400850604,868.5488936106364,1996.6856536865234,0.08119516714650066,-85.05160446503429,0.01415312897711964,0.30711220318188664,False,
144,4.8,49.18207013031133,867.8080183664957,2003.2588653564453,0.07946693857710951,-84.9683965774533,0.010878712083334923,0.301879100625461,True,0.8163976073265076
145,4.833333333333333,53.22382551730286,868.3766479492188,2009.0837987263997,0.07795896106578486,-84.86094174149602,0.00883510856354761,0.2976361632554287,False,
146,4.866666666666666,37.842767552102195,871.4210497538248,2014.8804219563801,0.0763701485614976,-84.8287634322982,0.006474181995039764,0.2942241018019544,False,
147,4.9,38.46854032559907,877.4956944783529,2020.797004699707,0.07483875195623944,-84.89193808934739,0.0038022984187423767,0.28773869440407224,False,
148,4.933333333333334,31.346061348878017,885.4923286437988,2027.0893147786458,0.07327831884713013,-84.87706248099178,0.0007915021693284584,0.28491835844960006,False,
149,4.966666666666667,22.654437380059814,894.1559460957845,2034.411994934082,0.07169370249318793,-84.91933412902044,-0.002907137481886829,0.2798017616664127,False,
150,5.0,14.629359614862125,904.070743560791,2042.9233169555664,0.07001885254282064,-85.04511391587768,-0.006134524567694401,0.27358599269690353,False,
151,5.033333333333333,20.38781109944115,915.1224174499512,2052.4508768717446,0.06842632269727161,-85.13611659794684,-0.008966922693581314,0.2687164932175781,True,0.7442156672477722
152,5.066666666666666,22.692690910143625,926.7632395426432,2062.2612787882485,0.06690572324852478,-85.32256714218188,-0.011025203296664786,0.26444244338306483,False,
153,5.1,25.114740301406485,938.8051439921061,2071.8504231770835,0.06547117731383979,-85.48101003286638,-0.013791453181135463,0.2601537482952624,False,
154,5.133333333333334,16.4840649099631,949.9688720703125,2081.129264831543,0.06414544055773508,-85.65743084758043,-0.015679632327885457,0.2560674203465323,False,
155,5.166666666666667,20.617564652069426,960.9981803894043,2090.6014556884766,0.06305403568353889,-85.75206500575753,-0.016892765830738645,0.2536850424632463,False,
156,5.2,30.32992290428828,970.9043807983398,2101.05010732015,0.061999396709737836,-85.91603626966989,-0.01912076530293183,0.24872739200247806,False,
157,5.233333333333333,29.969726503029033,978.276902516683,2111.950340270996,0.060923154002396326,-86.01920106680289,-0.019919174464752987,0.24437207129398197,True,0.6549010872840881
158,5.266666666666667,28.85026739938726,983.7326304117838,2123.3782374064126,0.059994895862848216,-86.05299859136572,-0.021014600145069146,0.24308792220927003,False,
159,5.3,37.401332062647604,988.2730662027994,2134.7702916463218,0.058969132429754406,-86.07988692543132,-0.021886573924427808,0.23842185133718266,False,
160,5.333333333333333,35.69170572899034,991.3843841552734,2146.1173553466797,0.058033204474903205,-86.07789594111667,-0.022372997947227594,0.2369094121266599,False,
161,5.366666666666666,42.21622610960706,993.6223373413086,2157.336067199707,0.05720186731654663,-86.13209251201233,-0.024567232142089338,0.23370814607364532,False,
162,5.4,39.57240767831106,995.3360087076823,2168.0068003336587,0.05640253845116357,-86.11518483262583,-0.024269241504163735,0.23111515257264642,False,
163,5.433333333333334,41.54690279841639,996.6150398254395,2177.8507181803384,0.05574214194490151,-86.11604713673697,-0.024202545214317854,0.22721087205105514,False,
164,5.466666666666667,43.959558383567774,997.1259358723959,2187.365898132324,0.05517520329889925,-86.08255788721354,-0.02394133556303361,0.22510466803332524,False,
165,5.5,48.36660532322767,997.1409492492676,2195.565045674642,0.05478105447772791,-85.9960382576007,-0.022888588313054414,0.22434820127410737,False,
166,5.533333333333333,45.096642443759485,997.8706219991049,2202.857579549154,0.05438786692921838,-85.9894217249072,-0.023969395819486584,0.22181270615210424,False,
167,5.566666666666666,40.23551324223691,998.8249829610189,2209.6705373128257,0.05406151141534209,-85.98496402201414,-0.023726326482408504,0.21892206881943174,False,
168,5.6,47.16453561741956,998.0587882995605,2216.1929524739585,0.05385047156914093,-85.95918233295919,-0.024618516053924813,0.2162651836920053,False,
169,5.633333333333334,46.54192126847686,997.3055267333984,2222.494196573893,0.053590700537144896,-85.86736320553246,-0.023953125188729003,0.2161981766216189,False,
170,5.666666666666667,48.355248609526434,997.5185572306315,2228.562329610189,0.05338663976580853,-85.86257700882244,-0.023848212024006516,0.21310344608201803,False,
171,5.7,59.708955399861274,998.4506200154623,2234.080998738607,0.053270912996393485,-85.78340076064615,-0.02529879469612339,0.21124505609784794,False,
172,5.733333333333333,61.00781114331853,999.8711051940918,2238.3722025553384,0.053078938842149516,-85.74607059696854,-0.025371936948325517,0.20864300478106157,False,
173,5.766666666666667,71.99168411843966,1002.4995155334473,2241.8862584431968,0.05290905496808041,-85.67267000760815,-0.026245688118836697,0.20764413595034922,False,
174,5.8,78.1912048104876,1006.0232696533203,2244.6446482340493,0.052800636442851906,-85.57906923814718,-0.02550670757247975,0.20894131583002398,True,0.5916473269462585
175,5.833333333333333,68.92947870979178,1010.2624231974283,2246.9374923706055,0.052696662229935125,-85.51256288649823,-0.02578609680847469,0.20734047890192778,False,
176,5.866666666666666,72.34674256495552,1015.098248799642,2249.1223653157554,0.052615300632012044,-85.48744333938643,-0.026907479300300016,0.20486641846552908,False,
177,5.9,66.42825300745312,1019.3143183390299,2251.120480855306,0.05257684264302009,-85.4609662362249,-0.02623656212767214,0.20274533383685184,False,
178,5.933333333333334,69.93690168813957,1022.2088623046875,2252.891426086426,0.05262143102288615,-85.35357715236103,-0.026832717212940532,0.20272794534681793,False,
179,5.966666666666667,63.73424997448609,1025.3421389261882,2254.1164754231772,0.05269493417474785,-85.17636302805052,-0.0272817450999409,0.20308037213733937,False,
180,6.0,69.26475246457157,1029.424238840739,2255.208709716797,0.0527737337446596,-85.10279284657632,-0.02735662875782966,0.20223206262992155,False,
181,6.033333333333333,59.888951242303335,1032.4861958821614,2256.3040211995444,0.05299853071555351,-84.95858461792277,-0.02777854457292629,0.20202792871962358,False,
182,6.066666666666666,67.44615331090839,1035.5251490275066,2256.614545186361,0.0531760729364616,-84.92142665832019,-0.029705221056064133,0.19839407716815113,False,
183,6.1,46.923167146849195,1040.290465037028,2256.406847635905,0.05325613108044275,-84.74861475440727,-0.029137654897516185,0.19954662714232374,False,
184,6.133333333333334,62.33915332855638,1045.825564066569,2256.730178833008,0.05331528383550769,-84.61768979822247,-0.02944011319111983,0.19966969028139375,False,
185,6.166666666666667,50.744604884912505,1051.6171124776204,2257.696034749349,0.053333867127952496,-84.49349653690265,-0.028902781414411518,0.1967135106943996,False,
186,6.2,59.85325997513077,1058.110984802246,2259.303944905599,0.05328987078197158,-84.37740190243638,-0.031027234764600058,0.19627494592808883,False,
187,6.233333333333333,48.219166642979836,1064.9739303588867,2261.787727355957,0.05316486354485042,-84.20006636971708,-0.030480076918584353,0.1956156464441912,False,
188,6.266666666666667,51.786036005482224,1070.2780698140461,2265.766891479492,0.053037739602139616,-84.01218906987103,-0.03072253366618087,0.1954636858918217,False,
189,6.3,50.339359975439855,1074.1962191263835,2270.728586832682,0.05291087235214586,-83.83393462403072,-0.03158206328976905,0.19323188250771478,False,
190,6.333333333333333,48.99342268437582,1076.7032381693523,2276.6108067830405,0.05288825765640075,-83.61711829914995,-0.03236015921320483,0.19255873875845514,False,
191,6.366666666666666,35.02178481231039,1079.4546000162761,2283.7702433268228,0.052850457495947065,-83.37711186628185,-0.03196448841612868,0.19102452202910722,False,
192,6.4,36.576504175817924,1081.1308263142903,2292.2664108276367,0.05304650128612986,-83.09216090960571,-0.03181487919075878,0.19092987165162317,False,
193,6.433333333333334,56.998106304836355,1080.346549987793,2300.8142013549805,0.05350438475362386,-82.74972984669786,-0.033444029860749964,0.19042709594641816,True,0.5492985248565674
194,6.466666666666667,45.47537906395301,1080.1413230895996,2309.0634129842124,0.053915488159771846,-82.40102275040775,-0.03549623557155899,0.1935854165816185,False,
195,6.5,33.05268484273375,1079.7877604166667,2317.5602366129556,0.05444729584318046,-82.08250249189352,-0.03669883947990565,0.192275095750879,False,
196,6.533333333333333,39.527763700288816,1078.3502705891926,2326.1979446411133,0.05496600791018459,-81.7356640825262,-0.03909987452444159,0.19246979889750412,False,
