image_name,x,y,z,roll,pitch,yaw,tag
moving_0000.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0001.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0002.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0003.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0004.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0005.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0006.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0007.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0008.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0009.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0010.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0011.jpg,-3.855882,0.045762,1.650000,0.000000,0.000000,0.638235,anchor_F3_front_near_left_seat
moving_0012.jpg,-3.814438,0.043420,1.659091,0.000000,0.013636,0.607486,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0013.jpg,-3.772994,0.041078,1.668182,0.000000,0.027273,0.576738,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0014.jpg,-3.731551,0.038736,1.677273,0.000000,0.040909,0.545989,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0015.jpg,-3.690107,0.036394,1.686364,0.000000,0.054545,0.515240,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0016.jpg,-3.648663,0.034052,1.695455,0.000000,0.068182,0.484492,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0017.jpg,-3.607219,0.031710,1.704545,0.000000,0.081818,0.453743,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0018.jpg,-3.565775,0.029368,1.713636,0.000000,0.095455,0.422995,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0019.jpg,-3.524331,0.027026,1.722727,0.000000,0.109091,0.392246,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0020.jpg,-3.482888,0.024684,1.731818,0.000000,0.122727,0.361497,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0021.jpg,-3.441444,0.022342,1.740909,0.000000,0.136364,0.330749,transition_anchor_F3_front_near_left_seat_to_front_bridge_to_F4_1
moving_0022.jpg,-3.400000,0.020000,1.750000,0.000000,0.150000,0.300000,front_bridge_to_F4_1
moving_0023.jpg,-3.400000,0.020000,1.750000,0.000000,0.150000,0.300000,front_bridge_to_F4_1
moving_0024.jpg,-3.400000,0.020000,1.750000,0.000000,0.150000,0.300000,front_bridge_to_F4_1
moving_0025.jpg,-3.400000,0.020000,1.750000,0.000000,0.150000,0.300000,front_bridge_to_F4_1
moving_0026.jpg,-3.375685,0.022912,1.773077,0.000000,0.170441,0.241472,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0027.jpg,-3.351371,0.025825,1.796154,0.000000,0.190883,0.182944,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0028.jpg,-3.327056,0.028737,1.819231,0.000000,0.211324,0.124416,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0029.jpg,-3.302741,0.031650,1.842308,0.000000,0.231766,0.065888,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0030.jpg,-3.278427,0.034562,1.865385,0.000000,0.252207,0.007360,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0031.jpg,-3.254112,0.037475,1.888462,0.000000,0.272649,-0.051168,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0032.jpg,-3.229797,0.040387,1.911538,0.000000,0.293090,-0.109697,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0033.jpg,-3.205482,0.043299,1.934615,0.000000,0.313532,-0.168225,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0034.jpg,-3.181168,0.046212,1.957692,0.000000,0.333973,-0.226753,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0035.jpg,-3.156853,0.049124,1.980769,0.000000,0.354415,-0.285281,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0036.jpg,-3.132538,0.052037,2.003846,0.000000,0.374856,-0.343809,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0037.jpg,-3.108224,0.054949,2.026923,0.000000,0.395298,-0.402337,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0038.jpg,-3.083909,0.057861,2.050000,0.000000,0.415739,-0.460865,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0039.jpg,-3.059594,0.060774,2.073077,0.000000,0.436181,-0.519393,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0040.jpg,-3.035280,0.063686,2.096154,0.000000,0.456622,-0.577921,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0041.jpg,-3.010965,0.066599,2.119231,0.000000,0.477064,-0.636449,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0042.jpg,-2.986650,0.069511,2.142308,0.000000,0.497505,-0.694977,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0043.jpg,-2.962336,0.072424,2.165385,0.000000,0.517947,-0.753505,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0044.jpg,-2.938021,0.075336,2.188462,0.000000,0.538388,-0.812033,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0045.jpg,-2.913706,0.078248,2.211538,0.000000,0.558830,-0.870562,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0046.jpg,-2.889391,0.081161,2.234615,0.000000,0.579271,-0.929090,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0047.jpg,-2.865077,0.084073,2.257692,0.000000,0.599713,-0.987618,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0048.jpg,-2.840762,0.086986,2.280769,0.000000,0.620154,-1.046146,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0049.jpg,-2.816447,0.089898,2.303846,0.000000,0.640596,-1.104674,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0050.jpg,-2.792133,0.092811,2.326923,0.000000,0.661037,-1.163202,transition_front_bridge_to_F4_1_to_anchor_F4_front_right_table_or_box
moving_0051.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0052.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0053.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0054.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0055.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0056.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0057.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0058.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0059.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0060.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0061.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0062.jpg,-2.767818,0.095723,2.350000,0.000000,0.681479,-1.221730,anchor_F4_front_right_table_or_box
moving_0063.jpg,-2.761653,0.091566,2.327273,0.000000,0.660435,-1.165209,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0064.jpg,-2.755487,0.087410,2.304545,0.000000,0.639392,-1.108688,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0065.jpg,-2.749322,0.083253,2.281818,0.000000,0.618348,-1.052167,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0066.jpg,-2.743157,0.079096,2.259091,0.000000,0.597305,-0.995646,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0067.jpg,-2.736992,0.074940,2.236364,0.000000,0.576261,-0.939125,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0068.jpg,-2.730826,0.070783,2.213636,0.000000,0.555218,-0.882605,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0069.jpg,-2.724661,0.066627,2.190909,0.000000,0.534174,-0.826084,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0070.jpg,-2.718496,0.062470,2.168182,0.000000,0.513131,-0.769563,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0071.jpg,-2.712331,0.058313,2.145455,0.000000,0.492087,-0.713042,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0072.jpg,-2.706165,0.054157,2.122727,0.000000,0.471044,-0.656521,transition_anchor_F4_front_right_table_or_box_to_front_recover_1
moving_0073.jpg,-2.700000,0.050000,2.100000,0.000000,0.450000,-0.600000,front_recover_1
moving_0074.jpg,-2.700000,0.050000,2.100000,0.000000,0.450000,-0.600000,front_recover_1
moving_0075.jpg,-2.700000,0.050000,2.100000,0.000000,0.450000,-0.600000,front_recover_1
moving_0076.jpg,-2.700000,0.050000,2.100000,0.000000,0.450000,-0.600000,front_recover_1
moving_0077.jpg,-2.675000,0.047500,2.079167,0.000000,0.429167,-0.541667,transition_front_recover_1_to_front_recover_2
moving_0078.jpg,-2.650000,0.045000,2.058333,0.000000,0.408333,-0.483333,transition_front_recover_1_to_front_recover_2
moving_0079.jpg,-2.625000,0.042500,2.037500,0.000000,0.387500,-0.425000,transition_front_recover_1_to_front_recover_2
moving_0080.jpg,-2.600000,0.040000,2.016667,0.000000,0.366667,-0.366667,transition_front_recover_1_to_front_recover_2
moving_0081.jpg,-2.575000,0.037500,1.995833,0.000000,0.345833,-0.308333,transition_front_recover_1_to_front_recover_2
moving_0082.jpg,-2.550000,0.035000,1.975000,0.000000,0.325000,-0.250000,transition_front_recover_1_to_front_recover_2
moving_0083.jpg,-2.525000,0.032500,1.954167,0.000000,0.304167,-0.191667,transition_front_recover_1_to_front_recover_2
moving_0084.jpg,-2.500000,0.030000,1.933333,0.000000,0.283333,-0.133333,transition_front_recover_1_to_front_recover_2
moving_0085.jpg,-2.475000,0.027500,1.912500,0.000000,0.262500,-0.075000,transition_front_recover_1_to_front_recover_2
moving_0086.jpg,-2.450000,0.025000,1.891667,0.000000,0.241667,-0.016667,transition_front_recover_1_to_front_recover_2
moving_0087.jpg,-2.425000,0.022500,1.870833,0.000000,0.220833,0.041667,transition_front_recover_1_to_front_recover_2
moving_0088.jpg,-2.400000,0.020000,1.850000,0.000000,0.200000,0.100000,front_recover_2
moving_0089.jpg,-2.400000,0.020000,1.850000,0.000000,0.200000,0.100000,front_recover_2
moving_0090.jpg,-2.400000,0.020000,1.850000,0.000000,0.200000,0.100000,front_recover_2
moving_0091.jpg,-2.400000,0.020000,1.850000,0.000000,0.200000,0.100000,front_recover_2
moving_0092.jpg,-2.363636,0.018182,1.831818,0.000000,0.181818,0.122727,transition_front_recover_2_to_front_aisle
moving_0093.jpg,-2.327273,0.016364,1.813636,0.000000,0.163636,0.145455,transition_front_recover_2_to_front_aisle
