approach,targetless_colmap_status,metric_registration_status,registered_images,registered_static_cameras,registered_moving_frames,sparse_points3d,anchor_count,anchor_good,anchor_usable,anchor_weak,anchor_outlier,anchor_mean_translation_residual_cm,anchor_median_translation_residual_cm,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg,recommendation
AP03_targetless_colmap_aruco_scale,success_all_images_registered,preliminary / outlier affected,208,4,204,9401,26,10,5,0,11,63.142,15.961,50.389,51.864,1.568,1.568,Run robust Ref-ArUco anchor filtering before treating AP03 as final.
