approach,reference_frame,final_variant,registered_images,registered_static_cameras,registered_moving_frames,num_sparse_points3d,ref_marker_anchor_count,estimated_colmap_to_metric_scale,anchor_mean_translation_residual_cm,anchor_median_translation_residual_cm,anchor_mean_rotation_residual_deg,anchor_median_rotation_residual_deg,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg,camera_eval_file
AP03_targetless_colmap_aruco_scale,aruco_marker_14,targetless_colmap_sim3_ref_marker_14,208,4,204,9401,26,0.6922203122875075,63.142401214322184,15.960804405308567,6.652991725634158,1.6487713542845932,50.38919658574071,51.86380755871474,1.568433412953073,1.56803801842146,results/bus_real_data/90_approach_comparison_ref_aruco/03_targetless_colmap_aruco_scale/ap03_static_cameras_ref_aruco_vs_gt.csv
