approach,reference_frame,camera_count,marker_count,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg,marker_mean_translation_error_cm,marker_median_translation_error_cm,marker_mean_rotation_error_deg,marker_median_rotation_error_deg,camera_eval_file,marker_eval_file
AP02_ref_marker_graph_ba,aruco_marker_14,4,15,8.65493035433338,7.510678244868734,0.409465778146862,0.32257485946333797,5.9431032116220495,5.315504553776566,0.8269403019463245,0.7105961300722591,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_static_cameras_ref_aruco_vs_gt.csv,results/bus_real_data/90_approach_comparison_ref_aruco/02_ref_marker_graph_ba/ap02_markers_ref_aruco_vs_gt.csv
