approach,reference_frame,final_variant,registered_images,registered_static_cameras,registered_moving_frames,num_sparse_points3d,corner_observation_count,unique_anchor_images,detected_marker_ids,used_marker_ids,estimated_colmap_to_metric_scale,corner_fit_mean_error_cm,corner_fit_median_error_cm,corner_triangulation_mean_reproj_px,corner_triangulation_median_reproj_px,camera_mean_translation_error_cm,camera_median_translation_error_cm,camera_mean_rotation_error_deg,camera_median_rotation_error_deg
AP03_targetless_colmap_multi_aruco_scale,aruco_marker_14,colmap_then_multi_aruco_sim3,208,4,204,9378,1112,157,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,0.7706228599066489,0.7133080464380722,0.6901377471804669,0.5978871169621554,0.5055852024532914,1.2874008264229537,0.7629875095647414,0.16229894363810526,0.15336489215299265
