camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.061926280353141
cam_edge_0,cam_edge_3,3.7102536407010343
cam_edge_0,cam_edge_5,6.001249536546174
cam_edge_1,cam_edge_3,2.1327145635849023
cam_edge_1,cam_edge_5,10.076623087031143
cam_edge_3,cam_edge_5,9.457823702806238
