method,marker_id,corner_index,static_camera,cross_camera_reprojection_error_px
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",2,0,camera_back_left,0.5690899704683205
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",2,1,camera_back_left,0.7201786945183685
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",2,2,camera_back_left,1.8416049286136853
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",2,3,camera_back_left,0.9337637046187481
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",2,0,camera_center_left,2.745493891923038
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",2,1,camera_center_left,1.3238783491290753
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",2,2,camera_center_left,1.167555980292592
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",2,3,camera_center_left,0.46852427865875895
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",3,0,camera_center_right,1.1671003614469178
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",3,1,camera_center_right,6.430791957584441
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",3,2,camera_center_right,9.820793255636158
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",3,3,camera_center_right,6.0098746375754075
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",4,0,camera_center_right,8.802707535877108
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",4,1,camera_center_right,4.290733131867902
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",4,2,camera_center_right,3.7170296402487866
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",4,3,camera_center_right,8.553298366749145
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",5,0,camera_center_right,1.9460853551289912
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",5,1,camera_center_right,6.196741955753713
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",5,2,camera_center_right,4.857693166203377
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",5,3,camera_center_right,6.045086993464335
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",6,0,camera_center_left,1.4764118957688146
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",6,1,camera_center_left,6.561488187616265
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",6,2,camera_center_left,4.3193283391555175
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",6,3,camera_center_left,3.348853190598778
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",8,0,camera_back_left,0.8469402623698339
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",8,1,camera_back_left,0.8899661150125527
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",8,2,camera_back_left,2.7168999195112638
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",8,3,camera_back_left,3.4159912204040164
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",8,0,camera_center_left,2.9678070774075245
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",8,1,camera_center_left,7.006000806109645
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",8,2,camera_center_left,2.6646857919250406
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",8,3,camera_center_left,2.580093332884537
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",12,0,camera_front_right,10.804081798195455
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",12,1,camera_front_right,14.908288787529832
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",12,2,camera_front_right,5.236058280628392
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",12,3,camera_front_right,4.941492205441642
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",15,0,camera_center_left,9.301303070676662
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",15,1,camera_center_left,5.071175321232431
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",15,2,camera_center_left,12.93633611199705
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",15,3,camera_center_left,21.314220740840916
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",20,0,camera_center_right,12.52623208117162
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",20,1,camera_center_right,3.318390791129818
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",20,2,camera_center_right,6.922746717577901
"AP02 (ref 8, nfev 160, aruco high_sensitivity)",20,3,camera_center_right,13.540819872583524
"AP03 (multi - markers, aruco baseline)",0,0,camera_front_left,151.62463884517763
"AP03 (multi - markers, aruco baseline)",0,1,camera_front_left,141.25640135513038
"AP03 (multi - markers, aruco baseline)",0,2,camera_front_left,151.3461937907104
"AP03 (multi - markers, aruco baseline)",0,3,camera_front_left,158.6985227138823
"AP03 (multi - markers, aruco baseline)",2,0,camera_back_left,100.34118863286922
"AP03 (multi - markers, aruco baseline)",2,1,camera_back_left,102.09080374861504
"AP03 (multi - markers, aruco baseline)",2,2,camera_back_left,100.47170088142258
"AP03 (multi - markers, aruco baseline)",2,3,camera_back_left,102.48167869814651
"AP03 (multi - markers, aruco baseline)",2,0,camera_center_left,152.89222738724044
"AP03 (multi - markers, aruco baseline)",2,1,camera_center_left,141.59159288450456
"AP03 (multi - markers, aruco baseline)",2,2,camera_center_left,130.8970500272091
"AP03 (multi - markers, aruco baseline)",2,3,camera_center_left,138.70684862864766
"AP03 (multi - markers, aruco baseline)",3,0,camera_center_right,1298.583416850019
"AP03 (multi - markers, aruco baseline)",3,1,camera_center_right,1329.4618617660274
