mode,root_camera,target_camera,root_marker,target_marker,root_frame,target_frame,quality,translation_deviation_m,rotation_deviation_deg,inlier,x_m,y_m,z_m
relay,cam_edge_3,cam_edge_0,1,3,85,120,22.91777595262492,0.4673921437212114,6.3824722464173345,True,2.0937872177998043,-1.187228926909477,3.051996016853221
relay,cam_edge_3,cam_edge_0,1,3,85,121,23.378069410984814,0.469475481074002,6.231281486178713,True,2.094349045979447,-1.1882147479133236,3.0690591986280977
relay,cam_edge_3,cam_edge_0,1,3,85,122,23.866431184740854,0.47003831906752125,5.692371736656781,True,2.078196803523598,-1.175737334583348,3.012708388499831
relay,cam_edge_3,cam_edge_0,1,3,85,123,24.17617091070327,0.48532210706611306,6.221051339685078,True,2.085237927901206,-1.2060614004307928,3.040099742653016
relay,cam_edge_3,cam_edge_0,1,3,85,124,24.52294528114463,0.5097740388584604,6.250310517558767,True,2.0694737897511257,-1.2258332473685232,3.030842180412074
relay,cam_edge_3,cam_edge_0,1,3,86,40,23.562858734105877,0.48503402031173715,12.59486701005003,True,2.7400339001130183,-0.8344859944760583,2.6277718167773143
relay,cam_edge_3,cam_edge_0,1,3,86,41,23.85806588936898,0.4084495631363808,11.898847446838397,True,2.651241629731205,-0.8368162436590347,2.6600646086297344
relay,cam_edge_3,cam_edge_0,1,3,86,42,24.195770102845845,0.2990039842196588,10.877562254645415,True,2.6416497950835987,-0.812157308168767,2.7955881752453164
relay,cam_edge_3,cam_edge_0,1,3,86,44,24.945495128317013,0.13440164997786594,8.640668516088438,True,2.487576013836555,-1.0043759809677388,2.9774583324100545
relay,cam_edge_3,cam_edge_0,1,3,86,45,25.207688640405255,0.23906781307808525,7.169037747342939,True,2.3914201456566504,-1.1130927843503111,3.0330104994178226
relay,cam_edge_3,cam_edge_0,1,3,86,46,25.15181628366029,0.416977686827337,5.1960828093439515,True,2.2230240568002517,-1.2270629885793916,3.081559267544619
relay,cam_edge_3,cam_edge_0,1,3,86,47,25.110834932539873,0.601211817547045,5.799335140876323,True,2.0626197181407644,-1.3384551711464867,3.090362692853838
relay,cam_edge_3,cam_edge_0,1,3,86,48,25.12141336234171,0.6026855255505841,5.977219624875261,True,2.0481443323449993,-1.3295657550540596,3.0809091291172424
relay,cam_edge_3,cam_edge_0,1,3,86,49,25.056848169225464,0.5767907527629546,5.924881779558837,True,2.0412965650456973,-1.2917300670387697,3.0492569973986647
relay,cam_edge_3,cam_edge_0,1,3,86,51,25.041317786155936,0.535557444174217,6.253274409006805,True,2.066737524142958,-1.2584820317199914,3.051653784021429
relay,cam_edge_3,cam_edge_0,1,3,86,52,24.95291288418296,0.5406136309535585,5.405935935601074,True,2.0367508068029365,-1.2356338012408519,2.9899115194419306
relay,cam_edge_3,cam_edge_0,1,3,86,53,24.945670572885835,0.5333579786265784,5.4064398206658755,True,2.041306352511974,-1.2300744461767383,2.9955108964821946
relay,cam_edge_3,cam_edge_0,1,3,86,113,20.17387031298277,0.48803555892061756,6.267287316349815,True,2.100617167332117,-1.2220973048268235,3.0704429979857544
relay,cam_edge_3,cam_edge_0,1,3,86,115,21.51459109901685,0.5063588972124979,5.796672107856353,True,2.0797648200750998,-1.2318684712695258,3.0295239836091756
relay,cam_edge_3,cam_edge_0,1,3,86,116,22.15140564776904,0.526979507726459,6.395837379971646,True,2.0764798024914746,-1.2529508897682886,3.0733064732343314
relay,cam_edge_3,cam_edge_0,1,3,86,118,22.676733421631088,0.48974757249922746,5.231468855673242,True,2.078773347804086,-1.2062980122679294,3.029776532484721
relay,cam_edge_3,cam_edge_0,1,3,86,120,23.480349750909326,0.5131573584456304,5.994609587318527,True,2.069593553145303,-1.2301356792174967,3.0414701996278017
relay,cam_edge_3,cam_edge_0,1,3,86,121,23.951942256774107,0.5148712429581397,5.897186202557115,True,2.070136706119314,-1.2312625258386238,3.058525253652249
relay,cam_edge_3,cam_edge_0,1,3,86,122,24.452292084631328,0.5156829711823685,5.312432490722627,True,2.0541696927701754,-1.2181308412754277,3.002270405620166
relay,cam_edge_3,cam_edge_0,1,3,86,123,24.769635142368802,0.53171543008315,5.9279828782463735,True,2.0607991349781747,-1.2487593134785344,3.0294247767393925
relay,cam_edge_3,cam_edge_0,1,3,86,124,25.1249219520246,0.5565003821202392,6.016769826088499,True,2.0447771871020435,-1.268247187164938,3.0200090236082806
relay,cam_edge_3,cam_edge_0,1,3,87,40,24.24112263055636,0.5256988114948556,14.085926992718838,True,2.777636798077011,-0.7473553116754343,2.625510294427743
relay,cam_edge_3,cam_edge_0,1,3,87,41,24.544827411580766,0.447188879213002,13.361599997782493,True,2.689106032582626,-0.7515285546753379,2.6583311620317174
relay,cam_edge_3,cam_edge_0,1,3,87,42,24.892252541278587,0.3552039145031825,12.430713525697513,True,2.679614878094134,-0.7254236151115885,2.793590740681351
relay,cam_edge_3,cam_edge_0,1,3,87,44,25.663558624582375,0.09979224293507176,10.09604726801726,True,2.531445304940524,-0.9191878093808705,2.97869805257945
relay,cam_edge_3,cam_edge_0,1,3,87,45,25.9332994548946,0.15091924143238086,8.478039414803765,True,2.4383792033868623,-1.029600056857946,3.0361364885877467
relay,cam_edge_3,cam_edge_0,1,3,87,46,25.875818795743825,0.3257433632017576,6.038796233925618,True,2.273193217310268,-1.1471809148544574,3.0870458680525146
relay,cam_edge_3,cam_edge_0,1,3,87,47,25.83365778424322,0.5112038168815817,5.961741448350357,True,2.1157185998909664,-1.2624805879032692,3.098136438754941
relay,cam_edge_3,cam_edge_0,1,3,87,48,25.844540717293008,0.51314348423271,6.056738890877863,True,2.100971872012482,-1.2540798173828687,3.088655433994688
relay,cam_edge_3,cam_edge_0,1,3,87,49,25.77811699589069,0.4882782848280261,6.09362694394501,True,2.092996599420058,-1.2168294167451414,3.0565759806590824
relay,cam_edge_3,cam_edge_0,1,3,87,51,25.76213956612564,0.4475383221171497,6.626017897102661,True,2.117597486760334,-1.1829203096176977,3.058416533389347
relay,cam_edge_3,cam_edge_0,1,3,87,52,25.671189902757025,0.45476147267262046,5.688280620466791,True,2.0867109793040455,-1.1616145630912866,2.9965663845587422
relay,cam_edge_3,cam_edge_0,1,3,87,53,25.66373911937529,0.4476032836324007,5.679507670639625,True,2.091153714771015,-1.1558718690849628,3.002070566223196
relay,cam_edge_3,cam_edge_0,1,3,87,113,20.754581169818014,0.40084677188194606,6.871377360208576,True,2.1506420920928377,-1.1454565726357864,3.076561384033029
relay,cam_edge_3,cam_edge_0,1,3,87,115,22.133895002419546,0.4187758774356528,6.306223831799139,True,2.129826405392195,-1.1562648478359907,3.035885221582447
relay,cam_edge_3,cam_edge_0,1,3,87,116,22.789040447351486,0.4393069971880868,6.877359541452936,True,2.1273116428758283,-1.1768732347072983,3.0799435518743157
relay,cam_edge_3,cam_edge_0,1,3,87,118,23.329489937420984,0.4037397664591661,5.8338416207553205,True,2.128187277734965,-1.1307265438187746,3.0358263981304305
relay,cam_edge_3,cam_edge_0,1,3,87,120,24.15623860173964,0.4263178954831134,6.610754528501793,True,2.1196783488548165,-1.1546405961475978,3.0478663764259233
relay,cam_edge_3,cam_edge_0,1,3,87,121,24.641406038141255,0.4282635914175272,6.401209181793855,True,2.120341001182317,-1.1555394543878599,3.064930743158806
relay,cam_edge_3,cam_edge_0,1,3,87,122,25.156158584601528,0.43002643682659863,5.937086341720473,True,2.103745519819438,-1.1435225333944938,3.008608649891198
relay,cam_edge_3,cam_edge_0,1,3,87,123,25.482636456636428,0.4441231246151951,6.359355900846107,True,2.1112955041600587,-1.173630504300552,3.0361026584883937
relay,cam_edge_3,cam_edge_0,1,3,87,124,25.84815030277341,0.46857693988569366,6.345026068141825,True,2.0957235514787538,-1.193634385130974,3.027019956082048
relay,cam_edge_3,cam_edge_0,1,3,90,40,26.473908701542435,0.4697408383753678,12.803556715903815,True,2.7427547799369894,-0.788106999704393,2.658760990486835
relay,cam_edge_3,cam_edge_0,1,3,90,41,26.805586931449454,0.39235819142549155,12.074392388319211,True,2.6536141000913935,-0.790923601929219,2.6900392208556982
relay,cam_edge_3,cam_edge_0,1,3,90,42,27.18501247639711,0.29414991438630866,11.227262958510272,True,2.64222843183037,-0.7651759215971424,2.8252210503128974
relay,cam_edge_3,cam_edge_0,1,3,90,44,28.027361535123852,0.08742836832509883,9.183214033058643,True,2.4876832918648786,-0.9571349984112942,3.0069654170734434
relay,cam_edge_3,cam_edge_0,1,3,90,45,28.32194748411627,0.1994912241631381,7.775642838060725,True,2.39181495289296,-1.0661923646725175,3.062346731876775
relay,cam_edge_3,cam_edge_0,1,3,90,46,28.25917243257869,0.38570903344756174,5.816656406815744,True,2.2238406373774975,-1.181186674390505,3.109932140778825
relay,cam_edge_3,cam_edge_0,1,3,90,47,28.213128081158064,0.5714839014370955,6.283039037849552,True,2.0642999669616082,-1.2938783113525094,3.117846680379842
relay,cam_edge_3,cam_edge_0,1,3,90,48,28.225013412557775,0.5733086609372434,6.470534986932802,True,2.049860833535791,-1.2851963031745144,3.108148095966069
relay,cam_edge_3,cam_edge_0,1,3,90,49,28.152471576817668,0.5476342046192917,6.46503040560016,True,2.0430612565441577,-1.247696565716181,3.07608840023768
relay,cam_edge_3,cam_edge_0,1,3,90,51,28.135022508004656,0.5072103820725593,6.8889899673659265,True,2.0681880328323707,-1.214210754326333,3.078489314102833
relay,cam_edge_3,cam_edge_0,1,3,90,52,28.03569571026709,0.511255017019604,5.980903799825043,True,2.0387315440450196,-1.1921575182122068,3.0162051095764983
relay,cam_edge_3,cam_edge_0,1,3,90,53,28.027558654817586,0.504403527891158,6.003449207772524,True,2.0431737404795838,-1.1865107937235804,3.0218081303743656
relay,cam_edge_3,cam_edge_0,1,3,90,113,22.66623107363503,0.4615819716008599,7.000226637441852,True,2.1015341992071095,-1.177373751653455,3.0973514867586767
relay,cam_edge_3,cam_edge_0,1,3,90,115,24.172589876879506,0.4775632133272204,6.480385515734354,True,2.081245787494651,-1.1876783775696682,3.0562801238370314
relay,cam_edge_3,cam_edge_0,1,3,90,116,24.888079046242346,0.49988293395759464,7.049572339842684,True,2.0776289595382975,-1.2084085011969465,3.1002044523804537
relay,cam_edge_3,cam_edge_0,1,3,90,118,25.478307917897812,0.46252997658259515,5.929024798095055,True,2.0800334353783274,-1.162116196852594,3.0562971850405978
relay,cam_edge_3,cam_edge_0,1,3,90,120,26.38120622800764,0.48564324679111076,6.6500490544045405,True,2.0709211321793908,-1.1859300454085708,3.068091734383101
relay,cam_edge_3,cam_edge_0,1,3,90,121,26.911061161378885,0.4883357311913993,6.5561324263209615,True,2.0712744240609964,-1.1869044608084527,3.0851611621916826
relay,cam_edge_3,cam_edge_0,1,3,90,122,27.473226211511424,0.48720595802804595,5.933844697719728,True,2.0558548605733917,-1.1743985710327804,3.028611764629534
relay,cam_edge_3,cam_edge_0,1,3,90,123,27.82977510196714,0.5028127588582803,6.552242183870657,True,2.0624272708802245,-1.2047324559134167,3.0561085196230464
relay,cam_edge_3,cam_edge_0,1,3,90,124,28.228955467466488,0.5267342333349093,6.582392133464748,True,2.0466832589299924,-1.2244386342246507,3.046678298752591
relay,cam_edge_3,cam_edge_0,1,3,93,40,28.301182844851937,0.49617739136149236,13.035718352398597,True,2.7537189981775057,-0.7930607243699177,2.631625079420644
relay,cam_edge_3,cam_edge_0,1,3,93,41,28.65575406952752,0.41882044152678455,12.324419614701782,True,2.6648816928371346,-0.7957843851773219,2.6637628546719494
relay,cam_edge_3,cam_edge_0,1,3,93,42,29.06136821002448,0.31760746534183737,11.38155075364294,True,2.6548377869581303,-0.7701101126986921,2.799064943299637
relay,cam_edge_3,cam_edge_0,1,3,93,44,29.961857631476082,0.10279336462089081,9.214274889915643,True,2.5018139007777567,-0.9619907317633042,2.982174256533903
relay,cam_edge_3,cam_edge_0,1,3,93,45,30.276776403008785,0.19572601521616084,7.742320077780475,True,2.406346881485919,-1.0709621635555093,3.038411369396348
relay,cam_edge_3,cam_edge_0,1,3,93,46,30.20966851079351,0.3757874679082295,5.6763562758131805,True,2.2386942891108794,-1.1857738464941148,3.087547087682684
relay,cam_edge_3,cam_edge_0,1,3,93,47,30.1604461000336,0.5613488319547468,6.084922965897981,True,2.0790939296623607,-1.2982677947495394,3.0969336400227783
relay,cam_edge_3,cam_edge_0,1,3,93,48,30.173151777193212,0.5631772483679442,6.2440977154182375,True,2.064572703240904,-1.2895611459346288,3.087380806445613
relay,cam_edge_3,cam_edge_0,1,3,93,49,30.09560298074132,0.5379428090644708,6.225014119357149,True,2.05751104569484,-1.2520319727575608,3.0554123407293226
relay,cam_edge_3,cam_edge_0,1,3,93,51,30.076949547562382,0.49702361409524787,6.628327603043961,True,2.08270261836363,-1.21857968256499,3.0575912821712574
relay,cam_edge_3,cam_edge_0,1,3,93,52,29.970767045542924,0.5030889573425955,5.739296539606178,True,2.052672880793689,-1.1964485648846872,2.9956091833042127
relay,cam_edge_3,cam_edge_0,1,3,93,53,29.962068356705878,0.4959267185112753,5.7414888601381175,True,2.0571763038985083,-1.190811131689068,3.0011725434380665
relay,cam_edge_3,cam_edge_0,1,3,93,113,24.230692839899206,0.4500320455564686,6.718917615643227,True,2.116276787077121,-1.1817973457441298,3.076153287135892
relay,cam_edge_3,cam_edge_0,1,3,93,115,25.84102308622549,0.46801144281129653,6.213125941608572,True,2.095578679554364,-1.1920494916537954,3.0352736630359543
relay,cam_edge_3,cam_edge_0,1,3,93,116,26.605896533283545,0.4886929466735679,6.803429412322541,True,2.0923606716237155,-1.2128035429689277,3.0792177170936506
relay,cam_edge_3,cam_edge_0,1,3,93,118,27.236864004137548,0.45235020260036696,5.670304078321536,True,2.0943991896814698,-1.1664858076051448,3.0353187546260947
relay,cam_edge_3,cam_edge_0,1,3,93,120,28.20208188914284,0.4753210360900898,6.434122841965564,True,2.085371066081498,-1.1902957182871219,3.0471857670727456
relay,cam_edge_3,cam_edge_0,1,3,93,121,28.76850830994986,0.477227982986016,6.308514662504144,True,2.08588830166119,-1.1912816742538377,3.064250350994551
relay,cam_edge_3,cam_edge_0,1,3,93,122,29.369474946654297,0.4783433238216211,5.742402288943577,True,2.069938133618189,-1.1787194557284888,3.007860836127043
relay,cam_edge_3,cam_edge_0,1,3,93,123,29.75063344711133,0.4933712788338516,6.314207227558171,True,2.0767376231417005,-1.2090795297301127,3.035273343002589
relay,cam_edge_3,cam_edge_0,1,3,93,124,30.177365919427125,0.5179115197085074,6.365055251214613,True,2.0608779299419235,-1.2287595548726489,3.0259833923252817
relay,cam_edge_3,cam_edge_0,1,3,94,40,28.612906599264534,0.48891758323818907,12.742130015253196,True,2.7438236992656284,-0.8167166201418019,2.6283579743416983
relay,cam_edge_3,cam_edge_0,1,3,94,41,28.971383253404618,0.4122609927111825,12.043629895392419,True,2.654997882147329,-0.8188714799018477,2.6605705889377913
relay,cam_edge_3,cam_edge_0,1,3,94,42,29.381465036240478,0.3059940651861854,11.059470075510077,True,2.645258121560091,-0.7934017482946173,2.7959335577852094
relay,cam_edge_3,cam_edge_0,1,3,94,44,30.291872910387237,0.11747068850263961,8.916085627360664,True,2.4910312505823424,-0.984557595682368,2.9787914714377797
relay,cam_edge_3,cam_edge_0,1,3,94,45,30.610260358912537,0.21900004905373338,7.484301560185233,True,2.3948387125405564,-1.0929590486961795,3.034893683443981
relay,cam_edge_3,cam_edge_0,1,3,94,46,30.54241330592696,0.39879720893223886,5.544496564302483,True,2.226414440858953,-1.2066708279945508,3.0839480312441485
relay,cam_edge_3,cam_edge_0,1,3,94,47,30.49264873426984,0.5840294129364622,6.111464761320545,True,2.066023324824712,-1.31804147174819,3.093250724521608
relay,cam_edge_3,cam_edge_0,1,3,94,48,30.505494358279314,0.5857550754454531,6.281222146356776,True,2.0515561313449893,-1.3092119482601707,3.0837287390397248
relay,cam_edge_3,cam_edge_0,1,3,94,49,30.4270913995787,0.5603491507011823,6.236782674259224,True,2.0447341447666822,-1.2715682975272422,3.0518429317655063
relay,cam_edge_3,cam_edge_0,1,3,94,51,30.40823250791221,0.5192602714014859,6.580602690261788,True,2.0701658697092764,-1.2383011983703462,3.054066963822777
relay,cam_edge_3,cam_edge_0,1,3,94,52,30.300880457313678,0.5250716594543458,5.726185510887319,True,2.0402397058209942,-1.21583009884947,2.9921571383544583
relay,cam_edge_3,cam_edge_0,1,3,94,53,30.292085956652876,0.5178500097186105,5.724378845644203,True,2.0447882231110492,-1.210236298401354,2.9977278506683187
relay,cam_edge_3,cam_edge_0,1,3,94,113,24.497582128077696,0.4719095631669677,6.603476937759096,True,2.104018349636263,-1.20179734706604,3.0726731879926175
relay,cam_edge_3,cam_edge_0,1,3,94,115,26.125649378294625,0.4902369801557548,6.130618624461247,True,2.0832111478348323,-1.2118182070736427,3.031791596350028
relay,cam_edge_3,cam_edge_0,1,3,94,116,26.898947534096287,0.5107182064585443,6.731215997791743,True,2.0798841870754026,-1.2326382033442562,3.0756963249729843
relay,cam_edge_3,cam_edge_0,1,3,94,118,27.53686480454012,0.47413269485783954,5.569957054422607,True,2.0822142637692824,-1.1862468993384216,3.0318896505264115
relay,cam_edge_3,cam_edge_0,1,3,94,120,28.512714094762266,0.49727196841450255,6.337762036973394,True,2.0730269355360136,-1.210015872282923,3.0437164747800667
relay,cam_edge_3,cam_edge_0,1,3,94,121,29.085379426905977,0.49902166427515066,6.233014589568456,True,2.073552322944135,-1.2110402441712758,3.060778546651422
relay,cam_edge_3,cam_edge_0,1,3,94,122,29.69296541861396,0.500200901107676,5.655890304053176,True,2.05764202148936,-1.1982496771625604,3.004429116440591
relay,cam_edge_3,cam_edge_0,1,3,94,123,30.078322194437785,0.5156060899479743,6.260461677865103,True,2.0642489775404926,-1.2287132768742546,3.031773766899325
relay,cam_edge_3,cam_edge_0,1,3,94,124,30.509754917238848,0.5402963880366379,6.343366051325252,True,2.0482408937897514,-1.2482606257794282,3.0224582504349846
relay,cam_edge_3,cam_edge_0,1,3,95,40,28.96288329687642,0.48659966615480965,13.177813907954029,True,2.753829842524082,-0.7760986870179001,2.6489011905671616
relay,cam_edge_3,cam_edge_0,1,3,95,41,29.325744632284437,0.40883383360850645,12.4536480117988,True,2.6648624878920186,-0.7790382629657826,2.680657929213548
relay,cam_edge_3,cam_edge_0,1,3,95,42,29.740842300787477,0.31296557651284357,11.581313746258363,True,2.654116894496067,-0.7528191023792237,2.8158015244755257
relay,cam_edge_3,cam_edge_0,1,3,95,44,30.662385763000707,0.08556801823938771,9.491598886986154,True,2.5010471993210457,-0.9445155921212557,2.999065341272775
relay,cam_edge_3,cam_edge_0,1,3,95,45,30.98466754457495,0.18258951103748564,8.043298424258616,True,2.4057659911885825,-1.0536233092276601,3.055353306479041
relay,cam_edge_3,cam_edge_0,1,3,95,46,30.915990625267888,0.36638897202680815,5.977107559511434,True,2.2383551962792114,-1.168890385804902,3.1042466586440236
relay,cam_edge_3,cam_edge_0,1,3,95,47,30.865617361851815,0.5521715879428214,6.3205219130915795,True,2.0791634696860863,-1.2819795888358279,3.113417091412071
relay,cam_edge_3,cam_edge_0,1,3,95,48,30.87862010618229,0.5540478776561386,6.480757469787205,True,2.0646502176177473,-1.2733724599351102,3.103762495293654
relay,cam_edge_3,cam_edge_0,1,3,95,49,30.7992581673629,0.5286301238737674,6.481442279507144,True,2.0575811311919976,-1.236010491277642,3.0716004063992832
relay,cam_edge_3,cam_edge_0,1,3,95,51,30.78016860452698,0.4881337966436718,6.92448243532405,True,2.0826295522409852,-1.2024486777544083,3.0737451941385707
relay,cam_edge_3,cam_edge_0,1,3,95,52,30.671503485085893,0.49309374975177245,6.012110385072587,True,2.0527870757049502,-1.1807061601587294,3.011535535635563
relay,cam_edge_3,cam_edge_0,1,3,95,53,30.662601415126332,0.486162286414376,6.022115912054255,True,2.0572433370507257,-1.1750267538733168,3.0170941800511035
relay,cam_edge_3,cam_edge_0,1,3,95,113,24.797222532065206,0.44224352386113364,7.055387083182473,True,2.1159745551727993,-1.165452483339987,3.0922952753631914
relay,cam_edge_3,cam_edge_0,1,3,95,115,26.445203369101577,0.4587337027729553,6.530156864840328,True,2.0954987967393537,-1.1759640612146833,3.0513695882646426
relay,cam_edge_3,cam_edge_0,1,3,95,116,27.227960065366364,0.48057260323359796,7.108591199858781,True,2.0921685978212015,-1.1965404602542569,3.095388762334454
relay,cam_edge_3,cam_edge_0,1,3,95,118,27.873679974765626,0.4437464678007475,5.994623896924832,True,2.094217456149714,-1.1504053392085056,3.051298402203552
relay,cam_edge_3,cam_edge_0,1,3,95,120,28.861465295001853,0.46669514069652007,6.743051239836726,True,2.085231586360402,-1.1741995662640465,3.0632287731025634
relay,cam_edge_3,cam_edge_0,1,3,95,121,29.44113514173709,0.4691952427977073,6.616413505806753,True,2.08567709186555,-1.1751095970044005,3.0802995971932168
relay,cam_edge_3,cam_edge_0,1,3,95,122,30.05615277755838,0.46886328300016583,6.039598559632351,True,2.069927202285473,-1.1628553453221953,3.0237861574129656
relay,cam_edge_3,cam_edge_0,1,3,95,123,30.446223016914388,0.48401259192272406,6.607867682119775,True,2.0767258076474318,-1.1930691012224655,3.0513600690668734
relay,cam_edge_3,cam_edge_0,1,3,95,124,30.882932777860585,0.5080691627354075,6.634760805725082,True,2.0609858465916964,-1.2128523653177046,3.042085775061899
relay,cam_edge_3,cam_edge_0,1,3,96,40,29.231799102332918,0.5026694586380862,13.257161699544476,True,2.7653949276679266,-0.7580770596473054,2.642720089844976
relay,cam_edge_3,cam_edge_0,1,3,96,41,29.598029548035655,0.42465257186361666,12.518360279517099,True,2.6764156861391495,-0.7620592534237511,2.674329557669124
relay,cam_edge_3,cam_edge_0,1,3,96,42,30.01698133295122,0.33087621124817573,11.657356101514004,True,2.66525611263902,-0.7369761817789597,2.80965511673239
relay,cam_edge_3,cam_edge_0,1,3,96,44,30.94708118093116,0.08746224328168724,9.419368257468001,True,2.5136739330815367,-0.9314411915822606,2.9912307348926817
relay,cam_edge_3,cam_edge_0,1,3,96,45,31.272355298040086,0.1667803711325153,7.8785304492807136,True,2.419303203630157,-1.0418291897280672,3.046547937195316
relay,cam_edge_3,cam_edge_0,1,3,96,46,31.20304072436407,0.3479570624744936,5.636024513032951,True,2.2528710210556078,-1.1589670894056807,3.094323183331464
relay,cam_edge_3,cam_edge_0,1,3,96,47,31.152199753138447,0.5337934816635413,5.8250460429995625,True,2.094690509505539,-1.273548427183824,3.102404847377503
relay,cam_edge_3,cam_edge_0,1,3,96,48,31.165323225900167,0.5357388079181837,5.990160864477087,True,2.080113237037576,-1.2649980974100985,3.0927963424012983
relay,cam_edge_3,cam_edge_0,1,3,96,49,31.08522442399013,0.5106176036635108,6.017870096220107,True,2.072751052807246,-1.2274552499090183,3.0609118400251405
relay,cam_edge_3,cam_edge_0,1,3,96,51,31.06595761757272,0.4700616848180609,6.52188404979511,True,2.097493854694742,-1.1936873033828737,3.063348719305245
relay,cam_edge_3,cam_edge_0,1,3,96,52,30.956283559628517,0.475997317314756,5.574596302140144,True,2.0675393826604958,-1.1717365981593324,3.0012661272717143
relay,cam_edge_3,cam_edge_0,1,3,96,53,30.94729883535278,0.4689883802344914,5.599428075518798,True,2.071937047524945,-1.1660602536577933,3.0068743449489173
relay,cam_edge_3,cam_edge_0,1,3,96,113,25.027460834030588,0.4239154949021215,6.735617048683944,True,2.1304803262611354,-1.1565366839769133,3.082228266610869
relay,cam_edge_3,cam_edge_0,1,3,96,115,26.69074291333714,0.4409335470408127,6.170087272182117,True,2.110154034603401,-1.1669171435936863,3.0411947468627645
relay,cam_edge_3,cam_edge_0,1,3,96,116,27.48076738212633,0.46226000715804694,6.721831992589004,True,2.1069507686674576,-1.1878600330894187,3.085050197777922
relay,cam_edge_3,cam_edge_0,1,3,96,118,28.132482699087593,0.42602370546927665,5.655324947303676,True,2.1086430466384414,-1.1413711661871266,3.0413177324890883
relay,cam_edge_3,cam_edge_0,1,3,96,120,29.129439450299344,0.44878206384383945,6.3724776980128,True,2.0998557032685397,-1.1653360416748126,3.0530528160502826
relay,cam_edge_3,cam_edge_0,1,3,96,121,29.714491440177436,0.4510833155740599,6.2378556867478,True,2.1002868006887168,-1.1663730937594752,3.0701167647206686
relay,cam_edge_3,cam_edge_0,1,3,96,122,30.33521941779072,0.4515928923333696,5.655446040553259,True,2.0845021094460705,-1.15382717545217,3.01367707976343
relay,cam_edge_3,cam_edge_0,1,3,96,123,30.72891139782516,0.4662367697007763,6.201992386574859,True,2.0915356219817296,-1.1841895059428382,3.0410279713933654
relay,cam_edge_3,cam_edge_0,1,3,96,124,31.16967594005511,0.4904212321489506,6.187640709389117,True,2.0759864418458385,-1.2040415239353224,3.0315803886169914
relay,cam_edge_3,cam_edge_0,1,3,97,40,29.459861180605778,0.5074659388418796,13.151939491206836,True,2.761991097414073,-0.7865375522120206,2.625127427536341
relay,cam_edge_3,cam_edge_0,1,3,97,41,29.828948900890943,0.42976117199316066,12.441946365861396,True,2.6732253941833344,-0.7893954155405396,2.6574508601137046
