camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,pose_valid,manual_hfov_fallback,"[0, 1, 2, 3, 5]","[0, 1, 2, 3, 5]",5,5,20,1.163712,-0.85308317,0.74008169,1.62501776,1.46515987,1.46389444,-1.01331393,results/beintelli_bus_model/colmap_anchor_observations/F3_moving_0012_board1p0/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/colmap_anchor_observations/F3_moving_0012_board1p0/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",6,6,24,1.434670,-0.21435346,0.17391455,1.04586950,0.51290869,1.41607439,-1.69035791,results/beintelli_bus_model/colmap_anchor_observations/F3_moving_0012_board1p0/debug_images/moving_calib_camera_aruco_board_pose.png
