camera,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,debug_image
front_static_camera,failed_not_enough_markers,manual_hfov_fallback,[],[],0,0,0,,,,,,,,results/beintelli_bus_model/colmap_anchor_observations/R1_moving_0139/debug_images/front_static_camera_aruco_board_pose.png
rear_static_camera,pose_valid,manual_hfov_fallback,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",5,5,20,0.789970,-0.77064995,-0.74353155,2.94434942,1.50306784,1.45458960,-0.99228790,results/beintelli_bus_model/colmap_anchor_observations/R1_moving_0139/debug_images/rear_static_camera_aruco_board_pose.png
moving_calib_camera,pose_valid,manual_hfov_fallback,"[1, 2, 4, 5]","[1, 2, 4, 5]",4,4,16,0.582900,-0.75601575,0.09617520,0.97744583,0.98598478,0.98354400,-1.33268389,results/beintelli_bus_model/colmap_anchor_observations/R1_moving_0139/debug_images/moving_calib_camera_aruco_board_pose.png
