residual_evaluation_index,source,solver_iteration,solver_nfev,elapsed_seconds,robust_cost,reprojection_rmse_px,mean_reprojection_error_px,maximum_reprojection_error_px,parameter_step_norm
1,initial_diagnostic,,,0.0208668650011532,65961.18338925915,18.798529299777382,10.67441089998473,179.16553791617164,
2,solver_residual_call,,,0.039751848999003414,65961.18338925915,18.798529299777382,10.67441089998473,179.16553791617164,0.0
3,solver_residual_call,,,0.05914639600086957,65961.18341807416,18.798529353693013,10.674410893254205,179.16553791617164,2.9204854978814865e-08
4,solver_residual_call,,,0.0784545260030427,65961.18360959511,18.798529335427347,10.67441092672341,179.16553791617164,3.278670705116082e-08
5,solver_residual_call,,,0.09608224700059509,65961.18360380184,18.79852932775171,10.67441092570506,179.16553791617164,2.1073424255447017e-08
6,solver_residual_call,,,0.11425028600206133,65961.18349835082,18.79852931477488,10.674410913163529,179.16553791617164,2.1073424255447017e-08
7,solver_residual_call,,,0.13270085900148842,65961.18343457908,18.798529318976847,10.674410903357217,179.16553791617164,2.9966825339628183e-08
8,solver_residual_call,,,0.15049933200498344,65961.18337571375,18.798529284101818,10.674410901222721,179.16553791617164,4.049143750091428e-08
9,solver_residual_call,,,0.16893635000451468,65961.18317456638,18.798529288543442,10.67441086847116,179.16553791617164,3.5614041621320386e-08
10,solver_residual_call,,,0.18973131899838336,65961.18174329339,18.79852918943941,10.674410654764294,179.16553791617164,3.146651514255167e-08
11,solver_residual_call,,,0.20777611900120974,65961.18296926697,18.798529265864246,10.674410830561808,179.16553791617164,3.2518456005774733e-08
12,solver_residual_call,,,0.22643313099979423,65961.18314838679,18.79852928251663,10.674410867809925,179.16553791617164,6.318621741938653e-08
13,solver_residual_call,,,0.24520599000243237,65961.1835288427,18.798529310307767,10.67441092192409,179.16553791617164,6.198761816029471e-08
14,solver_residual_call,,,0.266028426005505,65961.18365704699,18.798529315895227,10.674410937165858,179.16553791617164,3.715239335760101e-08
15,solver_residual_call,,,0.28513273499993375,65961.18416355678,18.798529341374124,10.674410946785898,179.16553791617164,4.2704505957681035e-08
16,solver_residual_call,,,0.3052333700034069,65961.18481612051,18.798529486320522,10.674411063603069,179.16553791617164,3.00561643580429e-08
17,solver_residual_call,,,0.3238363609998487,65961.18405884676,18.798529417495047,10.674411024288414,179.16553791617164,2.1447576064114784e-08
18,solver_residual_call,,,0.34237394299998414,65961.18302532483,18.798529276648306,10.674410840127297,179.16553791617164,4.9451711033067156e-08
19,solver_residual_call,,,0.3608802020025905,65961.18383072717,18.79852935582006,10.674410960557049,179.16553791617164,5.238202272736785e-08
20,solver_residual_call,,,0.3802504650011542,65961.18315540947,18.798529280741796,10.674410891681624,179.16553791617164,4.0525770422111075e-08
21,solver_residual_call,,,0.3993117330028326,65961.18370050173,18.798529329963973,10.674410927468205,179.16553791617164,3.787471900234431e-08
22,solver_residual_call,,,0.4187481370026944,65961.18257997188,18.798529225127744,10.674410737073346,179.16553791617164,3.2093608664552884e-08
23,solver_residual_call,,,0.43649422200542176,65961.18275601826,18.798529238795513,10.674410820800908,179.16553791617164,3.359854103497389e-08
24,solver_residual_call,,,0.4564119679998839,65961.1827329845,18.79852925156242,10.674410789524611,179.16553791617164,9.213425444245613e-08
25,solver_residual_call,,,0.4748852880002232,65961.18352094064,18.7985293131104,10.674410918878747,179.16553791617164,9.110048159580987e-08
