dataset_side,source_root,category,path,size_bytes,sha256
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0024.png,187639,abda93f6a90dcc38dcaed8f9900707fc18051ef5d8da73ddd74277a573cae63d
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0025.png,189014,14831040dcff302c383f2af64449b0456dae494808c952b5076edcf5eae8d004
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0026.png,185844,7df981138ef6585b8b7401f312db6eb8736dfa6ffbea5bb592f75d17ed8917c6
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0027.png,175263,ed9d26565e51894198f2d9a4b7f77a1a98d6e340e7733f0cb9af2c7d1f583ce4
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0028.png,174587,190c287ea1590277cbb79b8dc4a79b2046102592aa22da9b9198460588f0e922
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0029.png,168673,b9cdfb1f509aa8780d9c9aec6636fe647d142b407e6c8f418766a3346917653b
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0030.png,165794,b13554bdc141281ca303ac953f1184b1e47ba4458a5c28862d33791d04263871
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0031.png,158959,937c2e1850a02e37881860eb8132c17ab91ffdf22ef4e66c0c0a8671d999d0dd
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0032.png,158302,6bee113fa2b3008f0c0159a898bc7effaf99dd8671d7a6b31f79b215de1a823e
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0033.png,150077,c0b1f49816f59540330fc2d82efb1e5a59dfa17fe3417674df7c6d032986ac09
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0034.png,135924,c94286266828a5cc45f19dffff24d56eee5e9ae3200913f40b4f5aabf5e27acd
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0035.png,132473,d17d120af3d5e18de018e1a70c572a3bbcc424ee7dad4a571f713b71c9544b0e
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0036.png,131703,14f4a86886d4f998bff71bbe7a2ec8e27825b44b50ae8e8b081a22c5d6218afa
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0037.png,129965,13b8a5e6c5b82ec0750fba9c9b7e14690e5e10c1635f950838b10f9641757ba1
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0038.png,143046,0a73c22934613e9a66d351fd95ad6306ef9a0ec0d5bc849a9c2fdda35b550148
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0039.png,152844,9f376b43db81b2252a73c02f9f628025089453a2666a3c91ebc05f351392f8d0
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0040.png,161590,17f2cf419f5ac6b1beb084816e446a3f2f114a99d49813c3fa2802a70a56c36c
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0041.png,165455,e45d6d66db40b14adbe614c7a027d88265ddec111ea744540c555540cf7f3057
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0042.png,164801,efa8e1cec713ede19b40625526067c4dcdd0394d58df5689fd0af3db38a30496
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0043.png,150364,2db2ea1409bb01cd02ba035c801b007d076d332d275c63da0a09e21ad36abe90
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0044.png,134446,efc92abcc5b7871a9c1518aee8f90879831b51009c0a657c68034b5da0761b07
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0045.png,108268,4eaecff3fee2d1e8eba439f5e63b64b420601102abee5f1cfc4023eca0618f8b
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0046.png,85052,4fede9f43e06b5c478d2c8ccefd6bad5c6ba9cec0451a14b805a5f6d0740bad0
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0047.png,64946,7ec0cd09c813c49166207b947a6f91c990ecd265e30d087c3bcf3ee740e2a77f
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0048.png,55781,00e616f708025d5cdb614cb4a2c4e2402820863a06bf1328647af6da0a0dccbc
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0049.png,50012,e2d5c5816fb35cb9a9d48e4bc9e199f6488ab2dfadcaa753887dc7c35e61657e
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0050.png,58096,4b2c6b34d74c036e02bd38a0d44fcfa2ce843110e413703a6dfb73b31446c7f3
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0051.png,67785,46045276562a6f5fa97ea16db8359f514efa42501b828ec5f69e6b255af36fce
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0052.png,89503,a7505ad6932930ddfec1ae4d40a3babecfc86fa152aa997daaec5cbdd0351d84
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0053.png,108726,60bb46f64224d11680bd3b7995e3fe2a3faf6e1a06b7de401fb37cd00f230726
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0054.png,128612,e1cd01fd42e0e401b4213d1777c075d7e802cd273f30f4ed28193f824272a785
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0055.png,141828,7cd81cc789127f7065b4c74eb63fa815228a5782714a95a6f5462552c542607f
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0056.png,153969,ad4a1cb5dc09456a468dfc2dab6c49bfdf2b33386814aafb258cb693a8e9a489
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0057.png,142727,56f0cfd799b18f5f035493c3bfef7dc176a79620a561fcda32369c80382e2f3f
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0058.png,115992,caa357691165fb48d112518a2c68b38cc0eaaf470aef1a321b224b7932b91434
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0059.png,99037,4ce2f926dd2d7f91e7b9495dfc0f28fc1eb65edca67089cd3ed0ba09ffbb6dfd
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0060.png,89780,67f59533a779cbc7c2794b0d3969ddd034df04a91145b6844affe9a4e7d09e90
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0061.png,82442,c7a60e98dcd90339d9dbb93476b4437892c8ac486bc954012feb8aa74690b851
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0062.png,93775,89c3c9b329d9833bdb22d1674666fc0c177062d79c3286ef477839a0ee20efb5
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0063.png,106331,fdeefbc4aa7d179bf2f7a343abc3f544eef985605608e3a81b2cdc60689a093d
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0064.png,116264,1223aa9f406ca41ad076ffe33f7e73c6b05f6baace0c46545c57194c3a6cef08
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0065.png,135448,4b7e264820b0d6f023079c428f070cb93c88cac88d42e92645a24d60ae16cc1e
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0066.png,160315,fc29cc6bb2577f4d91218674b975eee8e8a2c7fd5d4358d8bbb96cfd3a3687ef
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0067.png,185480,98e9733608f8354926f2aa27a4fdb8a2bf65e11eae3958b4282ee2cb3bfad5f8
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0068.png,199121,b49834728a04c8e493e0e10771c6819f5bf07072b12f8ab7915b15a145496a9f
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0069.png,218836,1fd520098f2d1a39f55ae167757f2d9683be6444bf35ce4a67ab7d2a84bd1e4a
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0070.png,231224,e66108492a4263f630b28a31bee816319ce76e27e484eb510cf92005d822307f
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0071.png,242563,e3012558d0484d94fd85d5c820d52564882e8c5f950039f6d5161a59e2d38aea
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0072.png,244770,9ab9587ccf4f65b6d790419258e8f5e5342141a8c230f376b683d484abf90d43
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0073.png,242037,1785cda7ddf2e4e63bb337ddd892d3f5bbe52062b0fad40c43752e977f50bc9f
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0074.png,212621,86d8857a4eda0638356583b465a878b96eb5345646f1e65882ce154c39b9bb3c
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0075.png,191253,9775ccd3893a1582c81be3909a28918a11c70308d88e1067aecfef216498c4ac
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0076.png,173110,af661f98e309a2d3345b3dc8787994ea4497881fa941dfc221a96ddb6d7b12a4
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0077.png,182333,f34704a14544045dc416c20c3339faf5294862f7272fcabe86a3abd7ba9940a1
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0078.png,194083,8d164f5b91d57f61f5eaf6affda518065075a7bde29134c216501f02d945b170
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0079.png,178269,853863aa7c6dec38f5c30cd5a2123328498ba74f2e3b534d5ab7ec8e7c36258d
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0080.png,136635,b1eae52e7680c3359bc86ce54c6730d87ab8deae0e5f29ef9363f2304d9bb440
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0081.png,124473,d62c2f9a1fc04e2a00bb3e28f9354ea31735804b2af72a903cdc7f1e0d22a16a
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0082.png,120619,f90a7233867b9785f82fa3d44b7adcb20879380f1f77137f4e7ec51d335d45c5
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0083.png,111447,07c928c142b64a5ab3801db739c0d84fc9d253e067d02d212c12921781a48e6c
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0084.png,106982,e8dbcb1a45cbb479e2296274907b84aaf5b532bb351efc4da202b86488e05fe3
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0085.png,102193,4a118e1863ba07dff71317a8a5ba3abd942a4483e90b8f5653a32f59ff731b20
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0086.png,89421,59f0e18d30534792b3e43fc4c3281be679e2b0a83dd9157ea042827cbec5c922
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0087.png,84317,ef59a965658b4de4c55bc0009807a6d82d555e424b86103ab0fe8a07ee0e4d7d
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0088.png,72533,c7a359c794149f1a433fafe83bddfe83a8d872778691d900bb02fd83795a68dc
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0089.png,56679,822077184449e55af2f055e5f1dd30441985d0b3ec5b76946ebdff136c2bafa9
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0090.png,51967,f54334f3f0cd60379bba64aa2b1d03f6261255e8e589975876deeed6aa4473d7
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0091.png,48602,0482f55d8cdcd325bcbaa9eeff5ec3b94b3011ef15258f31e82488afc2a0d109
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0092.png,47966,a532a89416126199020771777d6201c72041a5ed73b80f98bc819f3d96b034d0
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0093.png,46028,b8d2e0b532dd439b428412ebe46c7546725061154e91928639bc1886bfdb2c5f
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0094.png,42311,7bb0c7fe181e64a0d298fd1af79746128cde98b80487bf9f8f09f986368f860d
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0095.png,34059,386f33fedd7da745aca74b0e0063599ab1b3a8ef95ed4edcdbaf01cfc0da86ca
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0096.png,25972,d719c8708f0de061e3462f7da1b09be6e4f82c406dcfceb00e660930265a9c68
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0097.png,24545,0a828915c94eec82ab519b78c8df5b94774bbbaf44b4118166f0d906177d7d0b
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0098.png,29518,1c6febfa8c0cba982ff39c7f900e0d58bb39a9437b3741543ee4545eb47c6514
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0099.png,34727,746fa4fb71736a993382482eb31027dd4e2c630db44727d88e5b8433f2f68051
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0100.png,40830,f93b919557f72adc590c273d643e9c24deaaab0c29c0c120ad834a54a1040aa9
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0101.png,43237,62dbd84ddbcaf38515dc84750e5a46d5610ec6ee9dd97900769224263410a395
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0102.png,47535,75c1980205ff2860748dfdcbd78b526a8609b3e4f56f23e95198779e5e654d5b
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0103.png,61020,2a50913e6cf002fa6e5dedb0a0e1b353f17e2bdd870c86c7a50d3cf3ea0f9ee8
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0104.png,65315,b95657991c5d821e020151123d0f54b000078d2ae8053e3ff5a7610e9c8f6531
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0105.png,72141,c8ed660b2c8d502f3a91dcd825da7d018eaf08f5346a189d386c9dd9c8932e75
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0106.png,73979,7167f4f8f4d86ed1ed3262423bb53a0605ca288263ef05c8c6be4f487e1af547
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0107.png,77454,e219ac53c2ad313223e9b96a6d40d086576f9715c650f1be3b11f6ffbea53bdf
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0108.png,84893,cdbe4008af189af922907c34ca1c6826f88dc0b4c374ecbae30e6ce201002fcc
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0109.png,91874,63d5dd275d9a8b14028be84b085ec038f52b817cc762dfc9e978a3c3766bdc25
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0110.png,104199,105cf3cb1c01b18904fe19d7b391e2f1b0b9365e1331a27f1d0be48a5ef66bbb
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0111.png,148812,c877ea8de721246ae8e4fb0e5f1d95f9ff11f8ae8fab0a6cbe1c8aae6cddd771
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0112.png,148812,c877ea8de721246ae8e4fb0e5f1d95f9ff11f8ae8fab0a6cbe1c8aae6cddd771
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0113.png,178084,88a17588c306ff658b35fc0fabeb90ae31efe99041c820c20d1bb1be3f2c5b50
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0114.png,187310,adb3a244611b55d8d881ff64f3e4f7081bb5bbcaa365fffdfb4a2ee3bf7242be
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0115.png,186004,9fc1a12b789ed7a98f9074d3ba128ce265a5e5a625779057b4a3885b4376ba6c
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0116.png,182934,cee3930bcf76245f11e712834c38773b924141cf58706160d7183deec7af447e
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0117.png,181725,100ad098d37b2adb3040e819cae04204fd50f46530762bec4e0cb7350c380b8f
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0118.png,182829,8e2ccf0592ea2e79af1cfbe067e03246c3b02aa0371d3f2eca4de086af6abd68
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0119.png,184105,dbc2c364634ec1f2e0ceffa8c24c749e3011798800565666aa199bbbffa90a68
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0120.png,195289,d2bbb355a009722d784212c3511a2755b47667ee267b1f133f9c23d67c70d84e
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0121.png,200781,b5d6b36f8a18dd3f6d550d63d10d1594fcf682b6fa135b8ddc809d2a04589d02
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0122.png,217601,e53cb3116b00ae153c17d8dc6c8a1dfc91c18d0f88836d6006bfe45d7b1710b4
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0123.png,226480,8d52fa6429d8c8950f9da37dfc30ea071b1d455ae6eede8e73540b8497421a4f
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0124.png,240416,2abc8383c3d557fb373b527ab1a0d3e0cf651877324c4860e8796d7a8c08b517
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0125.png,220870,5695b9c7971bac810411f770a1f6b758799a97b0b353dda5dc8c9604ab9cb144
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0126.png,185350,49b5dc8dd0ef48573cd9102891513a2107a70bf4fbb5a9ff580e33420fb09db7
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0127.png,154626,13068a86a120364f708f06ee24a72bd559de8da42eb64f29af7b9b6f4d1925e6
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0128.png,127470,ad437559fbd9698004624ebff81d9df6feec83cd80aca592cbc7be58d6fb4b9c
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0129.png,86097,faee66c2f820f6d2f09ebb738e453eaa06a9d02070a85a1bcb8ffe5c7accb6de
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0130.png,88087,0dd0338e9128e0eede36eb5bad7f0ba7078ebb63ab16013be1fe4767dd95f3da
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0131.png,85893,37cb3afc8758f5c5b890c9bb38d282eace3b78c5092f133a8d3d7c6ff0acab42
main_historical,origin/main:results/bus_real_data/ablation/world/route/route2/raw_images,raw_moving_image,moving/frame_0132.png,88119,f800e942c210bb10f5c6dfed76b17b9960d89c8c61022e4ce61f8a9ba63931c0
