approach,evaluation,entity_type,entity_id,marker_id,used_for_alignment,alignment_frame,translation_error_cm,rotation_error_deg,delta_x_cm,delta_y_cm,delta_z_cm,est_local_x_m,est_local_y_m,est_local_z_m,est_local_roll_deg,est_local_pitch_deg,est_local_yaw_deg,est_local_rvec_x,est_local_rvec_y,est_local_rvec_z,est_gt_aligned_x_m,est_gt_aligned_y_m,est_gt_aligned_z_m,est_gt_aligned_roll_deg,est_gt_aligned_pitch_deg,est_gt_aligned_yaw_deg,est_gt_aligned_rvec_x,est_gt_aligned_rvec_y,est_gt_aligned_rvec_z,gt_world_x_m,gt_world_y_m,gt_world_z_m,gt_world_roll_deg,gt_world_pitch_deg,gt_world_yaw_deg,gt_world_rvec_x,gt_world_rvec_y,gt_world_rvec_z
AP02_ref_marker_graph_ba,ref14_anchored_available_map,static_camera,cam_edge_0,,no,GT_world_from_est_local_using_ref14_pose_only,2.6211018324812883,0.30086232373349003,0.5689823179819475,-1.1850468476720222,2.267619436079027,0.5934977531798195,-1.746405735239503,2.1100044887633795,-113.06055154927083,-1.489884417050567,-0.8750532462911844,-1.9733053944055992,-0.0018938796956870904,-0.03561793138558174,0.5934977531798195,-1.2464057284767203,2.5100044943607904,-113.06055173295043,-1.4898844198550942,-0.8750532415154312,-1.9733053976103387,-0.0018938797538363065,-0.035617931402663235,0.58780793,-1.23455526,2.4873283,-112.76486179960601,-1.4967437177574447,-0.8270999103481541,-1.9681387137868624,-0.0028859165404719407,-0.03515086081927826
AP02_ref_marker_graph_ba,ref14_anchored_available_map,static_camera,cam_edge_1,,no,GT_world_from_est_local_using_ref14_pose_only,3.3984963552027825,0.2737943656970035,-2.7488611401710994,-1.6817722581042194,1.0794359546794752,-4.001655931401711,0.4582687705525459,2.1423370410155935,-106.4895537718043,0.952809133682263,-114.40308196344317,-1.1242924952430273,1.768690697015346,-1.3062900736381633,-4.001655931401711,0.9582687774189578,2.5423370395467946,-106.48955369592277,0.9528089664493974,-114.40308196218135,-1.1242924970030839,1.7686906955163049,-1.3062900769115515,-3.97416732,0.9750865,2.53154268,-106.36411375666104,0.7680855225263834,-114.55965647612422,-1.1237817096415734,1.7685660170005004,-1.312074204858069
AP02_ref_marker_graph_ba,ref14_anchored_available_map,static_camera,cam_edge_3,,no,GT_world_from_est_local_using_ref14_pose_only,2.081689533571512,0.1323663125574243,-1.233522899395112,-1.6417151208071745,-0.34150261047622976,-3.239691058993951,-1.5796314177810848,2.0507958688323558,-109.30250644964853,2.059589185532002,-59.86076320350747,-1.6903075831971288,1.0020705450610299,-0.6647778151457924,-3.239691058993951,-1.0796314112080718,2.450795873895238,-109.3025065419138,2.059589026719652,-59.86076320682337,-1.6903075859851158,1.0020705444842637,-0.6647778170757844,-3.22735583,-1.06321426,2.4542109,-109.39044886225861,1.9674295291124646,-59.89995245682555,-1.692187338487859,1.002617043578016,-0.6660823965823887
AP02_ref_marker_graph_ba,ref14_anchored_available_map,static_camera,cam_edge_5,,no,GT_world_from_est_local_using_ref14_pose_only,6.710558658432881,0.12176653667581384,6.4649208936463864,1.5597734744394076,0.8963827617694875,5.923508078936464,0.364017267860712,2.147725398784408,-109.31530339059427,3.968321569988162,113.91667755269215,-1.2296636824433356,-1.7925874112153943,1.3329065354245455,5.923508078936464,0.864017274744394,2.547725397617695,-109.31530331596673,3.96832173785909,113.91667755785674,-1.2296636841445077,-1.7925874097436885,1.3329065387912444,5.85885887,0.84841954,2.53876157,-109.27065188151681,4.073179111337627,113.87681919175743,-1.2313021612026054,-1.7910646821584102,1.3345656694891888
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_000,0,no,GT_world_from_est_local_using_ref14_pose_only,3.5516560104270485,1.8423618543746567,-3.5160388385014674,0.349827378874884,-0.3596555401232715,-2.5851603883850145,-0.016501728699704538,0.7764034445458775,65.4091661736415,0.2748481891204224,90.71812763334387,0.8796183702966309,0.8973930409634578,1.3903330415204636,-2.5851603883850145,0.4834982737887488,1.1764034445987672,65.40916617594313,0.2748483727448992,90.71812763335491,0.8796183678696524,0.8973930429672333,1.3903330397348288,-2.55,0.48,1.18,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_001,1,no,GT_world_from_est_local_using_ref14_pose_only,1.9935205852322442,0.8206919019598562,-1.3831132639845478,-1.3578702102047813,0.4661657591170876,-2.2638311326398455,-1.0385787060592662,1.2346616542624187,0.7462883253020913,0.25219990692835437,-89.76816560710809,0.013693143080071333,-0.006741479436826253,-1.5667518274147283,-2.2638311326398455,-0.5385787021020478,1.6346616575911708,0.7462883245590329,0.25219972329095686,-89.76816560711136,0.0136931405591105,-0.006741481947601375,-1.5667518273979455,-2.25,-0.525,1.63,-1.8363890085664206e-07,-0.0,-90.0000001836389,-2.5172823638819805e-09,2.517282371950131e-09,-1.57079633
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_002,2,no,GT_world_from_est_local_using_ref14_pose_only,1.5866284810448403,0.7469126359604381,-1.228473749401493,-1.0026139155051905,-0.054840863682836805,-1.112284737494015,-1.0350261413968667,0.6994515880458059,67.46171824565359,-0.26727084114220384,-90.58571539742465,0.9076278328649166,-0.9233831545784473,-1.376050773539492,-1.112284737494015,-0.5350261391550519,1.0994515913631717,67.46171824753085,-0.2672710247715093,-90.5857153974334,0.9076278304410025,-0.9233831565452315,-1.3760507717044401,-1.1,-0.525,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_003,3,no,GT_world_from_est_local_using_ref14_pose_only,0.2615385234839764,0.17745050021256129,0.07960324186257889,-0.1483596268641474,-0.20013781318850565,0.1007960324186258,0.7085164024557318,0.3979986241389834,89.97136372727574,0.022282821035790847,0.17369564144078053,1.5702946075120165,0.0026857276233642202,0.00207606364346057,0.1007960324186258,1.2085164037313585,0.797998621868115,89.97136354363766,0.022282821592502496,0.17369564136936214,1.570294604306916,0.0026857276255156004,0.002076063638247801,0.1,1.21,0.8,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_004,4,no,GT_world_from_est_local_using_ref14_pose_only,1.1834856150991544,0.20236570691362973,0.7559032643831065,-0.5634387389781281,0.7153916713663389,0.707559032643831,0.704365607459124,1.607153918971228,90.19533879475422,0.03189216332869918,0.04221598230428011,1.5742053048642342,0.0010165720823420827,0.00013984998994596051,0.707559032643831,1.2043656126102187,2.0071539167136634,90.19533861111535,0.03189216346400575,0.04221598220206244,1.5742053016591309,0.00101657208212001,0.0001398499882554688,0.7,1.21,2.0,90.0,-0.0,0.0,1.5707963267948966,0.0,0.0
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_005,5,no,GT_world_from_est_local_using_ref14_pose_only,3.090577172252341,0.6599677877606448,2.8541084198657973,-0.8469697367409657,-0.8296834639448081,1.9285410841986579,-1.4884696995843898,0.6917031605898526,66.59395075960238,0.005074137930998107,-90.44459475035232,0.900649466710891,-0.9075430590578938,-1.381893539301368,1.9285410841986579,-0.9884696973674096,1.091703165360552,66.59395076102734,0.00507395429762586,-90.4445947503522,0.9006494642829397,-0.9075430610400433,-1.3818935374931038,1.9,-0.98,1.1,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_006,6,no,GT_world_from_est_local_using_ref14_pose_only,2.1804726520787856,1.4971664565541858,2.1499292575450912,0.36256171222395217,0.028533819308984576,1.9914992925754509,0.0036256140123746873,0.9702853382047103,65.95757850798498,0.3257630009215887,-89.06948970444392,0.9045340931757759,-0.8821964315927252,-1.3682064068313478,1.9914992925754509,0.5036256171222395,1.37028533819309,65.95757850500269,0.32576281730690504,-89.06948970446089,0.9045340907231555,-0.8821964335587789,-1.368206405066196,1.97,0.5,1.37,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_007,7,no,GT_world_from_est_local_using_ref14_pose_only,1.9789465009016727,0.8952549347159229,1.8662300009318011,0.6328555804625213,0.18140741806922378,1.988662300009318,0.4413285526898606,0.9718140755951961,66.43375134059359,0.20582641753459038,-89.4186688733911,0.9072708467429175,-0.8931978348408428,-1.3694879459081115,1.988662300009318,0.9413285558046253,1.3718140741806923,66.43375133873039,0.20582623390514174,-89.41866887339779,0.9072708442972353,-0.8931978368053105,-1.369487944123752,1.97,0.935,1.37,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_008,8,no,GT_world_from_est_local_using_ref14_pose_only,3.2386125931413865,1.9656141102108797,3.2133421304139542,-0.2769300161106325,-0.2938599114163276,2.6821334213041395,-1.0277693033888422,1.0070613975917297,65.76312928193396,-0.3529738565033958,-91.41035253761869,0.8790906671030472,-0.9096313630446032,-1.397836324647556,2.6821334213041395,-0.5277693001611063,1.4070614008858366,65.7631292864539,-0.35297404008666483,-91.41035253764655,0.8790906646889199,-0.909631365057302,-1.397836322840368,2.65,-0.525,1.41,67.08168819476708,-0.0,-90.0000001836389,0.9097065061172429,-0.9097065090329464,-1.3722901284472226
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_009,9,no,GT_world_from_est_local_using_ref14_pose_only,6.386870566535195,1.2992203618120253,6.195537558635866,1.3104960009858502,0.8306805791679306,3.0819553755863587,-0.00689504328597119,1.0283068057695797,65.81769727088847,-0.22358753735384507,89.80167067090116,0.897066393378881,0.8885920019672469,1.3790010402405626,3.0819553755863587,0.4931049600098585,1.4283068057916792,65.81769727025281,-0.2235873537160444,89.80167067090363,0.8970663909382887,0.8885920039507245,1.3790010384651326,3.02,0.48,1.42,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_010,10,no,GT_world_from_est_local_using_ref14_pose_only,6.475175913689603,0.4415350727576306,6.381642668751164,0.9050317628986226,0.6192394284486813,3.0838164266875117,-1.4709496856600666,1.026192389569941,67.05527141956834,0.028073162911968538,90.43984285547084,0.9063344702362707,0.9139946363432847,1.3787210928560565,3.0838164266875117,-0.9709496823710138,1.4261923942844867,67.05527142097809,0.028073346545458337,90.43984285547153,0.9063344678093639,0.9139946383171623,1.3787210910359493,3.02,-0.98,1.42,67.08168819476708,-0.0,90.0000001836389,0.9097065061172429,0.9097065090329464,1.3722901284472226
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_011,11,no,GT_world_from_est_local_using_ref14_pose_only,6.845712286339746,0.4462220222497797,6.553147442403606,1.5221188015846376,1.2661712598710073,4.065531474424036,-0.4847788156465026,1.142661711044944,0.4362537937946685,-0.06158232441315226,90.0705068002006,0.006822212038221889,0.005140982117511109,1.5720225489551114,4.065531474424036,0.015221188015846376,1.54266171259871,0.4362537940206502,-0.06158214077439045,90.07050680020036,0.006822209522069977,0.0051409846367487825,1.5720225489438828,4.0,0.0,1.53,-1.8363890085664206e-07,-0.0,90.0000001836389,-2.5172823638819805e-09,-2.517282371950131e-09,1.57079633
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_012,12,no,GT_world_from_est_local_using_ref14_pose_only,6.975734127365301,0.1853214256980907,6.650913640975009,1.9243144346880126,0.8504283111661515,4.10650913640975,-1.4607568589495825,1.0285042784297844,67.26696092907629,0.0018175178931181088,-179.9961666860151,9.969413566924832e-05,-1.7400384582073083,-2.6156511526755866,4.10650913640975,-0.9607568556531199,1.4285042831116614,67.26696111271518,0.0018175178808319409,-179.99616668600927,9.969414328074698e-05,-1.7400385998893726,-2.615651356564578,4.04,-0.98,1.42,67.08168819476708,-0.0,179.99999979432002,0.0,42409858.754143424,63975172.145376295
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_013,13,no,GT_world_from_est_local_using_ref14_pose_only,6.491987232437648,0.675032785011336,6.1873628734764985,1.5633218706246677,1.1909927064787773,4.111873628734765,0.24563321587963408,0.8819099278520678,0.6542175782555101,-0.09680729865868523,90.13471527673315,0.010289190886344833,0.007655432565198603,1.573138152461121,4.111873628734765,0.7456332187062467,1.2819099270647878,0.6542175786872867,-0.09680711502029199,90.13471527673242,0.010289188371224877,0.007655435086211907,1.5731381524443402,4.05,0.73,1.27,-1.8363890085664206e-07,-0.0,90.0000001836389,-2.5172823638819805e-09,-2.517282371950131e-09,1.57079633
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,aruco_ref_floor_14,14,yes,GT_world_from_est_local_using_ref14_pose_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,-1.8363890085664206e-07,-0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,-1.8363890085664206e-07,-0.0,0.0,0.0,0.0,0.0
AP02_ref_marker_graph_ba,ref14_anchored_available_map,aruco_marker,marker_016,16,no,GT_world_from_est_local_using_ref14_pose_only,2.000716905135343,0.209143776662734,-1.704017411796499,-0.8612031141089105,-0.5979314267019697,-0.967040174117965,-1.0086120339424158,0.8740206825002745,89.9574056954977,-0.1317150320258783,89.84327523435341,1.2116337416273426,1.2055473467979945,1.2092281541166878,-0.967040174117965,-0.5086120311410891,1.2740206857329803,89.95740569499537,-0.13171484838766448,89.84327523435458,1.2116337392645304,1.2055473483138635,1.2092281517614658,-0.95,-0.5,1.28,90.0,-0.0,90.0000001836389,1.2091995746407735,1.2091995785163834,1.2091995785163834
