initialization_algorithm,initialized_type,initialized_id,from_type,from_id,observed_marker_id,observer_id,frame_id,edge_quality,path_length,path_bottleneck_score,pnp_reprojection_rmse_px,area_px2,distance_m
maximum_bottleneck_v2,observer,moving_frame_000044,marker,14,14,moving_frame_000044,44,26.289921749329906,1,26.289921749329906,0.15246726898292043,3285.0,2.5612479200275367
maximum_bottleneck_v2,observer,moving_frame_000045,marker,14,14,moving_frame_000045,45,26.994154671109328,1,26.994154671109328,0.1527795145274082,3260.0,2.533337985803829
maximum_bottleneck_v2,observer,moving_frame_000046,marker,14,14,moving_frame_000046,46,28.442187541955814,1,28.442187541955814,0.1209228800594736,3161.5,2.475507569870158
maximum_bottleneck_v2,observer,moving_frame_000047,marker,14,14,moving_frame_000047,47,22.09863924969859,1,22.09863924969859,0.27533773114220006,3186.0,2.466118110611349
maximum_bottleneck_v2,observer,moving_frame_000049,marker,14,14,moving_frame_000049,49,27.654459245361583,1,27.654459245361583,0.15250660257875046,3248.0,2.407198980457193
maximum_bottleneck_v2,observer,moving_frame_000050,marker,14,14,moving_frame_000050,50,29.35440935546069,1,29.35440935546069,0.13252292078676825,3377.0,2.3822995391762856
maximum_bottleneck_v2,observer,moving_frame_000051,marker,14,14,moving_frame_000051,51,26.920492614540667,1,26.920492614540667,0.1943658764651129,3501.0,2.373977276702938
maximum_bottleneck_v2,observer,moving_frame_000053,marker,14,14,moving_frame_000053,53,27.24593460029308,1,27.24593460029308,0.2377259707344516,4135.5,2.3737041594620765
maximum_bottleneck_v2,observer,moving_frame_000120,marker,14,14,moving_frame_000120,120,27.791980040934373,1,27.791980040934373,0.11308299599760042,3169.5,2.673262365999603
maximum_bottleneck_v2,marker,19,observer,moving_frame_000120,19,moving_frame_000120,120,34.708804847850594,2,27.791980040934373,0.61384100596587,11505.0,1.4078757191483484
maximum_bottleneck_v2,observer,moving_frame_000114,marker,19,19,moving_frame_000114,114,46.851556918275485,3,27.791980040934373,0.1656191566692402,7154.5,1.765649629933895
maximum_bottleneck_v2,observer,moving_frame_000115,marker,19,19,moving_frame_000115,115,48.453685459478656,3,27.791980040934373,0.1684073210652564,7452.5,1.703222066652479
maximum_bottleneck_v2,observer,moving_frame_000116,marker,19,19,moving_frame_000116,116,43.05965926304831,3,27.791980040934373,0.26889391306644367,7830.5,1.6290974351159455
maximum_bottleneck_v2,observer,moving_frame_000117,marker,19,19,moving_frame_000117,117,52.81012655656025,3,27.791980040934373,0.17262424326775835,8292.0,1.5724954666497026
maximum_bottleneck_v2,observer,moving_frame_000118,marker,19,19,moving_frame_000118,118,46.68888494930028,3,27.791980040934373,0.2801597012225406,8907.5,1.5215009232756407
maximum_bottleneck_v2,observer,moving_frame_000119,marker,19,19,moving_frame_000119,119,56.173738994350586,3,27.791980040934373,0.19683708117440307,9545.5,1.4743203925121562
maximum_bottleneck_v2,observer,moving_frame_000065,marker,19,19,moving_frame_000065,65,29.404826695701438,3,27.791980040934373,0.17020336764793145,3715.5,2.2915779934803817
maximum_bottleneck_v2,observer,moving_frame_000066,marker,19,19,moving_frame_000066,66,30.113711372100404,3,27.791980040934373,0.15824510331253838,3624.0,2.2205355507980133
maximum_bottleneck_v2,observer,moving_frame_000068,marker,19,19,moving_frame_000068,68,28.157242762713167,3,27.791980040934373,0.24223623899933164,3858.0,2.043455548496069
