camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.10193575789254
cam_edge_0,cam_edge_3,3.8363715769294204
cam_edge_0,cam_edge_5,5.494436550576847
cam_edge_1,cam_edge_3,2.210088247388691
cam_edge_1,cam_edge_5,9.844249869021763
cam_edge_3,cam_edge_5,9.194684306858004
