entity_type,entity_id,source,x_m,y_m,z_m,roll_deg,pitch_deg,yaw_deg,rvec_x,rvec_y,rvec_z,estimate_status,quality_status,deployment_eligible,evaluation_status
static_camera,cam_edge_0,moving_relay_multichain_colmap_motion_aruco_metric_scale,2.043066419,-1.17865216,3.025624823,10.450452008999997,-51.638036097,-29.945256714,-0.06856924359404003,-0.9185641387379776,-0.40334562891694364,available,accepted_legacy_available_aggregate,True,available
static_camera,cam_edge_1,direct_static_aruco_multimarker,-2.176313822,-0.078476837,0.376815068,17.469363489000003,50.431172035,25.658836266999998,0.08412922910664297,0.9172038000833286,0.28172372313168026,available,accepted_legacy_available_aggregate,True,available
static_camera,cam_edge_3,gauge_identity,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,available,gauge_identity,True,available
static_camera,cam_edge_5,moving_relay_multichain_colmap_motion_aruco_metric_scale,3.228263613,-2.858005677,8.121104426,141.238496345,-8.082809131,177.933476869,-0.12210856104279039,-2.84574383689908,-1.0051470103706919,available,accepted_legacy_available_aggregate,True,available
