scenario,group,method,detection_success,pose_class,camera_1_status,camera_2_status,camera_1_points,camera_2_points,estimated_baseline_m,baseline_error_cm,rotation_error_deg,failure_reason,camera_1_image,camera_2_image
yaw_0deg,yaw,charuco,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,3,5,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_0deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_0deg_camera_2_not_enough_charuco_corners_gray.png
yaw_10deg,yaw,charuco,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,2,6,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_10deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_10deg_camera_2_not_enough_charuco_corners_gray.png
yaw_20deg,yaw,charuco,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/normalized,2,3,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/normalized,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_20deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_20deg_camera_2_not_enough_charuco_corners_normalized.png
yaw_30deg,yaw,charuco,false,failure,not_enough_charuco_corners/normalized,not_enough_charuco_corners/normalized,2,2,,,,camera_1:not_enough_charuco_corners/normalized;camera_2:not_enough_charuco_corners/normalized,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_30deg_camera_1_not_enough_charuco_corners_normalized.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_30deg_camera_2_not_enough_charuco_corners_normalized.png
yaw_35deg,yaw,charuco,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/gray,11,0,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/gray,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_35deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_35deg_camera_2_not_enough_charuco_corners_gray.png
yaw_40deg,yaw,charuco,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/binary_60,3,1,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/binary_60,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_40deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_40deg_camera_2_not_enough_charuco_corners_binary_60.png
yaw_45deg,yaw,charuco,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/binary_80,1,1,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/binary_80,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_45deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_45deg_camera_2_not_enough_charuco_corners_binary_80.png
yaw_50deg,yaw,charuco,false,failure,not_enough_charuco_corners/gray,not_enough_charuco_corners/adaptive,1,1,,,,camera_1:not_enough_charuco_corners/gray;camera_2:not_enough_charuco_corners/adaptive,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_50deg_camera_1_not_enough_charuco_corners_gray.png,results/charuco/target_charuco_current/res320x240/yaw/debug_images/yaw_50deg_camera_2_not_enough_charuco_corners_adaptive.png
