mode,root_camera,target_camera,root_marker,target_marker,root_frame,target_frame,quality,root_area_px2,target_area_px2,root_distance_m,target_distance_m,root_support_key,target_support_key,translation_deviation_m,rotation_deviation_deg,inlier,pose_support,x_m,y_m,z_m,support_keys
relay,cam_edge_1,cam_edge_0,2,4,109,37,0.6764195040861272,,,,,,,0.12299977111516047,1.2171532121492843,True,True,0.170822548068311,-1.2973995966244636,4.989111987074958,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,4,109,128,0.668995476453544,,,,,,,0.05791646470122293,1.1818302938086214,True,True,0.19894748492032244,-1.2739771859974804,4.91011590674634,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,4,109,129,0.6755607693497043,,,,,,,0.03994699812560742,1.6927304364501528,True,True,0.20527428360512656,-1.277753719792109,4.878087007514292,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,4,109,130,0.6749421753224631,,,,,,,0.029200702900192166,1.742185644212985,True,True,0.19379945281272115,-1.2904511210628982,4.886313849150623,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,4,109,131,0.6746539379666648,,,,,,,0.036228587213205064,1.545582568621456,True,True,0.19371442239009296,-1.296225095147449,4.90032044175314,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,4,109,132,0.6758392495378887,,,,,,,0.04456389638898443,1.5895766442406987,True,True,0.1910729413877008,-1.304502570016044,4.91229226270711,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,4,109,133,0.6825883483537118,,,,,,,0.05911020918095349,1.3670633237101109,True,True,0.20149564583350366,-1.2752055191177387,4.91225101061543,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,4,109,134,0.6786980398263468,,,,,,,0.023252863073230434,1.7545640369827382,True,True,0.19639663741438318,-1.2989706997013024,4.885675877739699,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,4,110,37,0.6800074747603316,,,,,,,0.06578022183096031,1.2935343569076858,True,True,0.18754334719776922,-1.3512650700418718,4.922333180655313,"[None, None, None, None]"
relay,cam_edge_1,cam_edge_0,2,4,110,128,0.6725440674332405,,,,,,,0.03693702888919888,1.5804939113376517,True,True,0.21509428122637875,-1.3245593697059772,4.844181061659635,"[None, None, None, None]"
