camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.05110247531993
cam_edge_0,cam_edge_3,3.6240153045332097
cam_edge_0,cam_edge_5,3.503279829723419
cam_edge_1,cam_edge_3,1.5037018770734685
cam_edge_1,cam_edge_5,2.0588944525945343
cam_edge_3,cam_edge_5,0.8419081739107117
