variant,method,status,pair,from_camera,to_camera,translation_error_cm,rotation_error_deg,baseline_error_cm,direction_error_deg,gt_baseline_m,est_baseline_m,available_cameras,missing_cameras,source,failure_reason,note,est_pitch_deg,est_roll_deg,est_rvec_x,est_rvec_y,est_rvec_z,est_tx_m,est_ty_m,est_tz_m,est_yaw_deg,gt_pitch_deg,gt_roll_deg,gt_rvec_x,gt_rvec_y,gt_rvec_z,gt_tx_m,gt_ty_m,gt_tz_m,gt_yaw_deg
moving_blur_k00_baseline,AP01,OK,cam0-cam1,cam_edge_0,cam_edge_1,19.20411314222927,1.4436270565763547,8.639509211780894,1.9223356578522266,5.069131069576643,5.155526161694452,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,57.1576720799754,117.7577560650749,0.04242318182421149,1.8827112811685067,0.6928962582075219,-4.625048467821557,-1.164435576397364,1.9576686294257089,141.00820581031175,57.450670973219815,115.90214977992046,0.059735247464964884,1.862313170365479,0.6890226811483596,-4.590674262084118,-0.9808404021811508,1.913047758273379,138.4497834938831
moving_blur_k00_baseline,AP01,OK,cam0-cam3,cam_edge_0,cam_edge_3,17.25361684316214,1.6633902888624346,0.9100147624716559,2.5881281076520115,3.819152918656321,3.8100527710316046,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,51.72880864674886,20.946108306372153,0.03819365488570265,0.9614977214151471,0.4339091691169387,-3.798939142997249,-0.2779573618576053,0.08545882539618144,37.19332589774192,50.53923196926396,21.20580374270508,0.057800683779278175,0.9425257326838135,0.4222289727329982,-3.81680220975047,-0.1063958311610107,0.0814237977288359,36.24433498574047
moving_blur_k00_baseline,AP01,OK,cam0-cam5,cam_edge_0,cam_edge_5,43.1518719200443,2.649552885230264,20.763307767736894,3.8967384312149362,5.6679279645010325,5.460294886823664,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-58.37687584131091,117.78379915639519,0.04280782800154653,-1.8695181579022733,-0.6676121392988554,5.140728390061307,-0.40391477678266147,1.795712873425744,-140.12001816010542,-59.18839253897587,121.10918727720495,-0.005927455730751903,-1.890899029153531,-0.659747852386118,5.239989224744797,-0.7565583592593794,2.023744001687466,-144.80607014753681
moving_blur_k00_baseline,AP01,OK,cam1-cam3,cam_edge_1,cam_edge_3,9.9117812816249,0.3083434178214181,5.7945072626551575,2.0935118287336505,2.1721826797050396,2.230127752331591,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-52.03846329535195,5.031919054336268,-0.07444988808342734,-0.9114328279694852,-0.27857060513969045,1.5272480293496364,-0.3982096768808595,1.5755672952323072,-19.62669956064106,-52.158716168945,5.145378882018563,-0.07152290562849595,-0.9138098031455153,-0.27444766234862317,1.5443865298310695,-0.3757221990345858,1.4805676849234315,-19.440987313922378
moving_blur_k00_baseline,AP01,OK,cam1-cam5,cam_edge_1,cam_edge_5,38.88040056585096,2.620106352949846,3.7160562626082694,2.2593709871297447,9.833844654272022,9.79668409164594,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,45.230296323589876,135.40045536959363,0.01723809378423576,2.179747375704759,0.7097337191590422,-3.7208591787700254,-2.2281217564594438,8.784400924460561,159.7035072157224,43.91477015093176,133.3021054862451,0.07074491249427355,2.174340618010422,0.7301083985994897,-3.9715362540357773,-2.490397692472714,8.644612183352152,156.5275178587406
moving_blur_k00_baseline,AP01,OK,cam3-cam5,cam_edge_3,cam_edge_5,36.61055748724516,2.8254398922128923,18.285118948744383,1.9767565098188717,9.285515073252315,9.10266388376487,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/01_marker_direct_relay_multimarker_multichain/07_final_extrinsics_cam3_reference/final_extrinsics_summary.csv,,,-6.737961677,140.999111744,-0.08644935978927383,-2.861075060731482,-1.01495987139263,3.020987043,-2.784672883,8.122667296,178.927093928,-7.866545909544569,141.70501809791045,-0.15963022206593686,-2.8589394874323952,-0.9996874983186076,2.8983748134908356,-3.1018777282117975,8.2582424386392,176.3434827013253
moving_blur_k00_baseline,AP02,OK,cam0-cam1,cam_edge_0,cam_edge_1,3.731342733714188,0.6272630160965519,2.5698957830087465,0.30500305089265084,5.069131069576643,5.09483002740673,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,57.20266963756939,114.83905718121996,0.06601298567767622,1.855367703324002,0.6977654192155457,-4.625382485870866,-0.9750379961089988,1.9006395696470317,137.50397465177628,57.450670973219815,115.90214977992046,0.059735247464964884,1.862313170365479,0.6890226811483596,-4.590674262084118,-0.9808404021811508,1.913047758273379,138.4497834938831
moving_blur_k00_baseline,AP02,OK,cam0-cam3,cam_edge_0,cam_edge_3,3.5420227059267715,0.5015459859897617,1.7057099948835308,0.46467390493672267,3.819152918656321,3.8362100186051564,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,50.19326899344888,21.76328671571002,0.0659509786110774,0.9395122614132778,0.42509493777658497,-3.8345869466490954,-0.07576809827879183,0.08191123682472279,36.60015774676628,50.53923196926396,21.20580374270508,0.057800683779278175,0.9425257326838135,0.4222289727329982,-3.81680220975047,-0.1063958311610107,0.0814237977288359,36.24433498574047
moving_blur_k00_baseline,AP02,OK,cam0-cam5,cam_edge_0,cam_edge_5,6.677010908156472,0.4692715147214425,6.604255227995548,0.09879523297038335,5.6679279645010325,5.733970516780988,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,-58.83695385016839,120.50871669807218,-0.0007691523966514505,-1.8901157316284662,-0.6678764352100119,5.2975515542743254,-0.7648133852089627,2.0565568076093874,-144.32499125930667,-59.18839253897587,121.10918727720495,-0.005927455730751903,-1.890899029153531,-0.659747852386118,5.239989224744797,-0.7565583592593794,2.023744001687466,-144.80607014753681
moving_blur_k00_baseline,AP02,OK,cam1-cam3,cam_edge_1,cam_edge_3,1.1856901041581465,0.16818021872601344,0.5388601012819905,0.27824136489087575,2.1721826797050396,2.1775712807178595,cam_edge_0;cam_edge_1;cam_edge_3;cam_edge_5,,results/bus_real_data/02_ref_marker_graph_ba/08_final_results/ap02_with_moving_static_camera_poses_ref_marker.csv,,,-52.003309827903465,5.241261374672538,-0.07029034391913638,-0.9113367533761187,-0.27559141094807516,1.5420353542798386,-0.37244951261765746,1.4917188104026646,-19.54234490908467,-52.158716168945,5.145378882018563,-0.07152290562849595,-0.9138098031455153,-0.27444766234862317,1.5443865298310695,-0.3757221990345858,1.4805676849234315,-19.440987313922378
