station_name,candidate_name,camera,status,detected_ids,num_used_markers,num_points,reprojection_rmse_px,tvec_xyz_m
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_00,front_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_00,rear_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_00,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.827008,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_01,front_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_01,rear_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_01,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.805504,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_02,front_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_02,rear_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_02,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.800810,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_03,front_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_03,rear_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_03,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.908536,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_04,front_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_04,rear_static_camera,failed_not_enough_markers,[],0,0,,
F1_front_mid_far_seat_leaned,F1_front_mid_far_seat_leaned_cand_04,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.916341,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_00,front_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_00,rear_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_00,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.835342,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_01,front_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_01,rear_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_01,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.980769,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_02,front_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_02,rear_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_02,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.814660,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_03,front_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_03,rear_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_03,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.860494,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_04,front_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_04,rear_static_camera,failed_not_enough_markers,[],0,0,,
F2_front_mid_high_left_seat,F2_front_mid_high_left_seat_cand_04,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.879378,
F3_front_near_left_seat,F3_front_near_left_seat_cand_00,front_static_camera,pose_valid,"[0, 1, 2, 3, 5]",5,20,0.898786,
F3_front_near_left_seat,F3_front_near_left_seat_cand_00,rear_static_camera,failed_not_enough_markers,[],0,0,,
F3_front_near_left_seat,F3_front_near_left_seat_cand_00,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.835342,
F3_front_near_left_seat,F3_front_near_left_seat_cand_01,front_static_camera,pose_valid,"[0, 1, 2, 3, 5]",5,20,0.898786,
F3_front_near_left_seat,F3_front_near_left_seat_cand_01,rear_static_camera,failed_not_enough_markers,[],0,0,,
F3_front_near_left_seat,F3_front_near_left_seat_cand_01,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.980769,
F3_front_near_left_seat,F3_front_near_left_seat_cand_02,front_static_camera,pose_valid,"[0, 1, 2, 3, 5]",5,20,0.898786,
F3_front_near_left_seat,F3_front_near_left_seat_cand_02,rear_static_camera,failed_not_enough_markers,[],0,0,,
F3_front_near_left_seat,F3_front_near_left_seat_cand_02,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.814660,
F3_front_near_left_seat,F3_front_near_left_seat_cand_03,front_static_camera,pose_valid,"[0, 1, 2, 3, 5]",5,20,0.898786,
F3_front_near_left_seat,F3_front_near_left_seat_cand_03,rear_static_camera,failed_not_enough_markers,[],0,0,,
F3_front_near_left_seat,F3_front_near_left_seat_cand_03,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.860494,
F3_front_near_left_seat,F3_front_near_left_seat_cand_04,front_static_camera,pose_valid,"[0, 1, 2, 3, 5]",5,20,0.898786,
F3_front_near_left_seat,F3_front_near_left_seat_cand_04,rear_static_camera,failed_not_enough_markers,[],0,0,,
F3_front_near_left_seat,F3_front_near_left_seat_cand_04,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.879378,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_00,front_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.927753,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_00,rear_static_camera,failed_not_enough_markers,[],0,0,,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_00,moving_calib_camera,failed_not_enough_markers,[],0,0,,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_01,front_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.927753,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_01,rear_static_camera,failed_not_enough_markers,[],0,0,,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_01,moving_calib_camera,failed_not_enough_markers,[],0,0,,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_02,front_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.927753,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_02,rear_static_camera,failed_not_enough_markers,[],0,0,,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_02,moving_calib_camera,failed_not_enough_markers,[],0,0,,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_03,front_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.927753,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_03,rear_static_camera,failed_not_enough_markers,[],0,0,,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_03,moving_calib_camera,pose_valid,"[2, 5]",2,8,1.582834,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_04,front_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.927753,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_04,rear_static_camera,failed_not_enough_markers,[],0,0,,
F4_front_right_table_or_box,F4_front_right_table_or_box_cand_04,moving_calib_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,1.293078,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_00,front_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_00,rear_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_00,moving_calib_camera,pose_valid,"[0, 1, 3, 4, 5]",5,20,0.935335,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_01,front_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_01,rear_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_01,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.895549,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_02,front_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_02,rear_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_02,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.991253,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_03,front_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_03,rear_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_03,moving_calib_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.920512,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_04,front_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_04,rear_static_camera,failed_not_enough_markers,[],0,0,,
G1_floor_mid_yaw_pi,G1_floor_mid_yaw_pi_cand_04,moving_calib_camera,pose_valid,"[0, 1, 3, 4, 5]",5,20,0.857394,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_00,front_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_00,rear_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_00,moving_calib_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.884607,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_01,front_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_01,rear_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_01,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.904602,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_02,front_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_02,rear_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_02,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,1.001314,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_03,front_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_03,rear_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_03,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.984230,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_04,front_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_04,rear_static_camera,failed_not_enough_markers,[],0,0,,
G2_floor_mid_yaw_0,G2_floor_mid_yaw_0_cand_04,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.923773,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_00,front_static_camera,failed_not_enough_markers,[],0,0,,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_00,rear_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.789970,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_00,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.763686,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_01,front_static_camera,failed_not_enough_markers,[],0,0,,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_01,rear_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.789970,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_01,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.891980,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_02,front_static_camera,failed_not_enough_markers,[],0,0,,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_02,rear_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.789970,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_02,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.912242,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_03,front_static_camera,failed_not_enough_markers,[],0,0,,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_03,rear_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.789970,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_03,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.767820,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_04,front_static_camera,failed_not_enough_markers,[],0,0,,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_04,rear_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.789970,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_04,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.783402,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_05,front_static_camera,failed_not_enough_markers,[],0,0,,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_05,rear_static_camera,pose_valid,"[1, 2, 3, 4, 5]",5,20,0.789970,
R1_rear_left_seat_leaned_occluded,R1_rear_left_seat_leaned_occluded_cand_05,moving_calib_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.901364,
R2_rear_table_flat,R2_rear_table_flat_cand_00,front_static_camera,failed_not_enough_markers,[],0,0,,
R2_rear_table_flat,R2_rear_table_flat_cand_00,rear_static_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.918417,
R2_rear_table_flat,R2_rear_table_flat_cand_00,moving_calib_camera,failed_not_enough_markers,[2],1,4,,
R2_rear_table_flat,R2_rear_table_flat_cand_01,front_static_camera,failed_not_enough_markers,[],0,0,,
R2_rear_table_flat,R2_rear_table_flat_cand_01,rear_static_camera,pose_valid,"[0, 1, 2, 3, 4, 5]",6,24,0.918417,
R2_rear_table_flat,R2_rear_table_flat_cand_01,moving_calib_camera,failed_not_enough_markers,[],0,0,,
R2_rear_table_flat,R2_rear_table_flat_cand_02,front_static_camera,failed_not_enough_markers,[],0,0,,
