camera_a,camera_b,ap01_distance_m,ap02_distance_m,ap03_distance_m,simulation_gt_reference_m,ap01_vs_simulation_gt_cm,ap02_vs_simulation_gt_cm,ap03_vs_simulation_gt_cm,measured_real_reference_m,ap01_vs_measured_real_cm,ap02_vs_measured_real_cm,ap03_vs_measured_real_cm
cam_edge_0,cam_edge_1,4.469362426715389,4.949296479421337,4.949932766137164,5.069131069576643,59.976864286125405,11.983459015530595,11.91983034394788,,,,
cam_edge_0,cam_edge_3,3.8185490582302926,3.782229432920677,3.742826061624864,3.819152918656321,0.06038604260285574,3.692348573564397,7.632685703145725,,,,
cam_edge_0,cam_edge_5,5.539957075681317,5.661876204658686,5.559709572012623,5.667927964501032,12.797088881971508,0.6051759842345739,10.821839248840881,,,,
cam_edge_1,cam_edge_3,1.4210676641546978,2.0522668543057287,2.1193928911981836,2.1721826797050396,75.11150155503418,11.99158253993109,5.278978850685601,,,,
cam_edge_1,cam_edge_5,9.359243539283707,9.806650993878941,9.648696565341087,9.833844654272019,47.4601114988312,2.719366039307758,18.514808893093182,,,,
cam_edge_3,cam_edge_5,9.146554278969155,9.268577244244712,9.114758069348406,9.285515073252316,13.8960794283161,1.6937829007604321,17.075700390391013,,,,
