image_name,status,intrinsics_source,detected_ids,used_ids,num_detected,num_used_markers,num_points,reprojection_rmse_px,tvec_x_m,tvec_y_m,tvec_z_m,rvec_x,rvec_y,rvec_z,camera_center_board_x_m,camera_center_board_y_m,camera_center_board_z_m
moving_0000.jpg,failed_not_enough_markers,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[42, 45]",[],2,0,0,,,,,,,,,,
moving_0001.jpg,failed_not_enough_markers,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[42, 45]",[],2,0,0,,,,,,,,,,
moving_0002.jpg,failed_not_enough_markers,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[42, 45]",[],2,0,0,,,,,,,,,,
moving_0003.jpg,failed_not_enough_markers,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[42, 45]",[],2,0,0,,,,,,,,,,
moving_0004.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0005.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0006.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0007.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0008.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0009.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0010.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0011.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0012.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0013.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0014.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 37, 38, 41]","[0, 1, 2, 3, 4, 5]",11,6,24,0.479412,-0.18146570,0.14453625,0.87552242,0.51349133,1.41806759,-1.69086574,0.61208640,0.66430477,-0.06640363
moving_0015.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[1, 2, 3, 4, 5, 30, 31, 37, 38, 40]","[1, 2, 3, 4, 5]",10,5,20,0.539535,-0.23407699,0.14243885,0.83784355,0.54376014,1.40752457,-1.67051571,0.57404493,0.66748093,-0.04476929
moving_0016.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[1, 2, 3, 4, 5, 30, 31, 37, 38, 40]","[1, 2, 3, 4, 5]",10,5,20,0.539535,-0.23407699,0.14243885,0.83784355,0.54376014,1.40752457,-1.67051571,0.57404493,0.66748093,-0.04476929
moving_0017.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 3, 4, 5, 30, 33, 36, 38, 39, 40, 41]","[0, 1, 2, 3, 4, 5]",13,6,24,0.594017,-0.28432920,0.14145317,0.79953456,0.57652687,1.39863499,-1.64350450,0.54055359,0.66896193,-0.01998382
moving_0018.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 4, 5, 32, 33, 38, 40]","[0, 1, 2, 4, 5]",9,5,20,0.805851,-0.37624144,0.14214755,0.71316756,0.63277533,1.37746700,-1.60294862,0.46378539,0.67434719,0.02303209
moving_0019.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[0, 1, 2, 4, 5, 32, 33, 38, 40]","[0, 1, 2, 4, 5]",9,5,20,0.805851,-0.37624144,0.14214755,0.71316756,0.63277533,1.37746700,-1.60294862,0.46378539,0.67434719,0.02303209
moving_0020.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[1, 2, 4, 30, 33, 37, 38, 40, 41]","[1, 2, 4]",9,3,12,0.438577,-0.45944511,0.14905518,0.62195936,0.70047906,1.35088431,-1.55783617,0.39514206,0.67794715,0.06626547
moving_0021.jpg,pose_valid,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[1, 2, 4, 30, 33, 37, 38, 40, 41]","[1, 2, 4]",9,3,12,0.438577,-0.45944511,0.14905518,0.62195936,0.70047906,1.35088431,-1.55783617,0.39514206,0.67794715,0.06626547
moving_0022.jpg,failed_not_enough_markers,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[2, 30, 31, 32, 33, 37]",[2],6,1,4,,,,,,,,,,
moving_0023.jpg,failed_not_enough_markers,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[2, 30, 31, 32, 33, 37]",[2],6,1,4,,,,,,,,,,
moving_0024.jpg,failed_not_enough_markers,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[30, 36, 37, 38, 39, 41]",[],6,0,0,,,,,,,,,,
moving_0025.jpg,failed_not_enough_markers,results/beintelli_bus_model/colmap/moving_route_v8_static_8_aruco_boards/camera_intrinsics_used.txt,"[30, 34, 36, 38, 39, 40]",[],6,0,0,,,,,,,,,,
