camera_a,camera_b,distance_m
cam_edge_0,cam_edge_1,5.033828698329282
cam_edge_0,cam_edge_3,3.855445900280866
cam_edge_0,cam_edge_5,2.080652454200109
cam_edge_1,cam_edge_3,2.0714614664446707
cam_edge_1,cam_edge_5,4.266605744195622
cam_edge_3,cam_edge_5,4.0204268369193175
