pair,method,root_cam,target_cam,root_marker,target_marker,root_frame,target_frame,translation_error_m,rotation_error_deg,est_x,est_y,est_z,gt_x,gt_y,gt_z,root_static_dist_m,target_static_dist_m,root_moving_dist_m,target_moving_dist_m,root_moving_score,target_moving_score
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,2,4,17,71,0.7118391336911876,9.564672531488831,1.506207313950282,-1.2094694329682298,3.4439415919337906,2.059231906455514,-1.1652968333631528,2.9979286618714744,2.602331886680298,2.5437140555813604,2.1430728361484084,1.3094234602942378,2141.61965946,8734.75206768
cam3_to_cam0,GT_motion,cam_edge_3,cam_edge_0,6,4,82,71,1.5900095078536514,42.473476042323824,3.1312806192942704,-0.353651216921665,3.8464999232733046,2.059231906455514,-1.1652968333631528,2.9979286618714744,5.616000810218128,2.5437140555813604,1.7116665880282342,1.3094234602942378,4136.08268979,8734.75206768
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,12,80,92,0.09111130478331553,4.244795041871773,2.9894043822701963,-3.0988431525294486,8.255859411658685,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.858260077066848,1.9046833363634648,2.3349764361366936,2823.17067937,865.02805314
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,7,11,80,93,0.10870125143535134,5.213267898558116,3.0055615070897517,-3.114442122274487,8.245238178537953,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.326032331262132,1.9046833363634648,2.038831356646239,2823.17067937,824.753109098
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,8,12,91,92,0.22674338522559592,4.591559536898836,3.0497403241963226,-3.074455565666951,8.42482295945059,2.898374813490835,-3.101877728211797,8.2582424386392,6.0565977063003755,2.858260077066848,1.2847717798575204,2.3349764361366936,8432.55774966,865.02805314
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,8,11,91,93,0.22926089927216076,5.4426791626941045,3.065930057486537,-3.090070957114908,8.414275769376214,2.898374813490835,-3.101877728211797,8.2582424386392,6.0565977063003755,2.326032331262132,1.2847717798575204,2.038831356646239,8432.55774966,824.753109098
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,2,11,17,93,0.28997244152102164,2.3205961724391733,2.720217818012771,-3.272533054724531,8.41062636606176,2.898374813490835,-3.101877728211797,8.2582424386392,2.602331886680298,2.326032331262132,2.1430728361484084,2.038831356646239,2141.61965946,824.753109098
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,2,12,17,92,0.2975883231222832,2.7698029524034244,2.7029678426530497,-3.257369839188959,8.420097711122365,2.898374813490835,-3.101877728211797,8.2582424386392,2.602331886680298,2.858260077066848,2.1430728361484084,2.3349764361366936,2141.61965946,865.02805314
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,5,12,86,92,0.3369593123580717,6.050175345671795,3.206485611500753,-3.2317505460187235,8.29998409085141,2.898374813490835,-3.101877728211797,8.2582424386392,5.376474499708661,2.858260077066848,1.710035453691913,2.3349764361366936,3090.73014588,865.02805314
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,5,11,86,93,0.3561337753808689,7.329714375416447,3.2222233132396827,-3.2469746008131235,8.288247650499247,2.898374813490835,-3.101877728211797,8.2582424386392,5.376474499708661,2.326032331262132,1.710035453691913,2.038831356646239,3090.73014588,824.753109098
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,1,11,23,93,0.4823770806335888,4.0979063376118745,3.1090442507922216,-2.7487276918638908,8.510415172960684,2.898374813490835,-3.101877728211797,8.2582424386392,1.394257733802751,2.326032331262132,0.8261128311247983,2.038831356646239,25669.8404434,824.753109098
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,1,12,23,92,0.49061722204610914,4.989602554018496,3.0911563068081693,-2.7341431612457057,8.51960778190575,2.898374813490835,-3.101877728211797,8.2582424386392,1.394257733802751,2.858260077066848,0.8261128311247983,2.3349764361366936,25669.8404434,865.02805314
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,6,11,82,93,2.5709313545540486,41.01207192143431,0.9665164007431335,-4.483368494916142,7.273816532623066,2.898374813490835,-3.101877728211797,8.2582424386392,5.616000810218128,2.326032331262132,1.7116665880282342,2.038831356646239,4136.08268979,824.753109098
cam3_to_cam5,COLMAP_motion,cam_edge_3,cam_edge_5,6,12,82,92,2.57448232987093,41.18922635853577,0.9477747507836454,-4.46887059298093,7.281283294224943,2.898374813490835,-3.101877728211797,8.2582424386392,5.616000810218128,2.858260077066848,1.7116665880282342,2.3349764361366936,4136.08268979,865.02805314
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,8,12,91,92,0.09740813103094394,4.39393091062859,2.9532264480222166,-3.03398827430885,8.301493614680286,2.898374813490835,-3.101877728211797,8.2582424386392,6.0565977063003755,2.858260077066848,1.2847717798575204,2.3349764361366936,8432.55774966,865.02805314
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,8,11,91,93,0.2158072947531944,5.3237782543118195,3.053499907586617,-3.091344226513497,8.407902182700317,2.898374813490835,-3.101877728211797,8.2582424386392,6.0565977063003755,2.326032331262132,1.2847717798575204,2.038831356646239,8432.55774966,824.753109098
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,5,12,86,92,0.22396070243718336,5.904337592931158,3.093112813462657,-3.177430658576796,8.177450964358847,2.898374813490835,-3.101877728211797,8.2582424386392,5.376474499708661,2.858260077066848,1.710035453691913,2.3349764361366936,3090.73014588,865.02805314
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,5,11,86,93,0.3286196690646741,7.270184875195428,3.1953321866412305,-3.2411917000129424,8.278212984169617,2.898374813490835,-3.101877728211797,8.2582424386392,5.376474499708661,2.326032331262132,1.710035453691913,2.038831356646239,3090.73014588,824.753109098
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,7,12,80,92,1.0151001671959925,7.7043792743601855,1.9811794737624007,-3.3010802435419966,8.644893982161136,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.858260077066848,1.9046833363634648,2.3349764361366936,2823.17067937,865.02805314
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,7,11,80,93,1.0204561937895813,7.12601337889157,2.0545289435094682,-3.3670841159775375,8.767084814082871,2.898374813490835,-3.101877728211797,8.2582424386392,5.713580653871969,2.326032331262132,1.9046833363634648,2.038831356646239,2823.17067937,824.753109098
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,1,11,23,93,1.8584875380688712,11.3439988873957,1.2207202977181066,-3.3122848537756227,9.029721599975808,2.898374813490835,-3.101877728211797,8.2582424386392,1.394257733802751,2.326032331262132,0.8261128311247983,2.038831356646239,25669.8404434,824.753109098
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,1,12,23,92,1.8613760670926653,12.280780728086423,1.1576467545341842,-3.2479038971058634,8.901097823546639,2.898374813490835,-3.101877728211797,8.2582424386392,1.394257733802751,2.858260077066848,0.8261128311247983,2.3349764361366936,25669.8404434,865.02805314
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,2,11,17,93,2.065201927149871,12.547107996624263,1.0030528116888302,-3.452575277477859,8.999744116538556,2.898374813490835,-3.101877728211797,8.2582424386392,2.602331886680298,2.326032331262132,2.1430728361484084,2.038831356646239,2141.61965946,824.753109098
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,2,12,17,92,2.0687396844429706,13.371637827414283,0.9429582719937638,-3.385100902026288,8.871279684688151,2.898374813490835,-3.101877728211797,8.2582424386392,2.602331886680298,2.858260077066848,2.1430728361484084,2.3349764361366936,2141.61965946,865.02805314
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,6,12,82,92,3.0298821253736667,45.915622443058,0.42788066960642035,-4.424607524798542,7.106187637896959,2.898374813490835,-3.101877728211797,8.2582424386392,5.616000810218128,2.858260077066848,1.7116665880282342,2.3349764361366936,4136.08268979,865.02805314
cam3_to_cam5,GT_motion,cam_edge_3,cam_edge_5,6,11,82,93,3.0493430232246035,45.701924937599465,0.43105270569846055,-4.549185082219354,7.201778566695061,2.898374813490835,-3.101877728211797,8.2582424386392,5.616000810218128,2.326032331262132,1.7116665880282342,2.038831356646239,4136.08268979,824.753109098
